FeatureID	MeanAbundance	Occupancy	Predicted	Lower	Upper	Classification	Migration	MeanLibrary	Detection	RSquared	DisplayTaxon	StandardizedDeviation
OTU_4922	6.417561397327e-06	0.0444444444444444	0.0212333189233146	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Acidimicrobiaceae	1.52745676063018
OTU_4553	5.63202203694782e-05	0.155555555555556	0.17718470857444	0.1	0.255555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Thermoanaerobaculum	-0.537398526713254
OTU_6279	9.95116904531555e-05	0.522222222222222	0.298215753383304	0.211111111111111	0.4	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 6	4.6453101597862
OTU_401	0.000715534119114085	0.933333333333333	0.960899598084918	0.922222222222222	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Terrimonas	-1.34917896331728
OTU_1371	0.000144320156026477	0.266666666666667	0.409699301749951	0.311111111111111	0.511111111111111	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Carboxylicivirga	-2.75922511276686
OTU_11945	5.76598175186792e-06	0.0333333333333333	0.0190891202191507	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Micromonosporaceae	0.98753383669983
OTU_5994	1.33967645482095e-05	0.0777777777777778	0.0440326613135515	0.0111111111111111	0.0888888888888889	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Ignavibacterium	1.56035418964739
OTU_4929	5.83385546882889e-06	0.0666666666666667	0.0193126005942695	0	0.0555555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	3.26432095880554
OTU_910	7.84602264839869e-05	0.455555555555556	0.24088553924707	0.155555555555556	0.333333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Rhodospirillaceae	4.76248528723831
OTU_10180	1.22073338846717e-05	0.111111111111111	0.0401689155186876	0.0111111111111111	0.0888888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	OPB35 soil group	3.42754702067159
OTU_1220	0.000218464042941057	0.722222222222222	0.563697315810945	0.455555555555556	0.666666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Solirubrobacter	3.03250715590275
OTU_6792	8.64343328414032e-06	0.0666666666666667	0.02853810434262	0	0.0666666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	TA06	2.17243223699203
OTU_8766	0.0001051719995792	0.244444444444444	0.313089089097562	0.222222222222222	0.411111111111111	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Cyclobacteriaceae	-1.40424776714631
OTU_539	5.72957005202495e-05	0.266666666666667	0.180064178406754	0.1	0.266666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gemmatimonas	2.13819856114316
OTU_2454	4.57113488728863e-05	0.322222222222222	0.145440559441664	0.0777777777777778	0.222222222222222	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	OM190	4.75712499554069
OTU_2098	4.96091566034096e-05	0.333333333333333	0.157194544618494	0.0888888888888889	0.233333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Rhodanobacter	4.59085796137924
OTU_2821	0.000455101302893362	0.766666666666667	0.851212966694669	0.777777777777778	0.922222222222222	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Nitrosomonadaceae	-2.25379392351705
OTU_1783	3.09049699406235e-05	0.188888888888889	0.0998424298010816	0.0444444444444444	0.166666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	DEV055	2.81787075202805
OTU_1046	0.000148062096692123	0.511111111111111	0.418366270024409	0.322222222222222	0.522222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gemmatimonadaceae	1.78364283068048
OTU_2596	8.67434384348306e-05	0.4	0.263822019184621	0.177777777777778	0.355555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Sh765B-TzT-29	2.93144137563114
OTU_2792	8.66252947470459e-05	0.2	0.263498324026919	0.177777777777778	0.355555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Candidatus Solibacter	-1.36743823499293
OTU_3124	0.000197878839358333	0.377777777777778	0.524599584414628	0.422222222222222	0.622222222222222	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Nitrospinaceae	-2.78912558053329
OTU_1501	0.000138134053267109	0.7	0.395155856061796	0.3	0.5	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Comamonadaceae	5.91552317414071
OTU_10688	0.000172581398969898	0.188888888888889	0.472755458193152	0.366666666666667	0.577777777777778	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	HSB OF53-F07	-5.39400297591541
OTU_69	0.00112858374009192	0.588888888888889	0.996307034803155	0.977777777777778	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Vibrio	-36.6676331322839
OTU_13563	1.97547774482494e-05	0.122222222222222	0.0645317244685923	0.0222222222222222	0.122222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	MB-A2-108	2.22753416314885
OTU_3407	3.01786918328872e-05	0.166666666666667	0.097567576445528	0.0444444444444444	0.166666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Rhizobiales	2.20919209245222
OTU_457	0.000564117731658255	0.933333333333333	0.913512403462463	0.855555555555556	0.966666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	0319-6A21	0.668976930101349
OTU_11215	9.31409690789534e-05	0.322222222222222	0.281201013380635	0.188888888888889	0.377777777777778	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	KD4-96	0.86560058292735
OTU_1088	0.000133169789023095	0.455555555555556	0.383289978577509	0.288888888888889	0.488888888888889	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	1.4100953945286
OTU_636	0.000546123743831286	0.577777777777778	0.905242144155761	0.844444444444444	0.955555555555556	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Xanthomonadales	-10.6070669057965
OTU_160	0.0001573668485346	0.677777777777778	0.439494548158342	0.333333333333333	0.544444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	4.55457717987871
OTU_6411	1.85752449284387e-05	0.133333333333333	0.0607485244800611	0.0222222222222222	0.111111111111111	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Acidobacteriaceae (Subgroup 1)	2.88275797518749
OTU_328	0.000183391510488315	0.5	0.495431573087127	0.388888888888889	0.6	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Chloroplast	0.0866834245447168
OTU_205	0.000869918944412036	0.611111111111111	0.983314469562061	0.955555555555556	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-27.5667341835546
OTU_9942	2.88741093081691e-05	0.0777777777777778	0.0934724908118221	0.0333333333333333	0.155555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-0.51149598896793
OTU_2272	2.49125808709891e-05	0.177777777777778	0.0809677859900323	0.0333333333333333	0.144444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	SC-I-84	3.36682031300089
OTU_10148	8.44402444204967e-06	0.0888888888888889	0.027884960451071	0	0.0666666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	ML635J-21	3.51507997205969
OTU_5562	1.78147282760411e-05	0.0888888888888889	0.0583044690981293	0.0111111111111111	0.111111111111111	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	WD272	1.23826992085073
OTU_3670	0.000128824502520826	0.222222222222222	0.372760566443011	0.277777777777778	0.477777777777778	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Candidatus Solibacter	-2.95349834025112
OTU_12666	5.44317479230472e-06	0.0333333333333333	0.0180258560509129	0	0.0444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Denitratisoma	1.09150794855368
OTU_1461	9.84730745337787e-05	0.5	0.295461695831892	0.2	0.388888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	SJA-149	4.25297674142758
OTU_596	4.10096657952435e-05	0.244444444444444	0.131123095841934	0.0666666666666667	0.2	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Soil Crenarchaeotic Group(SCG)	3.18503541084156
OTU_8418	5.48738680117123e-05	0.2	0.172903037092605	0.1	0.255555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	0.679770553216012
OTU_4671	3.90623586886825e-06	0.0333333333333333	0.0129545892640537	0	0.0444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Acidimicrobiales	1.70969357312409
OTU_5008	3.51383369995251e-05	0.222222222222222	0.113031646772584	0.0555555555555556	0.177777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Acidobacteriaceae (Subgroup 1)	3.27154064105092
OTU_562	0.000169815107698277	0.411111111111111	0.466825741181322	0.366666666666667	0.566666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	alphaI cluster	-1.05944525774072
OTU_46	5.56300304761895e-05	0.377777777777778	0.175143348061793	0.1	0.255555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Xanthomonadaceae	5.05764600527739
OTU_1539	0.000122476679732986	0.433333333333333	0.357137759069863	0.255555555555556	0.455555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Chthoniobacter	1.50860018880227
OTU_564	0.000703463492400409	0.688888888888889	0.958279267638548	0.911111111111111	0.988888888888889	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Blastocatella	-12.7814853848258
OTU_664	0.000141492128297761	0.511111111111111	0.403084016525255	0.3	0.5	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Micromonosporaceae	2.08929400341363
OTU_5881	0.000127130190415954	0.255555555555556	0.368618663059239	0.266666666666667	0.466666666666667	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	KD4-96	-2.22334901536212
OTU_9005	5.80476633055413e-05	0.166666666666667	0.182279307271687	0.111111111111111	0.266666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-0.383642258179067
OTU_2201	0.000109657205453197	0.522222222222222	0.324711654669339	0.233333333333333	0.422222222222222	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Pleomorphomonas	4.00145581898172
OTU_48	0.000931234525536448	0.5	0.988227849637985	0.966666666666667	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-42.9425034288236
OTU_8782	8.21648395729941e-05	0.233333333333333	0.251204335015805	0.166666666666667	0.344444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Chromatiaceae	-0.390908329792567
OTU_1801	0.00028822950348018	0.822222222222222	0.677056587956076	0.577777777777778	0.766666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Lysinimonas	2.94516324430552
OTU_7218	9.83522267965357e-05	0.266666666666667	0.295140746374774	0.2	0.388888888888889	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 6	-0.59225012724536
OTU_6092	2.01259013442148e-05	0.0888888888888889	0.0657201825220819	0.0222222222222222	0.122222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	BSV13	0.887023602811167
OTU_1231	0.000687948587648452	0.833333333333333	0.954669207630439	0.911111111111111	0.988888888888889	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Actinotalea	-5.53334011886385
OTU_5247	7.78376509256888e-06	0.0666666666666667	0.0257205613815698	0	0.0666666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Bacteroidetes vadinHA17	2.45387176343529
OTU_7411	0.000198919754067991	0.533333333333333	0.526642164237839	0.422222222222222	0.633333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	ABS-19	0.127136619993014
OTU_5645	5.55047673352588e-05	0.355555555555556	0.174772502523685	0.1	0.255555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Altererythrobacter	4.51601705460476
OTU_2895	3.10675263054152e-05	0.277777777777778	0.100351105829053	0.0444444444444444	0.166666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Acidimicrobiales	5.60199290699325
OTU_12921	2.32202694618681e-05	0.211111111111111	0.0755942658222598	0.0222222222222222	0.133333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Ruminococcaceae	4.86338662073034
OTU_6920	3.85092536304127e-05	0.277777777777778	0.12344720913446	0.0555555555555556	0.2	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Xanthomonadaceae	4.45085590847378
OTU_6032	1.35639697261477e-05	0.111111111111111	0.0445750857437558	0.0111111111111111	0.0888888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Rhodopseudomonas	3.0586778222698
OTU_1563	8.93442658300715e-05	0.511111111111111	0.270922568071112	0.177777777777778	0.366666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Haliangium	5.12700951108114
OTU_1051	2.92963762718082e-05	0.233333333333333	0.0947992320044874	0.0444444444444444	0.155555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	ABS-19	4.48645256274982
OTU_7286	4.68302573738004e-05	0.2	0.148825420539261	0.0777777777777778	0.222222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Rhodospirillaceae	1.36404172582338
OTU_1577	7.57227008491218e-05	0.4	0.233197554009484	0.144444444444444	0.322222222222222	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Cellulomonas	3.74213912273491
OTU_1263	0.000351727938738999	0.633333333333333	0.75744699633426	0.666666666666667	0.844444444444444	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-2.74701730670526
OTU_1005	1.43260992229552e-05	0.133333333333333	0.0470452151598862	0.0111111111111111	0.1	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Pedobacter	3.86614711106456
OTU_13423	9.84070363476297e-05	0.477777777777778	0.295286323477022	0.2	0.388888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Methylotenera	3.79520964079482
OTU_342	0.000215752258871193	0.222222222222222	0.558701397390084	0.455555555555556	0.655555555555556	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-6.42870193871796
OTU_11128	2.49369506793196e-05	0.0666666666666667	0.0810450282851118	0.0333333333333333	0.144444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-0.49982773580581
OTU_1553	0.000157025346270111	0.711111111111111	0.4387297210647	0.333333333333333	0.544444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Noviherbaspirillum	5.2073184303902
OTU_1929	0.00047826119204266	0.766666666666667	0.867116115256386	0.788888888888889	0.933333333333333	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Methylobacter	-2.80733360926564
OTU_916	0.000104267675467767	0.455555555555556	0.310728248723408	0.222222222222222	0.411111111111111	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	KD4-96	2.96883526979181
OTU_11142	6.99622704130959e-06	0.0444444444444444	0.0231353505619205	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Phaselicystis	1.34471731908077
OTU_10136	8.56609799014916e-05	0.466666666666667	0.260852518031381	0.177777777777778	0.355555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 6	4.44665478156025
OTU_1541	9.26759758657919e-07	0	0.00308196587897422	0	0.0222222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-0.27737692910768
OTU_2671	2.93919357321475e-05	0.166666666666667	0.0950993097057239	0.0444444444444444	0.155555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Candidatus Koribacter	2.31444620762796
OTU_6138	1.40765688972173e-05	0.155555555555556	0.0462368750869164	0.0111111111111111	0.0888888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Defluviicoccus	4.93856909799622
OTU_6047	8.85107413390005e-06	0.0888888888888889	0.0292179452276514	0	0.0666666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	OM190	3.36123173752319
OTU_2855	6.29302370669065e-05	0.388888888888889	0.196565735902145	0.122222222222222	0.277777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 22	4.59117389220602
OTU_6942	8.87682897135267e-05	0.455555555555556	0.269354263981397	0.177777777777778	0.366666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	43F-1404R	3.98188386466423
OTU_6039	6.95144607276179e-06	0.0555555555555556	0.0229882335845384	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	SR-FBR-L83	2.06158195769335
OTU_2606	4.39255848080557e-05	0.255555555555556	0.140020482094201	0.0777777777777778	0.211111111111111	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Planctomycetaceae	3.15860458417314
OTU_462	0.00050457218785817	0.911111111111111	0.883303869875403	0.811111111111111	0.944444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Porphyrobacter	0.821667038754017
OTU_1754	0.000100992473505617	0.455555555555556	0.302128917524198	0.211111111111111	0.4	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Smithella	3.16984681064869
OTU_6150	3.39939718474402e-05	0.233333333333333	0.109478246579989	0.0444444444444444	0.177777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	NA	3.76312738377848
OTU_277	0.000768487530719482	0.7	0.970672062508126	0.933333333333333	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Fusibacter	-15.2190541027283
OTU_10548	1.158766109474e-05	0.111111111111111	0.0381523965240641	0	0.0777777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	vadinHA49	3.61313661939181
OTU_5479	1.23361350013179e-05	0.1	0.0405877488935827	0.0111111111111111	0.0888888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Luteolibacter	2.85625613546221
OTU_5170	1.11639361331767e-05	0.0888888888888889	0.0367721183463652	0	0.0777777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Blastocatella	2.62708971392151
OTU_739	0.00018032243179045	0.433333333333333	0.489073538795627	0.388888888888889	0.588888888888889	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gaiellales	-1.05784865713101
OTU_3571	0.000190221237039196	0.344444444444444	0.509354940162283	0.411111111111111	0.611111111111111	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	SC-I-84	-3.12950446373458
OTU_5919	0.000133686553908351	0.655555555555556	0.384533298336227	0.288888888888889	0.488888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 6	5.28514559123646
OTU_407	0.000227962308538013	0.488888888888889	0.580833013803481	0.477777777777778	0.677777777777778	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-1.76777121065135
OTU_1431	6.93497272329919e-05	0.277777777777778	0.215093285482711	0.133333333333333	0.3	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	1.44730118806317
OTU_6340	1.26551136391554e-05	0.0333333333333333	0.041624543033042	0.0111111111111111	0.0888888888888889	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	MB-A2-108	-0.393818916571532
OTU_4051	3.7667905886156e-05	0.277777777777778	0.120854814638962	0.0555555555555556	0.188888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Rhizomicrobium	4.56715210471423
OTU_119	0.00106705021696557	0.922222222222222	0.994668597001404	0.977777777777778	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Pseudolabrys	-6.52017373012635
OTU_469	7.255635947553e-05	0.266666666666667	0.224238731832607	0.144444444444444	0.311111111111111	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Reichenbachiella	0.965058826691886
OTU_1506	3.16867405658572e-05	0.211111111111111	0.102287144888739	0.0444444444444444	0.166666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolinea	3.40695623395352
OTU_761	0.000142064249155714	0.611111111111111	0.404426844120184	0.3	0.511111111111111	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Bryobacter	3.99522395591886
OTU_9502	1.64218277302985e-05	0.0777777777777778	0.0538184183445584	0.0111111111111111	0.1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Methylococcaceae	1.00726500906567
OTU_2524	2.22676012853936e-05	0.155555555555556	0.0725610050968694	0.0222222222222222	0.133333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Methylomicrobium	3.03512450137893
OTU_6821	5.98679594404517e-05	0.344444444444444	0.18762509929798	0.111111111111111	0.266666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	NS72	3.81063344383496
OTU_11237	5.30514238213859e-05	0.166666666666667	0.167487201334356	0.0888888888888889	0.244444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Desulfuromonadales	-0.020846440823272
OTU_6077	1.01050448268236e-06	0.0111111111111111	0.00336020267830869	0	0.0222222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	NA	0.697581758952218
OTU_9693	3.63986921186113e-05	0.2	0.116934957295437	0.0555555555555556	0.188888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gaiellales	2.4522854434833
OTU_2498	2.52388534530216e-06	0.0222222222222222	0.00838090695267212	0	0.0333333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	1.24571837425951
OTU_10025	9.07608400095349e-06	0.1	0.0299543475911234	0	0.0666666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	TRA3-20	3.89831043202979
OTU_6069	5.60810087517856e-06	0.0444444444444444	0.0185691720225674	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	SB-5	1.81836083217064
OTU_13414	3.71986969370575e-06	0.0222222222222222	0.0123386616706378	0	0.0444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Oscillochloris	0.849369432172302
OTU_1280	0.000141342177339865	0.455555555555556	0.402731685548891	0.3	0.5	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Bryobacter	1.02178337577313
OTU_6444	5.05291680219345e-05	0.377777777777778	0.159953519665157	0.0888888888888889	0.233333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gemmatimonas	5.63740114771507
OTU_3835	6.1389614041235e-05	0.333333333333333	0.192075979699452	0.111111111111111	0.277777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Nitrosomonadaceae	3.40181374697263
OTU_1476	1.66365461256874e-05	0.133333333333333	0.0545107700210414	0.0111111111111111	0.1	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	3.29383892248178
OTU_208	0.000647368921004525	0.9	0.943798303110708	0.888888888888889	0.988888888888889	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Ornithinibacter aureus	-1.80411504945951
OTU_2679	5.17982911235928e-05	0.311111111111111	0.163749775416963	0.0888888888888889	0.244444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gemmata	3.77786403676028
OTU_8404	3.18762614708349e-05	0.255555555555556	0.102879187558043	0.0444444444444444	0.166666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Chloroplast	4.76764429155347
OTU_563	0.00019671806516638	0.344444444444444	0.522313464255567	0.422222222222222	0.622222222222222	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gemmatimonadaceae	-3.37819298490639
OTU_7785	2.771857035811e-06	0.0222222222222222	0.00920222074028544	0	0.0333333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Aminicenantes	1.17180013337431
OTU_1102	0.000132703690967068	0.555555555555556	0.382166941306445	0.277777777777778	0.488888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	S085	3.38516390020655
OTU_338	0.000226683624653289	0.755555555555556	0.578558813018421	0.477777777777778	0.677777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	ABS-19	3.40051177798037
OTU_38	0.0019946064098764	0.977777777777778	0.999986492749264	1	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Cryobacterium	-1.99878434743377
OTU_10559	4.98122417620615e-06	0.0444444444444444	0.0165031510190845	0	0.0444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	NA	2.08064428291237
OTU_10275	6.37496432893512e-06	0.0666666666666667	0.0210932227462735	0	0.0555555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Mangroviflexus	3.0087836920396
