FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species	TaxonomyStatus
OTU_R11144								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11146								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1115								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11151								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11156								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1116								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11162								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11163								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11165								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11166								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11167								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1117								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11170								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11175								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11176								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1118								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11183								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11184								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11185								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11187								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11188								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1119								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11194								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11197								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11198								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R112								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1120								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11203								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11204								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11206								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11207								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11208								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11209								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1121								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11214								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11219								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11223								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11224								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11226								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11237								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1124								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11241								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11244								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11245								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11247								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11248								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11249								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1125								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11250								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11251								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11252								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11254								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1126								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11262								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11265								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11267								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11268								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11269								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1128								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11281								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11283								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11286								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11288								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11289								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11295								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11297								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R113								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1130								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11302								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1131								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11312								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11316								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11317								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11322								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11326								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11327								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11328								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11329								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1133								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11332								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11336								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1134								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11343								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1135								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11356								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11357								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1136								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11363								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11365								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11366								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1137								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11372								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11373								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1138								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11383								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11387								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11388								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1139								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11391								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11397								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R114								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11401								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11402								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11406								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11408								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11409								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1141								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11410								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11413								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11414								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11415								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11418								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11420								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11421								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11422								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11423								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11424								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11425								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11428								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11433								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11434								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11435								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11437								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1144								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11440								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11441								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11445								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1145								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11450								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11456								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11459								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1146								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11466								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11469								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1147								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11473								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11476								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11479								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1148								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11480								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11481								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11485								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11487								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11489								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1149								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11490								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11491								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11492								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11493								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11494								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11504								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11507								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1151								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11514								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11516								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11517								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11519								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1152								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11522								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11528								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1153								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11531								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11532								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11533								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11534								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11537								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1154								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11540								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11541								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11543								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11548								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1155								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11553								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11556								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11557								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1156								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11560								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11561								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11563								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11568								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11569								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1157								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11574								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11575								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11576								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11579								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11580								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11581								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11585								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11588								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1159								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11590								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11591								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11598								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R116								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1160								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11601								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11602								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11604								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11605								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11608								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1161								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11612								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11615								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11617								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11619								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1162								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11621								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11622								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11627								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1163								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11632								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11633								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11634								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11636								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11637								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1164								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11643								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11644								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11648								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11649								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1165								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11650								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11655								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11656								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11659								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1166								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11661								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11671								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11672								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11675								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11676								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11677								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1168								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11681								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11685								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11688								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11689								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11695								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11696								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11699								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R117								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11703								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11705								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11708								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1171								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11710								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11714								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11715								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11719								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11720								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11726								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11732								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11733								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11734								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1174								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11741								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11744								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11746								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1175								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11753								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11756								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11759								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1176								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11760								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11762								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11765								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11767								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11768								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1177								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11770								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11771								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11772								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11775								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11778								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11779								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1178								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11780								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11781								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11783								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11788								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1179								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11791								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11792								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11799								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R118								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11802								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11805								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11807								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11809								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1181								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11812								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11813								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11815								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11816								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11817								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1182								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11820								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11823								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11824								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11825								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11826								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11827								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11828								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1183								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11834								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11835								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11836								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1184								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11840								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11843								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11844								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11846								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11849								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11851								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11854								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11856								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11857								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11859								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1186								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11860								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11865								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1187								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11871								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11872								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11873								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11874								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11875								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11879								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11881								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11887								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11888								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11889								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11894								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11895								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11896								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R119								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11903								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11906								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11908								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11909								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1191								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11912								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11915								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11917								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11918								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1192								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11920								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11921								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11922								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11924								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11929								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1193								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11930								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11931								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11932								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11936								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11939								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1194								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11940								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11942								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11943								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11946								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1195								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11950								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11953								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11956								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11957								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1196								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11960								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11965								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11968								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11969								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1197								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11970								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11971								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11975								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11976								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11978								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11979								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11981								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11983								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11984								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11986								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11987								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11988								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1199								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11990								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11991								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11992								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11993								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11995								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R120								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12001								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12002								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12004								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12005								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12006								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12007								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12009								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1201								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12010								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12013								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12015								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12018								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12019								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1202								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12020								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12021								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12022								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12024								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12025								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12027								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12029								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1203								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12030								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12031								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12035								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12039								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12045								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12050								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R12052								Not distributed with phyloseq::soilrep; not used in this analysis
