feature_id	frequency	samples_observed	genus_agreement_pattern	silva_taxon	silva_confidence	silva_category	silva_domain	silva_phylum	silva_class	silva_order	silva_family	silva_genus	silva_species	gtdb_taxon	gtdb_confidence	gtdb_category	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	greengenes2_taxon	greengenes2_confidence	greengenes2_category	greengenes2_domain	greengenes2_phylum	greengenes2_class	greengenes2_order	greengenes2_family	greengenes2_genus	greengenes2_species
3bf4d00fc2bd96c04242fb5d743b1daf	12	1	Database-specific/renamed genus	d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Incertae_Sedis	1.0	Archaea	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Incertae_Sedis		d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosotenuis; s__Nitrosotenuis sp036396715	1.0	Archaea	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosotenuis	Nitrosotenuis sp036396715	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosotenuis	1.0	Archaea	Archaea	Thermoproteota	Nitrososphaeria_A	Nitrososphaerales	Nitrosopumilaceae	Nitrosotenuis	
3cfb94dcb6434332475efa51c653318a	2	1	Partial genus assignment	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Colwellbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Colwellbacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__UBA6257	1.0	Bacteria	Bacteria	Patescibacteriota	Minisyncoccia	UBA6257				d__Bacteria	1.0	Bacteria	Bacteria						
3cffb8b7f8e218c4e0d2c03d54fdb136	8	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__Magasanikbacterales; f__GWA2-37-8; g__XYD2-FULL-39-9; s__XYD2-FULL-39-9 sp038056955	1.0	Bacteria	Bacteria	Patescibacteriota	Patescibacteriia	Magasanikbacterales	GWA2-37-8	XYD2-FULL-39-9	XYD2-FULL-39-9 sp038056955	d__Bacteria; p__Patescibacteria; c__ABY1; o__Magasanikbacterales; f__GWA2-37-8; g__XYD2-FULL-39-9; s__XYD2-FULL-39-9 sp001783215	1.0	Bacteria	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	GWA2-37-8	XYD2-FULL-39-9	XYD2-FULL-39-9 sp001783215
3d4f0620518694f2572bf2a533bcab57	3	1	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__SCGC-AAA011-G17; f__GW2011-AR18; g__GW2011-AR18; s__GW2011-AR18 sp000806155	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	GW2011-AR18	GW2011-AR18	GW2011-AR18 sp000806155	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA9973; g__O2-02-FULL-42-17; s__O2-02-FULL-42-17 sp001786095	1.0	Bacteria	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA9973	O2-02-FULL-42-17	O2-02-FULL-42-17 sp001786095
3dbf66ee7707a9c91038139380697b07	8	1	Database-specific/renamed genus	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	1.0	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Aquipseudomonas; s__	1.0	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Aquipseudomonas		d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650611; f__Pseudomonadaceae; g__; s__	1.0	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales_A_650611	Pseudomonadaceae		
3ebe761bfb1238c87195d431f41bf976	164	3	Partial genus assignment	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1.0	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		d__Bacteria; p__; c__; o__; f__; g__; s__	1.0	Bacteria	Bacteria							d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_660879; f__Moraxellaceae; g__Acinetobacter; s__	1.0	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales_A_660879	Moraxellaceae	Acinetobacter	
41c34e84ce65fba113ea84d635df703e	4	1	Database-specific/renamed genus	d__Bacteria; p__Myxococcota; c__bacteriap25; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Myxococcota	bacteriap25	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Desulfobacterota; c__Binatia; o__UBA9968; f__UBA9968; g__WHTF01; s__WHTF01 sp009379725	1.0	Bacteria	Bacteria	Desulfobacterota	Binatia	UBA9968	UBA9968	WHTF01	WHTF01 sp009379725	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968; f__UBA9968; g__; s__	1.0	Bacteria	Bacteria	Desulfobacterota_B	Binatia	UBA9968	UBA9968		
42e61a0cfc40a43c642c24c4a280c530	6	1	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__Woesearchaeales; f__UBA11576; g__JACQX01; s__JACQX01 sp016208715	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA11576	JACQX01	JACQX01 sp016208715	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales_579; f__B72-G16; g__B72-G16; s__	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales_579	B72-G16	B72-G16	
42f0e691f302bb1170e2ca8606efe604	37	2	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011; g__AR20	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR20		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__SCGC-AAA011-G17; f__ARS1403; g__GCA-2688095; s__GCA-2688095 sp002688095	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	ARS1403	GCA-2688095	GCA-2688095 sp002688095	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__SCGC-AAA011-G17; f__GW2011-AR20; g__GCA-2688355; s__GCA-2688355 sp002688355	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	GW2011-AR20	GCA-2688355	GCA-2688355 sp002688355
44d0ac06b00a1a731a82972d35c27ef7	3	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Roizmanbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Roizmanbacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__UBA1406; f__HO2-37-13b; g__DATDVH01; s__DATDVH01 sp035290045	1.0	Bacteria	Bacteria	Patescibacteriota	Microgenomatia	UBA1406	HO2-37-13b	DATDVH01	DATDVH01 sp035290045	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__Microsaccharimonas; s__Microsaccharimonas sp001897295	1.0	Bacteria	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	Microsaccharimonas	Microsaccharimonas sp001897295
46bd0a10fe939400736706c91f43717d	2	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Ryanbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Ryanbacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__Ryanbacterales; f__2-02-FULL-48-12; g__2-02-FULL-48-12; s__2-02-FULL-48-12 sp001819875	1.0	Bacteria	Bacteria	Patescibacteriota	Minisyncoccia	Ryanbacterales	2-02-FULL-48-12	2-02-FULL-48-12	2-02-FULL-48-12 sp001819875	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__Microsaccharimonas; s__Microsaccharimonas sp001897295	1.0	Bacteria	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	Microsaccharimonas	Microsaccharimonas sp001897295
46d7d2150b3dcacf1d82862da6c16c1d	3	1	Database-specific/renamed genus	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__UBA1565; f__UBA9628; g__DAIDHI01; s__DAIDHI01 sp027452025	1.0	Bacteria	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA9628	DAIDHI01	DAIDHI01 sp027452025	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia_984208; o__UBA1565; f__UBA9628; g__GWA2-66-18; s__	1.0	Bacteria	Bacteria	Elusimicrobiota	Elusimicrobia_984208	UBA1565	UBA9628	GWA2-66-18	
472e706255ffc7dcd54a0af2e20c56e3	3	1	Partial genus assignment	d__Archaea; p__Methanobacteriota; c__Thermococci; o__Methanofastidiosales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	Methanobacteriota	Thermococci	Methanofastidiosales	Incertae_Sedis	Incertae_Sedis		Unassigned	1.0	Unassigned								Unassigned	1.0	Unassigned							
47ac5ca58a00fc3761fd3358993649ef	5	1	Database-specific/renamed genus	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Incertae_Sedis		d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; g__12-FULL-67-14b; s__	1.0	Bacteria	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b		d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__; g__; s__	1.0	Bacteria	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
483f40d0db4507d1b5793b5a24975841	3	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__UM-FILTER-43-11; f__UM-FILTER-43-11; g__JAUHWS01; s__JAUHWS01 sp030427295	1.0	Bacteria	Bacteria	Patescibacteriota	Gracilibacteria	UM-FILTER-43-11	UM-FILTER-43-11	JAUHWS01	JAUHWS01 sp030427295	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__Microsaccharimonas; s__Microsaccharimonas sp001897295	1.0	Bacteria	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	Microsaccharimonas	Microsaccharimonas sp001897295
4870859dcfb961dab8ac294550c2ca6c	2	1	Database-specific/renamed genus	d__Bacteria; p__WOR-1; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	WOR-1	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Margulisbacteria; c__WOR-1; o__O2-12-FULL-45-9; f__O2-12-FULL-45-9; g__O2-12-FULL-45-9-A; s__O2-12-FULL-45-9-A sp001771365	1.0	Bacteria	Bacteria	Margulisbacteria	WOR-1	O2-12-FULL-45-9	O2-12-FULL-45-9	O2-12-FULL-45-9-A	O2-12-FULL-45-9-A sp001771365	d__Bacteria; p__Margulisbacteria; c__WOR-1; o__O2-12-FULL-45-9; f__XYB2-FULL-48-7; g__; s__	1.0	Bacteria	Bacteria	Margulisbacteria	WOR-1	O2-12-FULL-45-9	XYB2-FULL-48-7		
48ed1634541c5bcd5f026605416d5be0	3	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Kerfeldbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__UBA2169; f__UBA2169; g__CAYILY01; s__CAYILY01 sp964364395	1.0	Bacteria	Bacteria	Patescibacteriota	Patescibacteriia	UBA2169	UBA2169	CAYILY01	CAYILY01 sp964364395	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA2169; f__UBA2169; g__CG1-02-41-12; s__CG1-02-41-12 sp002787075	1.0	Bacteria	Bacteria	Patescibacteria	ABY1	UBA2169	UBA2169	CG1-02-41-12	CG1-02-41-12 sp002787075
48f748d17bb24e9a8e162c71e7eedba3	13	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__UBA9983; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Parcubacteria	UBA9983	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__UBA9983; f__UBA9983; g__SZUA-82; s__SZUA-82 sp003231675	1.0	Bacteria	Bacteria	Patescibacteriota	Minisyncoccia	UBA9983	UBA9983	SZUA-82	SZUA-82 sp003231675	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA9983; g__SZUA-82; s__SZUA-82 sp003231675	1.0	Bacteria	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA9983	SZUA-82	SZUA-82 sp003231675
49a85d1c26f0cadbbe1c36ec5014afa1	3	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__UM-FILTER-43-11; f__UM-FILTER-43-11	1.0	Bacteria	Bacteria	Patescibacteriota	Gracilibacteria	UM-FILTER-43-11	UM-FILTER-43-11			d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__Microsaccharimonas; s__Microsaccharimonas sp001897295	1.0	Bacteria	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	Microsaccharimonas	Microsaccharimonas sp001897295
4a6524e6dcbe15f3e25bb337b3f3d7ea	8	1	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__Woesearchaeales; f__GW2011-AR9; g__JACRPH01; s__JACRPH01 sp964542815	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR9	JACRPH01	JACRPH01 sp964542815	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__2-02-FULL-40-12; f__GWA2-44-9; g__2-01-FULL-41-26; s__2-01-FULL-41-26 sp001794055	1.0	Bacteria	Bacteria	Patescibacteria	Paceibacteria	2-02-FULL-40-12	GWA2-44-9	2-01-FULL-41-26	2-01-FULL-41-26 sp001794055
4a9ba8830a31e244ac9ead09e47dc6cc	68	2	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__Woesearchaeales; f__GW2011-AR4; g__JACPJP01; s__JACPJP01 sp022565235	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR4	JACPJP01	JACPJP01 sp022565235	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales_579; f__CG1-02-33-12; g__PWVO01; s__	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales_579	CG1-02-33-12	PWVO01	
4ad61867e86159b7838ec1e4bdf532fa	3	1	Database-specific/renamed genus	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	1.0	Bacteria	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira		d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__JACRHA01; f__JACRHA01; g__JACRHA01; s__JACRHA01 sp964481895	1.0	Bacteria	Bacteria	Nitrospirota	Nitrospiria	JACRHA01	JACRHA01	JACRHA01	JACRHA01 sp964481895	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__2-01-FULL-66-17; f__2-01-FULL-66-17; g__2-01-FULL-66-17; s__	1.0	Bacteria	Bacteria	Nitrospirota_A_437815	Nitrospiria	2-01-FULL-66-17	2-01-FULL-66-17	2-01-FULL-66-17	
4bf17a8e6ba3134f539a2ab3cea0c14b	3	1	Database-specific/renamed genus	d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Micrarchaeales; f__Incertae_Sedis; g__CG1_02_55_41	1.0	Archaea	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Incertae_Sedis	CG1_02_55_41		d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Norongarragalinales; f__CAINOH01; g__CAINOH01; s__CAINOH01 sp041663565	1.0	Archaea	Archaea	Micrarchaeota	Micrarchaeia	Norongarragalinales	CAINOH01	CAINOH01	CAINOH01 sp041663565	d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Norongarragalinales; f__Norongarragalinaceae; g__UBA95; s__UBA95 sp002499405	1.0	Archaea	Archaea	Micrarchaeota	Micrarchaeia	Norongarragalinales	Norongarragalinaceae	UBA95	UBA95 sp002499405
4cf8382f0c3af4a503676b907ed0c63e	3	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__UM-FILTER-43-11; f__UM-FILTER-43-11; g__UM-FILTER-43-11; s__UM-FILTER-43-11 sp002792495	1.0	Bacteria	Bacteria	Patescibacteriota	Gracilibacteria	UM-FILTER-43-11	UM-FILTER-43-11	UM-FILTER-43-11	UM-FILTER-43-11 sp002792495	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__Microsaccharimonas; s__Microsaccharimonas sp001897295	1.0	Bacteria	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	Microsaccharimonas	Microsaccharimonas sp001897295
4e2314979e808957a86b1e112676bc20	7	2	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peregrinibacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__UBA1369; f__UBA12473; g__UBA12473; s__UBA12473 sp000993615	1.0	Bacteria	Bacteria	Patescibacteriota	Gracilibacteria	UBA1369	UBA12473	UBA12473	UBA12473 sp000993615	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_729055; g__; s__	1.0	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_737866	Enterobacteriaceae_A_729055		
4e7fc7dc1f2f4ac6d3a0a3e908b145f0	5	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peregrinibacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__UBA1369; f__LOWO2-01-FULL-3; g__JACRIB01; s__JACRIB01 sp964480115	1.0	Bacteria	Bacteria	Patescibacteriota	Gracilibacteria	UBA1369	LOWO2-01-FULL-3	JACRIB01	JACRIB01 sp964480115	d__Bacteria; p__Patescibacteria; c__Gracilibacteria_12420; o__UBA1369; f__LOWO2-01-FULL-3; g__2-01-FULL-39-12; s__	1.0	Bacteria	Bacteria	Patescibacteria	Gracilibacteria_12420	UBA1369	LOWO2-01-FULL-3	2-01-FULL-39-12	
4f997184acb57f8c74379fa58c8f1693	3	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__CAIKAD01; s__CAIKAD01 sp903825315	1.0	Bacteria	Bacteria	Patescibacteriota	Gracilibacteria	Peribacterales	Peribacteraceae	CAIKAD01	CAIKAD01 sp903825315	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__Microsaccharimonas; s__Microsaccharimonas sp001897295	1.0	Bacteria	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	Microsaccharimonas	Microsaccharimonas sp001897295
536d7b9c42b621a92014ed3fe67df968	3	1	Database-specific/renamed genus	d__Archaea; p__Aenigmarchaeota; c__Deep_Sea_Euryarchaeotic_Group(DSEG); o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	Aenigmarchaeota	Deep_Sea_Euryarchaeotic_Group(DSEG)	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis		d__Archaea; p__EX4484-52; c__EX4484-52; o__EX4484-52; f__B79-G9; g__GLR112; s__GLR112 sp013139905	1.0	Archaea	Archaea	EX4484-52	EX4484-52	EX4484-52	B79-G9	GLR112	GLR112 sp013139905	d__Archaea; p__EX4484-52; c__EX4484-52; o__EX4484-52; f__EX4484-52; g__EX4484-52; s__EX4484-52 sp002254415	1.0	Archaea	Archaea	EX4484-52	EX4484-52	EX4484-52	EX4484-52	EX4484-52	EX4484-52 sp002254415
53a1479ccd9e6c5aa96485388699bf94	5	1	Database-specific/renamed genus	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Bdellovibrionota; c__JACOXK01; o__2-02-FULL-40-11; f__2-02-FULL-40-11; g__CAYJMQ01; s__CAYJMQ01 sp964392415	1.0	Bacteria	Bacteria	Bdellovibrionota	JACOXK01	2-02-FULL-40-11	2-02-FULL-40-11	CAYJMQ01	CAYJMQ01 sp964392415	d__Bacteria; p__Desulfobacterota_G_459544; c__Syntrophia; o__Syntrophales	0.75	Bacteria	Bacteria	Desulfobacterota_G_459544	Syntrophia	Syntrophales			
53b99adc639a34045af07c9c873862df	3	1	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011; g__AR20	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR20		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__SCGC-AAA011-G17; f__GW2011-AR20; g__GW2011-AR20; s__GW2011-AR20 sp000830315	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	GW2011-AR20	GW2011-AR20	GW2011-AR20 sp000830315	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__SCGC-AAA011-G17; f__GW2011-AR20; g__GCA-2688355; s__GCA-2688355 sp002688355	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	GW2011-AR20	GCA-2688355	GCA-2688355 sp002688355
54c05a1e59ddd42bd97a0a8f522bf591	12	2	Database-specific/renamed genus	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	1.0	Bacteria	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus		d__Bacteria; p__Omnitrophota; c__Gorgyraeia; o__Pluralincolimonadales; f__Pluralincolimonadaceae; g__JAGUXU01; s__JAGUXU01 sp030695925	1.0	Bacteria	Bacteria	Omnitrophota	Gorgyraeia	Pluralincolimonadales	Pluralincolimonadaceae	JAGUXU01	JAGUXU01 sp030695925	d__Bacteria; p__Omnitrophota; c__Koll11; o__Pluralincolimonadales; f__Pluralincolimonadaceae; g__UBA6215; s__UBA6215 sp002421665	1.0	Bacteria	Bacteria	Omnitrophota	Koll11	Pluralincolimonadales	Pluralincolimonadaceae	UBA6215	UBA6215 sp002421665
