Rank	Taxon	RankQualifiedTaxon	SampleID	RelativeAbundance	Percent	GroupCode	Group
Order	Bdellovibrionales	O · Bdellovibrionales	S62	2.5510204081632655e-4	0.025510204081632654	CW	Coastal wetland
Order	BG.g7	O · BG.g7	S62	0	0	CW	Coastal wetland
Order	Burkholderiales	O · Burkholderiales	S62	0.021683673469387755	2.1683673469387754	CW	Coastal wetland
Order	C0119	O · C0119	S62	1.913265306122449e-4	0.01913265306122449	CW	Coastal wetland
Order	Caldilineales	O · Caldilineales	S62	0.002232142857142857	0.2232142857142857	CW	Coastal wetland
Order	Caldisericales	O · Caldisericales	S62	0	0	CW	Coastal wetland
Order	Campylobacterales	O · Campylobacterales	S62	0.0021683673469387755	0.21683673469387754	CW	Coastal wetland
Order	Catenulisporales	O · Catenulisporales	S62	0	0	CW	Coastal wetland
Order	Caulobacterales	O · Caulobacterales	S62	0.0017219387755102041	0.17219387755102042	CW	Coastal wetland
Order	CCM11a	O · CCM11a	S62	3.826530612244898e-4	0.03826530612244898	CW	Coastal wetland
Order	Cellvibrionales	O · Cellvibrionales	S62	0.004464285714285714	0.4464285714285714	CW	Coastal wetland
Order	Cercis gigantea	O · Cercis gigantea	S62	0	0	CW	Coastal wetland
Order	Chlamydiales	O · Chlamydiales	S62	0	0	CW	Coastal wetland
Order	Chlorobiales	O · Chlorobiales	S62	0.0010204081632653062	0.10204081632653061	CW	Coastal wetland
Order	Chloroflexales	O · Chloroflexales	S62	6.377551020408163e-4	0.06377551020408163	CW	Coastal wetland
Order	Chromatiales	O · Chromatiales	S62	0.0028698979591836736	0.2869897959183674	CW	Coastal wetland
Order	Chthoniobacterales	O · Chthoniobacterales	S62	0.004145408163265306	0.4145408163265306	CW	Coastal wetland
Order	Chthonomonadales	O · Chthonomonadales	S62	1.913265306122449e-4	0.01913265306122449	CW	Coastal wetland
Order	Clostridiales	O · Clostridiales	S62	0.05758928571428571	5.758928571428571	CW	Coastal wetland
Order	Coriobacteriales	O · Coriobacteriales	S62	0.002104591836734694	0.21045918367346939	CW	Coastal wetland
Order	Corynebacteriales	O · Corynebacteriales	S62	0.0010204081632653062	0.10204081632653061	CW	Coastal wetland
Order	CPla-3 termite group	O · CPla-3 termite group	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Cytophagales	O · Cytophagales	S62	0.011989795918367347	1.1989795918367347	CW	Coastal wetland
Order	D-C06	O · D-C06	S62	0	0	CW	Coastal wetland
Order	D8A-2	O · D8A-2	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	DB1-14	O · DB1-14	S62	0	0	CW	Coastal wetland
Order	Dehalococcoidales	O · Dehalococcoidales	S62	0	0	CW	Coastal wetland
Order	Deinococcales	O · Deinococcales	S62	0.002104591836734694	0.21045918367346939	CW	Coastal wetland
Order	Deltaproteobacteria Incertae Sedis	O · Deltaproteobacteria Incertae Sedis	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Desulfarculales	O · Desulfarculales	S62	7.015306122448979e-4	0.07015306122448979	CW	Coastal wetland
Order	Desulfobacterales	O · Desulfobacterales	S62	0.022321428571428572	2.232142857142857	CW	Coastal wetland
Order	Desulfovibrionales	O · Desulfovibrionales	S62	1.913265306122449e-4	0.01913265306122449	CW	Coastal wetland
Order	Desulfurellales	O · Desulfurellales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Desulfuromonadales	O · Desulfuromonadales	S62	0.01600765306122449	1.6007653061224492	CW	Coastal wetland
Order	Dictyoglomales	O · Dictyoglomales	S62	0	0	CW	Coastal wetland
Order	DTB120	O · DTB120	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	E01-9C-26 marine group	O · E01-9C-26 marine group	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	E6aD10	O · E6aD10	S62	0	0	CW	Coastal wetland
Order	EC3	O · EC3	S62	0	0	CW	Coastal wetland
Order	Enterobacteriales	O · Enterobacteriales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Erysipelotrichales	O · Erysipelotrichales	S62	3.826530612244898e-4	0.03826530612244898	CW	Coastal wetland
Order	Euzebyales	O · Euzebyales	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Fibrobacterales	O · Fibrobacterales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Flavobacteriales	O · Flavobacteriales	S62	0.2142219387755102	21.42219387755102	CW	Coastal wetland
Order	Frankiales	O · Frankiales	S62	0.0011479591836734695	0.11479591836734696	CW	Coastal wetland
Order	Fusobacteriales	O · Fusobacteriales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	FW113	O · FW113	S62	0	0	CW	Coastal wetland
Order	FW22	O · FW22	S62	0	0	CW	Coastal wetland
Order	Gaiellales	O · Gaiellales	S62	0.008545918367346939	0.8545918367346939	CW	Coastal wetland
Order	Gammaproteobacteria Incertae Sedis	O · Gammaproteobacteria Incertae Sedis	S62	0	0	CW	Coastal wetland
Order	Gastranaerophilales	O · Gastranaerophilales	S62	0	0	CW	Coastal wetland
Order	Gemmatimonadales	O · Gemmatimonadales	S62	0.008035714285714285	0.8035714285714285	CW	Coastal wetland
Order	GIF3	O · GIF3	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	GIF9	O · GIF9	S62	0	0	CW	Coastal wetland
Order	GR-WP33-30	O · GR-WP33-30	S62	0.0031887755102040817	0.31887755102040816	CW	Coastal wetland
Order	Halanaerobiales	O · Halanaerobiales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Halobacteriales	O · Halobacteriales	S62	1.913265306122449e-4	0.01913265306122449	CW	Coastal wetland
Order	Herpetosiphonales	O · Herpetosiphonales	S62	0	0	CW	Coastal wetland
Order	HOC36	O · HOC36	S62	2.5510204081632655e-4	0.025510204081632654	CW	Coastal wetland
Order	Holophagae Incertae Sedis	O · Holophagae Incertae Sedis	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Holophagales	O · Holophagales	S62	5.102040816326531e-4	0.05102040816326531	CW	Coastal wetland
Order	Hot Creek 32	O · Hot Creek 32	S62	0	0	CW	Coastal wetland
Order	Hydrogenophilales	O · Hydrogenophilales	S62	0.019387755102040816	1.9387755102040816	CW	Coastal wetland
Order	Ignavibacteriales	O · Ignavibacteriales	S62	0.008035714285714285	0.8035714285714285	CW	Coastal wetland
Order	iodide-oxidizers	O · iodide-oxidizers	S62	0	0	CW	Coastal wetland
Order	JG30-KF-AS9	O · JG30-KF-AS9	S62	3.1887755102040814e-4	0.03188775510204082	CW	Coastal wetland
Order	JG30-KF-CM45	O · JG30-KF-CM45	S62	5.102040816326531e-4	0.05102040816326531	CW	Coastal wetland
Order	Kallotenuales	O · Kallotenuales	S62	0	0	CW	Coastal wetland
Order	KCLunmb-38-53	O · KCLunmb-38-53	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	KD3-62	O · KD3-62	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	KI89A clade	O · KI89A clade	S62	9.566326530612245e-4	0.09566326530612244	CW	Coastal wetland
Order	Kineosporiales	O · Kineosporiales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Ktedonobacterales	O · Ktedonobacterales	S62	5.102040816326531e-4	0.05102040816326531	CW	Coastal wetland
Order	Lactobacillales	O · Lactobacillales	S62	0.004209183673469388	0.42091836734693877	CW	Coastal wetland
Order	Legionellales	O · Legionellales	S62	1.913265306122449e-4	0.01913265306122449	CW	Coastal wetland
Order	Lineage I (Endomicrobia)	O · Lineage I (Endomicrobia)	S62	0	0	CW	Coastal wetland
Order	Lineage IIa	O · Lineage IIa	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Lineage IIb	O · Lineage IIb	S62	0	0	CW	Coastal wetland
Order	Lineage IIc	O · Lineage IIc	S62	0	0	CW	Coastal wetland
Order	Lineage IV	O · Lineage IV	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Mariprofundales	O · Mariprofundales	S62	0	0	CW	Coastal wetland
Order	Methanobacteriales	O · Methanobacteriales	S62	0	0	CW	Coastal wetland
Order	Methanocellales	O · Methanocellales	S62	0	0	CW	Coastal wetland
Order	Methanomicrobiales	O · Methanomicrobiales	S62	0	0	CW	Coastal wetland
Order	Methanosarcinales	O · Methanosarcinales	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Methylococcales	O · Methylococcales	S62	0.002423469387755102	0.2423469387755102	CW	Coastal wetland
Order	Methylophilales	O · Methylophilales	S62	0.0012755102040816326	0.12755102040816327	CW	Coastal wetland
Order	Micrococcales	O · Micrococcales	S62	0.0068877551020408165	0.6887755102040817	CW	Coastal wetland
Order	Micromonosporales	O · Micromonosporales	S62	1.913265306122449e-4	0.01913265306122449	CW	Coastal wetland
Order	mixed culture isolate koll6	O · mixed culture isolate koll6	S62	0	0	CW	Coastal wetland
Order	ML-A-10	O · ML-A-10	S62	0	0	CW	Coastal wetland
Order	mle1-8	O · mle1-8	S62	0	0	CW	Coastal wetland
Order	Mollicutes RF9	O · Mollicutes RF9	S62	0	0	CW	Coastal wetland
Order	Monoraphidium neglectum	O · Monoraphidium neglectum	S62	0	0	CW	Coastal wetland
Order	MSB-3A7 sediment group	O · MSB-3A7 sediment group	S62	0.0014668367346938776	0.14668367346938777	CW	Coastal wetland
Order	MSBL9	O · MSBL9	S62	5.102040816326531e-4	0.05102040816326531	CW	Coastal wetland
Order	MVP-88	O · MVP-88	S62	0	0	CW	Coastal wetland
Order	Myxococcales	O · Myxococcales	S62	0.009183673469387756	0.9183673469387756	CW	Coastal wetland
Order	Neisseriales	O · Neisseriales	S62	0	0	CW	Coastal wetland
Order	Nitriliruptorales	O · Nitriliruptorales	S62	7.015306122448979e-4	0.07015306122448979	CW	Coastal wetland
Order	Nitrosomonadales	O · Nitrosomonadales	S62	0.012627551020408164	1.2627551020408163	CW	Coastal wetland
Order	Nitrospirales	O · Nitrospirales	S62	0.011288265306122449	1.128826530612245	CW	Coastal wetland
Order	NKB5	O · NKB5	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Obscuribacterales	O · Obscuribacterales	S62	0	0	CW	Coastal wetland
Order	Oceanospirillales	O · Oceanospirillales	S62	0.00274234693877551	0.274234693877551	CW	Coastal wetland
Order	OCS116 clade	O · OCS116 clade	S62	2.5510204081632655e-4	0.025510204081632654	CW	Coastal wetland
Order	Oligoflexales	O · Oligoflexales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Oligosphaerales	O · Oligosphaerales	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Opitutae vadinHA64	O · Opitutae vadinHA64	S62	0	0	CW	Coastal wetland
Order	Opitutales	O · Opitutales	S62	0.0014030612244897958	0.14030612244897958	CW	Coastal wetland
Order	Order II	O · Order II	S62	0.00350765306122449	0.350765306122449	CW	Coastal wetland
Order	Order III	O · Order III	S62	2.5510204081632655e-4	0.025510204081632654	CW	Coastal wetland
Order	Order Incertae Sedis	O · Order Incertae Sedis	S62	0.020854591836734694	2.0854591836734695	CW	Coastal wetland
Order	Parvularculales	O · Parvularculales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	PAUC43f marine benthic group	O · PAUC43f marine benthic group	S62	0.007971938775510204	0.7971938775510204	CW	Coastal wetland
Order	PeM15	O · PeM15	S62	6.377551020408163e-4	0.06377551020408163	CW	Coastal wetland
Order	Phycisphaerales	O · Phycisphaerales	S62	0.002423469387755102	0.2423469387755102	CW	Coastal wetland
Order	Pla1 lineage	O · Pla1 lineage	S62	3.1887755102040814e-4	0.03188775510204082	CW	Coastal wetland
Order	Planctomycetales	O · Planctomycetales	S62	0.010267857142857143	1.0267857142857142	CW	Coastal wetland
Order	possible order 07	O · possible order 07	S62	0	0	CW	Coastal wetland
Order	Propionibacteriales	O · Propionibacteriales	S62	0.0013392857142857143	0.13392857142857142	CW	Coastal wetland
Order	Pseudomonadales	O · Pseudomonadales	S62	0.009821428571428571	0.9821428571428571	CW	Coastal wetland
Order	Pseudonocardiales	O · Pseudonocardiales	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Puniceicoccales	O · Puniceicoccales	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Rhizobiales	O · Rhizobiales	S62	0.026530612244897958	2.6530612244897958	CW	Coastal wetland
Order	Rhodobacterales	O · Rhodobacterales	S62	0.019387755102040816	1.9387755102040816	CW	Coastal wetland
Order	Rhodocyclales	O · Rhodocyclales	S62	0.00625	0.625	CW	Coastal wetland
Order	Rhodospirillales	O · Rhodospirillales	S62	0.005548469387755102	0.5548469387755102	CW	Coastal wetland
Order	Rickettsiales	O · Rickettsiales	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Rubrobacterales	O · Rubrobacterales	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Run-SP154	O · Run-SP154	S62	0	0	CW	Coastal wetland
Order	S-70	O · S-70	S62	0	0	CW	Coastal wetland
Order	S0134 terrestrial group	O · S0134 terrestrial group	S62	0.0047831632653061226	0.47831632653061223	CW	Coastal wetland
Order	S15A-MN16	O · S15A-MN16	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Salinisphaerales	O · Salinisphaerales	S62	0	0	CW	Coastal wetland
Order	SAR324 clade(Marine group B)	O · SAR324 clade(Marine group B)	S62	0	0	CW	Coastal wetland
Order	SC-I-84	O · SC-I-84	S62	0.0037627551020408163	0.3762755102040816	CW	Coastal wetland
Order	Selenomonadales	O · Selenomonadales	S62	0	0	CW	Coastal wetland
Order	Sh765B-AG-111	O · Sh765B-AG-111	S62	0	0	CW	Coastal wetland
Order	Sh765B-TzT-29	O · Sh765B-TzT-29	S62	0.006823979591836735	0.6823979591836735	CW	Coastal wetland
Order	SHA-43	O · SHA-43	S62	0	0	CW	Coastal wetland
Order	Sneathiellales	O · Sneathiellales	S62	0	0	CW	Coastal wetland
Order	Solirubrobacterales	O · Solirubrobacterales	S62	0.0023596938775510205	0.23596938775510204	CW	Coastal wetland
Order	Sphaerobacterales	O · Sphaerobacterales	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Sphingobacteriales	O · Sphingobacteriales	S62	0.009056122448979591	0.9056122448979591	CW	Coastal wetland
Order	Sphingomonadales	O · Sphingomonadales	S62	0.015178571428571428	1.5178571428571428	CW	Coastal wetland
Order	Spirochaetales	O · Spirochaetales	S62	7.653061224489796e-4	0.07653061224489796	CW	Coastal wetland
Order	SS1-B-09-64	O · SS1-B-09-64	S62	7.653061224489796e-4	0.07653061224489796	CW	Coastal wetland
Order	Streptomycetales	O · Streptomycetales	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Streptosporangiales	O · Streptosporangiales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Subgroup 10	O · Subgroup 10	S62	0.0066326530612244895	0.6632653061224489	CW	Coastal wetland
Order	Subgroup 11	O · Subgroup 11	S62	0	0	CW	Coastal wetland
Order	Subgroup 12	O · Subgroup 12	S62	0	0	CW	Coastal wetland
Order	Subgroup 13	O · Subgroup 13	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Subgroup 15	O · Subgroup 15	S62	3.1887755102040814e-4	0.03188775510204082	CW	Coastal wetland
Order	Subgroup 17	O · Subgroup 17	S62	0.0017857142857142857	0.17857142857142858	CW	Coastal wetland
Order	Subgroup 18	O · Subgroup 18	S62	7.015306122448979e-4	0.07015306122448979	CW	Coastal wetland
Order	Subgroup 19	O · Subgroup 19	S62	0	0	CW	Coastal wetland
Order	Subgroup 2	O · Subgroup 2	S62	4.464285714285714e-4	0.044642857142857144	CW	Coastal wetland
Order	Subgroup 20	O · Subgroup 20	S62	0	0	CW	Coastal wetland
Order	Subgroup 21	O · Subgroup 21	S62	0.0033163265306122448	0.33163265306122447	CW	Coastal wetland
Order	Subgroup 23	O · Subgroup 23	S62	0.002104591836734694	0.21045918367346939	CW	Coastal wetland
Order	Subgroup 25	O · Subgroup 25	S62	3.826530612244898e-4	0.03826530612244898	CW	Coastal wetland
Order	Subgroup 3	O · Subgroup 3	S62	0.005420918367346939	0.5420918367346939	CW	Coastal wetland
Order	Subgroup 4	O · Subgroup 4	S62	0.006696428571428571	0.6696428571428571	CW	Coastal wetland
Order	Subgroup 5	O · Subgroup 5	S62	1.2755102040816328e-4	0.012755102040816327	CW	Coastal wetland
Order	Subgroup 6	O · Subgroup 6	S62	0.017665816326530612	1.7665816326530612	CW	Coastal wetland
Order	Subgroup 7	O · Subgroup 7	S62	0.00625	0.625	CW	Coastal wetland
Order	Subgroup 9	O · Subgroup 9	S62	6.377551020408163e-4	0.06377551020408163	CW	Coastal wetland
Order	SubsectionI	O · SubsectionI	S62	3.826530612244898e-4	0.03826530612244898	CW	Coastal wetland
Order	SubsectionII	O · SubsectionII	S62	0	0	CW	Coastal wetland
Order	SubsectionIII	O · SubsectionIII	S62	4.464285714285714e-4	0.044642857142857144	CW	Coastal wetland
Order	SubsectionIV	O · SubsectionIV	S62	1.913265306122449e-4	0.01913265306122449	CW	Coastal wetland
Order	Sva0071	O · Sva0071	S62	4.464285714285714e-4	0.044642857142857144	CW	Coastal wetland
Order	Sva0485	O · Sva0485	S62	0.001211734693877551	0.1211734693877551	CW	Coastal wetland
Order	Synergistales	O · Synergistales	S62	0	0	CW	Coastal wetland
Order	Syntrophobacterales	O · Syntrophobacterales	S62	0.001530612244897959	0.15306122448979592	CW	Coastal wetland
Order	Thermales	O · Thermales	S62	0	0	CW	Coastal wetland
Order	Thermoanaerobacterales	O · Thermoanaerobacterales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Thermogemmatisporales	O · Thermogemmatisporales	S62	0	0	CW	Coastal wetland
Order	Thermoplasmatales	O · Thermoplasmatales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Thermotogales	O · Thermotogales	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Thiotrichales	O · Thiotrichales	S62	7.653061224489796e-4	0.07653061224489796	CW	Coastal wetland
Order	TPD-58	O · TPD-58	S62	2.5510204081632655e-4	0.025510204081632654	CW	Coastal wetland
Order	TRA3-20	O · TRA3-20	S62	0.0015943877551020409	0.15943877551020408	CW	Coastal wetland
Order	Unknown order	O · Unknown order	S62	0.08954081632653062	8.954081632653061	CW	Coastal wetland
Order	vadinBA26	O · vadinBA26	S62	6.377551020408164e-5	0.006377551020408163	CW	Coastal wetland
Order	Verrucomicrobiales	O · Verrucomicrobiales	S62	0.004846938775510204	0.4846938775510204	CW	Coastal wetland
Order	Vibrionales	O · Vibrionales	S62	3.826530612244898e-4	0.03826530612244898	CW	Coastal wetland
Order	Victivallales	O · Victivallales	S62	0	0	CW	Coastal wetland
Order	WCHA1-57	O · WCHA1-57	S62	0	0	CW	Coastal wetland
Order	WD2101 soil group	O · WD2101 soil group	S62	0.0010841836734693877	0.10841836734693877	CW	Coastal wetland
Order	Xanthomonadales	O · Xanthomonadales	S62	0.08552295918367347	8.552295918367347	CW	Coastal wetland
Order	014H09-A-SD-P15	O · 014H09-A-SD-P15	S63	0	0	CW	Coastal wetland
Order	1013-28-CG33	O · 1013-28-CG33	S63	1.2813120635530784e-4	0.012813120635530783	CW	Coastal wetland
Order	34P16	O · 34P16	S63	0	0	CW	Coastal wetland
Order	43F-1404R	O · 43F-1404R	S63	0.0047408546351463896	0.474085463514639	CW	Coastal wetland
Order	Acidimicrobiales	O · Acidimicrobiales	S63	0.037542443462105196	3.7542443462105197	CW	Coastal wetland
Order	Acidobacteriales	O · Acidobacteriales	S63	0.001601640079441348	0.1601640079441348	CW	Coastal wetland
Order	Actinomycetales	O · Actinomycetales	S63	0	0	CW	Coastal wetland
Order	Actinopolysporales	O · Actinopolysporales	S63	0	0	CW	Coastal wetland
Order	Aeromonadales	O · Aeromonadales	S63	1.9219680953296174e-4	0.019219680953296174	CW	Coastal wetland
Order	AKYG1722	O · AKYG1722	S63	5.125248254212314e-4	0.05125248254212313	CW	Coastal wetland
Order	Alteromonadales	O · Alteromonadales	S63	7.047216349541931e-4	0.07047216349541931	CW	Coastal wetland
Order	Anaerolineales	O · Anaerolineales	S63	0.038823755525658275	3.8823755525658274	CW	Coastal wetland
Order	Arachis hypogaea var. vulgaris	O · Arachis hypogaea var. vulgaris	S63	6.406560317765392e-5	0.006406560317765392	CW	Coastal wetland
Order	Ardenticatenales	O · Ardenticatenales	S63	0	0	CW	Coastal wetland
Order	Arenicellales	O · Arenicellales	S63	0	0	CW	Coastal wetland
Order	Armatimonadales	O · Armatimonadales	S63	0	0	CW	Coastal wetland
Order	AT-s3-28	O · AT-s3-28	S63	0	0	CW	Coastal wetland
Order	AT425-EubC11 terrestrial group	O · AT425-EubC11 terrestrial group	S63	6.406560317765392e-4	0.06406560317765392	CW	Coastal wetland
Order	B1-7BS	O · B1-7BS	S63	4.4845922224357745e-4	0.044845922224357744	CW	Coastal wetland
Order	B12-WMSP1	O · B12-WMSP1	S63	0	0	CW	Coastal wetland
Order	Bacillales	O · Bacillales	S63	0.00621436350823243	0.621436350823243	CW	Coastal wetland
Order	Bacteroidales	O · Bacteroidales	S63	0.0014735088730860402	0.14735088730860402	CW	Coastal wetland
Order	Bacteroidia Incertae Sedis	O · Bacteroidia Incertae Sedis	S63	0.006406560317765392	0.6406560317765392	CW	Coastal wetland
Order	BD2-11 terrestrial group	O · BD2-11 terrestrial group	S63	0.00621436350823243	0.621436350823243	CW	Coastal wetland
Order	Bdellovibrionales	O · Bdellovibrionales	S63	0.0010891152540201167	0.10891152540201167	CW	Coastal wetland
Order	BG.g7	O · BG.g7	S63	0	0	CW	Coastal wetland
Order	Burkholderiales	O · Burkholderiales	S63	0.03843936190659235	3.843936190659235	CW	Coastal wetland
Order	C0119	O · C0119	S63	7.047216349541931e-4	0.07047216349541931	CW	Coastal wetland
Order	Caldilineales	O · Caldilineales	S63	0.0033314113652380037	0.3331411365238004	CW	Coastal wetland
Order	Caldisericales	O · Caldisericales	S63	6.406560317765392e-5	0.006406560317765392	CW	Coastal wetland
Order	Campylobacterales	O · Campylobacterales	S63	0.0029470177461720804	0.29470177461720803	CW	Coastal wetland
Order	Catenulisporales	O · Catenulisporales	S63	0	0	CW	Coastal wetland
Order	Caulobacterales	O · Caulobacterales	S63	0.0017938368889743098	0.17938368889743098	CW	Coastal wetland
Order	CCM11a	O · CCM11a	S63	2.562624127106157e-4	0.025626241271061567	CW	Coastal wetland
Order	Cellvibrionales	O · Cellvibrionales	S63	0.0073675443654302	0.73675443654302	CW	Coastal wetland
Order	Cercis gigantea	O · Cercis gigantea	S63	0	0	CW	Coastal wetland
Order	Chlamydiales	O · Chlamydiales	S63	1.2813120635530784e-4	0.012813120635530783	CW	Coastal wetland
Order	Chlorobiales	O · Chlorobiales	S63	0.0032673457620603498	0.32673457620603497	CW	Coastal wetland
Order	Chloroflexales	O · Chloroflexales	S63	5.125248254212314e-4	0.05125248254212313	CW	Coastal wetland
Order	Chromatiales	O · Chromatiales	S63	0.0021782305080402333	0.21782305080402334	CW	Coastal wetland
Order	Chthoniobacterales	O · Chthoniobacterales	S63	0.009097315651226857	0.9097315651226857	CW	Coastal wetland
Order	Chthonomonadales	O · Chthonomonadales	S63	6.406560317765392e-5	0.006406560317765392	CW	Coastal wetland
Order	Clostridiales	O · Clostridiales	S63	0.0939842398616183	9.39842398616183	CW	Coastal wetland
Order	Coriobacteriales	O · Coriobacteriales	S63	0.004997117047857005	0.49971170478570054	CW	Coastal wetland
Order	Corynebacteriales	O · Corynebacteriales	S63	0.0014735088730860402	0.14735088730860402	CW	Coastal wetland
Order	CPla-3 termite group	O · CPla-3 termite group	S63	0	0	CW	Coastal wetland
Order	Cytophagales	O · Cytophagales	S63	0.022615157921711832	2.261515792171183	CW	Coastal wetland
Order	D-C06	O · D-C06	S63	0	0	CW	Coastal wetland
Order	D8A-2	O · D8A-2	S63	0	0	CW	Coastal wetland
Order	DB1-14	O · DB1-14	S63	0	0	CW	Coastal wetland
Order	Dehalococcoidales	O · Dehalococcoidales	S63	0	0	CW	Coastal wetland
Order	Deinococcales	O · Deinococcales	S63	0.0048689858415016975	0.48689858415016973	CW	Coastal wetland
Order	Deltaproteobacteria Incertae Sedis	O · Deltaproteobacteria Incertae Sedis	S63	2.562624127106157e-4	0.025626241271061567	CW	Coastal wetland
Order	Desulfarculales	O · Desulfarculales	S63	8.969184444871549e-4	0.08969184444871549	CW	Coastal wetland
Order	Desulfobacterales	O · Desulfobacterales	S63	0.030431161509385612	3.043116150938561	CW	Coastal wetland
Order	Desulfovibrionales	O · Desulfovibrionales	S63	9.609840476648087e-4	0.09609840476648088	CW	Coastal wetland
Order	Desulfurellales	O · Desulfurellales	S63	0	0	CW	Coastal wetland
Order	Desulfuromonadales	O · Desulfuromonadales	S63	0.017618040873854827	1.7618040873854828	CW	Coastal wetland
Order	Dictyoglomales	O · Dictyoglomales	S63	0	0	CW	Coastal wetland
Order	DTB120	O · DTB120	S63	0	0	CW	Coastal wetland
Order	E01-9C-26 marine group	O · E01-9C-26 marine group	S63	2.562624127106157e-4	0.025626241271061567	CW	Coastal wetland
Order	E6aD10	O · E6aD10	S63	6.406560317765392e-5	0.006406560317765392	CW	Coastal wetland
Order	EC3	O · EC3	S63	0	0	CW	Coastal wetland
Order	Enterobacteriales	O · Enterobacteriales	S63	6.406560317765392e-5	0.006406560317765392	CW	Coastal wetland
Order	Erysipelotrichales	O · Erysipelotrichales	S63	3.203280158882696e-4	0.03203280158882696	CW	Coastal wetland
Order	Euzebyales	O · Euzebyales	S63	2.562624127106157e-4	0.025626241271061567	CW	Coastal wetland
Order	Fibrobacterales	O · Fibrobacterales	S63	0	0	CW	Coastal wetland
Order	Flavobacteriales	O · Flavobacteriales	S63	0.08873086040105067	8.873086040105067	CW	Coastal wetland
Order	Frankiales	O · Frankiales	S63	0.0014735088730860402	0.14735088730860402	CW	Coastal wetland
Order	Fusobacteriales	O · Fusobacteriales	S63	0	0	CW	Coastal wetland
Order	FW113	O · FW113	S63	0	0	CW	Coastal wetland
Order	FW22	O · FW22	S63	0	0	CW	Coastal wetland
Order	Gaiellales	O · Gaiellales	S63	0.010570824524312896	1.0570824524312896	CW	Coastal wetland
Order	Gammaproteobacteria Incertae Sedis	O · Gammaproteobacteria Incertae Sedis	S63	0	0	CW	Coastal wetland
Order	Gastranaerophilales	O · Gastranaerophilales	S63	0	0	CW	Coastal wetland
Order	Gemmatimonadales	O · Gemmatimonadales	S63	0.008776987635338587	0.8776987635338587	CW	Coastal wetland
Order	GIF3	O · GIF3	S63	0	0	CW	Coastal wetland
Order	GIF9	O · GIF9	S63	0	0	CW	Coastal wetland
Order	GR-WP33-30	O · GR-WP33-30	S63	0.003715804984303927	0.3715804984303927	CW	Coastal wetland
Order	Halanaerobiales	O · Halanaerobiales	S63	6.406560317765392e-5	0.006406560317765392	CW	Coastal wetland
Order	Halobacteriales	O · Halobacteriales	S63	0	0	CW	Coastal wetland
Order	Herpetosiphonales	O · Herpetosiphonales	S63	0	0	CW	Coastal wetland
Order	HOC36	O · HOC36	S63	1.2813120635530784e-4	0.012813120635530783	CW	Coastal wetland
Order	Holophagae Incertae Sedis	O · Holophagae Incertae Sedis	S63	2.562624127106157e-4	0.025626241271061567	CW	Coastal wetland
