feature_id	frequency	samples_observed	naive_bayes_taxon	naive_bayes_confidence	sequence_search_taxon	sequence_search_confidence	domain_naive_bayes	domain_sequence_search	domain_exact_match	phylum_naive_bayes	phylum_sequence_search	phylum_exact_match	class_naive_bayes	class_sequence_search	class_exact_match	order_naive_bayes	order_sequence_search	order_exact_match	family_naive_bayes	family_sequence_search	family_exact_match	genus_naive_bayes	genus_sequence_search	genus_exact_match
21f78e2feca8fbd3cde3d8f5f53f0392	2	1	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Uhrbacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9950918380520757	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Uhrbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	ABY1	ABY1	True	Candidatus_Uhrbacteria	Candidatus_Uhrbacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
245422d8e5161734680fc1df34efc639	2	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9221873734714173	Unassigned	1.0	Archaea		False	Nanoarchaeota		False	Nanoarchaeia		False	Woesearchaeales		False	Incertae_Sedis		False	Incertae_Sedis		False
25ac4f5d6d2d91f28705ee0fa3f10bdb	7	2	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.9996927427855188	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Parcubacteria	Parcubacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
25e119f38effd7d58bf3442bd40eaf00	62	2	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	0.999103292134602	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	Verrucomicrobiota	True	Omnitrophia	Omnitrophia	True	Omnitrophales	Omnitrophales	True	Omnitrophaceae	Omnitrophaceae	True	Candidatus_Omnitrophus	Candidatus_Omnitrophus	True
266d3c050f6688d15024f3c36c9328d8	19	2	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999997564544	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Methylomirabilota	Methylomirabilota	True	Methylomirabilia	Methylomirabilia	True	Rokubacteriales	Rokubacteriales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
268425f28d1096a853eba13a06210c18	2	1	d__Bacteria; p__Candidatus_Kryptonia; c__Kryptonia; o__Kryptoniales; f__BSV26; g__Incertae_Sedis	0.9999999977464284	d__Bacteria; p__Candidatus_Kryptonia; c__Kryptonia; o__Kryptoniales; f__BSV26; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Candidatus_Kryptonia	Candidatus_Kryptonia	True	Kryptonia	Kryptonia	True	Kryptoniales	Kryptoniales	True	BSV26	BSV26	True	Incertae_Sedis	Incertae_Sedis	True
26dbef51cdba97c1f8b84a235ea06f3c	7	1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Rhizorhabdus	0.969556989053313	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__	1.0	Bacteria	Bacteria	True	Pseudomonadota	Pseudomonadota	True	Alphaproteobacteria	Alphaproteobacteria	True	Sphingomonadales	Sphingomonadales	True	Sphingomonadaceae	Sphingomonadaceae	True	Rhizorhabdus		False
2700161fea3aa737f125e20238356dc6	50	4	d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Incertae_Sedis	0.9997050821363015	d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Thermoproteota	Thermoproteota	True	Nitrososphaeria	Nitrososphaeria	True	Nitrosopumilales	Nitrosopumilales	True	Nitrosopumilaceae	Nitrosopumilaceae	True	Incertae_Sedis	Incertae_Sedis	True
279be72845ff87119638eed742556e91	3	1	d__Bacteria; p__Myxococcota; c__Polyangiia; o__Blfdi19; f__Incertae_Sedis; g__Incertae_Sedis	0.9999778033516163	d__Bacteria; p__Myxococcota; c__Polyangiia; o__Blfdi19; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Myxococcota	Myxococcota	True	Polyangiia	Polyangiia	True	Blfdi19	Blfdi19	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
282f2a4eae6189311ff7312c03d5f7d7	8	1	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	0.9994516958466569	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	Verrucomicrobiota	True	Omnitrophia	Omnitrophia	True	Omnitrophales	Omnitrophales	True	Omnitrophaceae	Omnitrophaceae	True	Candidatus_Omnitrophus	Candidatus_Omnitrophus	True
287bbe44da5c1f5deb2b747d3e8dd297	8	1	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Incertae_Sedis	0.9998652608157708	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Acidobacteriota	Acidobacteriota	True	Vicinamibacteria	Vicinamibacteria	True	Vicinamibacterales	Vicinamibacterales	True	Vicinamibacteraceae	Vicinamibacteraceae	True	Incertae_Sedis	Incertae_Sedis	True
28c202100ee518d8a495d46af25ed41e	2	1	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Kaiserbacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.8041919464960856	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Parcubacteria	Parcubacteria	True	Candidatus_Kaiserbacteria	Incertae_Sedis	False	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
29c348ca28837d49e58c55fc98ac9e80	7	1	d__Bacteria; p__Myxococcota; c__bacteriap25; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.9815944955436624	d__Bacteria; p__Myxococcota; c__bacteriap25; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Myxococcota	Myxococcota	True	bacteriap25	bacteriap25	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
2a51ac1efc8e7a7807d008295442731e	7	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.999952135315467	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
2abc8c5b975a1b33aec4bffcc84e84c2	6	1	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999313850957319	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Acidobacteriota	Acidobacteriota	True	Vicinamibacteria	Vicinamibacteria	True	Vicinamibacterales	Vicinamibacterales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
2aeca764af87c7fe4b4ecdfef1e7face	2	1	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peregrinibacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9980490770708281	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peregrinibacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Gracilibacteria	Gracilibacteria	True	Candidatus_Peregrinibacteria	Candidatus_Peregrinibacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
2b1c55727a55a88c4d45510579a1ed1a	2	1	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium	0.9999999965067303	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	Verrucomicrobiota	True	Verrucomicrobiia	Verrucomicrobiia	True	Chthoniobacterales	Chthoniobacterales	True	Terrimicrobiaceae	Terrimicrobiaceae	True	Terrimicrobium	Terrimicrobium	True
2b9f3a8f685d68714acd248e5e683700	33	1	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.9999550653725767	d__Bacteria; p__; c__; o__; f__; g__	1.0	Bacteria	Bacteria	True	Pseudomonadota		False	Gammaproteobacteria		False	Burkholderiales		False	Oxalobacteraceae		False			False
2bfdfef3ab9fe4d267c52f8ee5c80ddd	30	3	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999990117061	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Nitrospirota	Nitrospirota	True	Thermodesulfovibrionia	Thermodesulfovibrionia	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
2cd04b1d0e1b11f8c96708fa90e0def8	7	1	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Pseudobdellovibrio	0.999999954183708	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Pseudobdellovibrio	1.0	Bacteria	Bacteria	True	Bdellovibrionota	Bdellovibrionota	True	Bdellovibrionia	Bdellovibrionia	True	Bdellovibrionales	Bdellovibrionales	True	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae	True	Pseudobdellovibrio	Pseudobdellovibrio	True
2dc45b7fb6c25d018ed33151dc488af2	2	1	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9999749009346491	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	ABY1	ABY1	True	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
2e27723ea895ab1bdef90d3cedae756c	2	1	d__Bacteria; p__Patescibacteria; c__Parcubacteria	0.9531400827229904	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Jorgensenbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Parcubacteria	Parcubacteria	True		Candidatus_Jorgensenbacteria	False		Incertae_Sedis	False		Incertae_Sedis	False
2eb524be6fd8ca1d369b90802ec920f7	11	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.999984150414871	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
321ef9ed6e9912549618aed741da32ae	4	1	d__Bacteria; p__Myxococcota; c__bacteriap25; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.8922455976164178	d__Bacteria; p__Myxococcota; c__bacteriap25; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Myxococcota	Myxococcota	True	bacteriap25	bacteriap25	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3421464bea79a54e7eef62009457230b	74	2	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9999911253392657	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Gracilibacteria	Gracilibacteria	True	Candidatus_Peribacteria	Candidatus_Peribacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
34226986d9a7cc490b63dbf9928b9bee	4	1	d__Bacteria; p__WOR-1; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.9997258938066979	d__Bacteria; p__WOR-1; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	WOR-1	WOR-1	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
347835f89b2f1d7b5a72588b1b865e37	2	1	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.9833114620372649	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peregrinibacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Gracilibacteria	Gracilibacteria	True	Incertae_Sedis	Candidatus_Peregrinibacteria	False	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3500fa9dc0abd948eb9ea521d16a0078	5	1	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	0.9999803946398629	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	Verrucomicrobiota	True	Omnitrophia	Omnitrophia	True	Omnitrophales	Omnitrophales	True	Omnitrophaceae	Omnitrophaceae	True	Candidatus_Omnitrophus	Candidatus_Omnitrophus	True
35a6f0e22139772d9a3f13bab06a63ef	2	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999992634042072	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
35b5c3571de55e4d911b3b2166603472	2	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__CG1-02-57-44	0.9001182761255304	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__CG1-02-57-44	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	CG1-02-57-44	CG1-02-57-44	True
3715428636032e0e71f8f766bd207496	6	1	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999999998295	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Elusimicrobiota	Elusimicrobiota	True	Elusimicrobia	Elusimicrobia	True	Lineage_IV	Lineage_IV	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
37210dbdd24c1f5b8c4339e77a1dea9f	9	1	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	0.9999999386367638	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	Verrucomicrobiota	True	Omnitrophia	Omnitrophia	True	Omnitrophales	Omnitrophales	True	Omnitrophaceae	Omnitrophaceae	True	Candidatus_Omnitrophus	Candidatus_Omnitrophus	True
37c2360b5cb7a7212a2ff15fba12b270	4	1	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Lloydbacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9999914393511701	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Lloydbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Parcubacteria	Parcubacteria	True	Candidatus_Lloydbacteria	Candidatus_Lloydbacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
38c27ceaed634984c1225a82648cf571	150	3	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.8909618513230787	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	1.0	Bacteria	Bacteria	True	Pseudomonadota	Pseudomonadota	True	Gammaproteobacteria	Gammaproteobacteria	True	Pseudomonadales	Pseudomonadales	True	Pseudomonadaceae	Pseudomonadaceae	True	Pseudomonas	Pseudomonas	True
38e47a88b1aa23639981c3b0c41c7cb2	3	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999971351092083	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3988276297394e687bdf29286da7fade	3	1	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999999960352	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Elusimicrobiota	Elusimicrobiota	True	Elusimicrobia	Elusimicrobia	True	Lineage_IV	Lineage_IV	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
39d96ded98b9db72e5ce5de3df737669	4	1	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999999999574	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Cyanobacteriota	Cyanobacteriota	True	Cyanobacteriia	Cyanobacteriia	True	Chloroplast	Chloroplast	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3a40f1244d2f3b91b2b6b5032e5f9745	5	1	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella	0.9782516300206986	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella	1.0	Bacteria	Bacteria	True	Pseudomonadota	Pseudomonadota	True	Gammaproteobacteria	Gammaproteobacteria	True	Coxiellales	Coxiellales	True	Coxiellaceae	Coxiellaceae	True	Coxiella	Coxiella	True
3aaa89901133838c319d53c68be8fa75	8	1	d__Bacteria; p__Cyanobacteriota; c__Vampirivibrionia; o__Caenarcaniphilales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999839951103	d__Bacteria; p__Cyanobacteriota; c__Vampirivibrionia; o__Caenarcaniphilales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Cyanobacteriota	Cyanobacteriota	True	Vampirivibrionia	Vampirivibrionia	True	Caenarcaniphilales	Caenarcaniphilales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3add7546155d28d51903ff1038f70c36	20	2	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999651004992627	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3b67e7154ea0da9a956643e8984387ff	5	1	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	0.9894499287822317	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	Verrucomicrobiota	True	Omnitrophia	Omnitrophia	True	Omnitrophales	Omnitrophales	True	Omnitrophaceae	Omnitrophaceae	True	Candidatus_Omnitrophus	Candidatus_Omnitrophus	True
3b9a01065c42a103da04a5695ff4693f	3	1	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999999952252	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Methylomirabilota	Methylomirabilota	True	Methylomirabilia	Methylomirabilia	True	Rokubacteriales	Rokubacteriales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3bc08fee0eec65a1d1aa91483402d80a	6	1	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Azambacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9999952877688439	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Azambacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Parcubacteria	Parcubacteria	True	Candidatus_Azambacteria	Candidatus_Azambacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3bf4d00fc2bd96c04242fb5d743b1daf	12	1	d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Incertae_Sedis	0.9999503456344586	d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Thermoproteota	Thermoproteota	True	Nitrososphaeria	Nitrososphaeria	True	Nitrosopumilales	Nitrosopumilales	True	Nitrosopumilaceae	Nitrosopumilaceae	True	Incertae_Sedis	Incertae_Sedis	True
3cfb94dcb6434332475efa51c653318a	2	1	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Jorgensenbacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.8105411626225671	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Colwellbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Parcubacteria	Parcubacteria	True	Candidatus_Jorgensenbacteria	Candidatus_Colwellbacteria	False	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3cffb8b7f8e218c4e0d2c03d54fdb136	8	1	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9997841016419158	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	ABY1	ABY1	True	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3d4f0620518694f2572bf2a533bcab57	3	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998662251635063	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
3dbf66ee7707a9c91038139380697b07	8	1	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9981871108818937	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	1.0	Bacteria	Bacteria	True	Pseudomonadota	Pseudomonadota	True	Gammaproteobacteria	Gammaproteobacteria	True	Pseudomonadales	Pseudomonadales	True	Pseudomonadaceae	Pseudomonadaceae	True	Pseudomonas	Pseudomonas	True
