FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	NegativePrevalence	BiologicalPrevalence	TotalReads	FrequencyP	PrevalenceP	CombinedP	GlobalContaminant	BatchContaminant
Seq439	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	0	0.0111317254174397	92	0.963740814028062	0.639265636062543	0.914498970258028	FALSE	FALSE
Seq440	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0111317254174397	53	0.584388270077039	0.639265636062543	0.741414849745909	FALSE	FALSE
Seq441	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	0	0.0111317254174397	104	0.883517809659998	0.639265636062543	0.887462444016002	FALSE	FALSE
Seq442	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00556586270871985	42	0.586618778174348	0.575114735146543	0.703951189106491	FALSE	FALSE
Seq443	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.012987012987013	28	0.839017689743562	0.658487715846066	0.880289089592827	FALSE	FALSE
Seq444	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0408163265306122	106	0.807699548016273	0.851619124945876	0.945233691538359	FALSE	FALSE
Seq445	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	111				FALSE	FALSE
Seq446	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.0296846011131725	72	0.53089715153372	0.79231795485099	0.784904384505637	FALSE	FALSE
Seq447	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.0111317254174397	66	0.948944286344031	0.639265636062543	0.909844388385316	FALSE	FALSE
Seq448	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Streptophyta	unknown	0.0666666666666667	0.00371057513914657	90	0.0177121553992057	0.00780982844276493	0.00136750236024759	TRUE	TRUE
Seq449	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0333951762523191	50	0.48555865908595	0.81425936126415	0.762247600883072	FALSE	FALSE
Seq450	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.0166975881261596	93	0.998168671479524	0.694005721305964	0.947043301160584	FALSE	FALSE
Seq451	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	0	0.00185528756957328	105				FALSE	FALSE
Seq452	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.00185528756957328	105				FALSE	FALSE
Seq453	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0408163265306122	94	0.451596226661577	0.851619124945876	0.75209360337736	FALSE	FALSE
Seq454	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0	0.00185528756957328	104				FALSE	FALSE
Seq455	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0	0.012987012987013	88	0.20736649267296	0.658487715846066	0.40842643955407	FALSE	FALSE
Seq456	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00927643784786642	49	0.991926125241404	0.618999660560439	0.913485799140784	FALSE	FALSE
Seq457	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.0185528756957328	96	0.620516007617318	0.710398271950287	0.801898558641639	FALSE	FALSE
Seq458	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00927643784786642	61	0.520762487616084	0.618999660560439	0.687290074603526	FALSE	FALSE
Seq459	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	0	0.0204081632653061	95	0.99820808799395	0.725940404045979	0.958032133595923	FALSE	FALSE
Seq460	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0	0.00371057513914657	100	0.730425990154729	0.55137812817149	0.769018398567912	FALSE	FALSE
Seq461	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00556586270871985	77	0.802512696675796	0.575114735146543	0.818394107879341	FALSE	FALSE
Seq462	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	0.0666666666666667	0.00185528756957328	98		0.00397138084642724		FALSE	FALSE
Seq463	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.0148423005565863	63	0.576133686160033	0.676717908950369	0.757114303396359	FALSE	FALSE
Seq464	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0.1	0.00371057513914657	59	0.994904645089408	0.00063325137034233	0.00527315041873317	TRUE	FALSE
Seq465	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	0	0.0278293135435993	60	0.564020744520922	0.780427761426428	0.801377087706919	FALSE	FALSE
Seq466	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.051948051948052	64	0.769510266575846	0.894390895607967	0.945379733599224	FALSE	FALSE
Seq467	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.0204081632653061	93	0.662053021092755	0.725940404045979	0.832753298066133	FALSE	FALSE
Seq468	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	0	0.00742115027829314	80	0.235980348776988	0.597635155545136	0.417277415073875	FALSE	FALSE
Seq469	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	0	0.00371057513914657	24	0.471495370131257	0.55137812817149	0.610201744983068	FALSE	FALSE
Seq470	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	2				FALSE	FALSE
Seq471	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	0	0.012987012987013	92	0.949914013561851	0.658487715846066	0.918990218018843	FALSE	FALSE
Seq472	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia	0.1	0.00556586270871985	64	0.935691466277012	0.00123596330203949	0.00897703283716983	TRUE	FALSE
Seq473	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0	0.00556586270871985	35	0.867563840790546	0.575114735146543	0.845843812374834	FALSE	FALSE
Seq474	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0	0.0111317254174397	55	0.572073269221278	0.639265636062543	0.733579795074938	FALSE	FALSE
Seq475	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter	0	0.00185528756957328	91				FALSE	FALSE
Seq476	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	unknown	0	0.00371057513914657	69	0.00401368329272892	0.55137812817149	0.0157423175302945	TRUE	FALSE
Seq477	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	0.166666666666667	0.00371057513914657	90	0.952793455096296	2.88543629174215e-06	3.79508260048415e-05	TRUE	TRUE
Seq478	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Naxibacter	0	0.00556586270871985	89	0.353680187715941	0.575114735146543	0.527341584027764	FALSE	FALSE
Seq479	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	0	0.0111317254174397	58	0.989982373013013	0.639265636062543	0.922398061977541	FALSE	FALSE
Seq481	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	0.0333333333333333	0.00927643784786642	69	0.275589806066251	0.15693541911246	0.179087162716546	FALSE	FALSE
Seq482	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	0	0.00185528756957328	17				FALSE	FALSE
Seq483	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0.0333333333333333	0	8				FALSE	FALSE
Seq484	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.0296846011131725	77	0.934941756182504	0.79231795485099	0.963049561234649	FALSE	FALSE
Seq485	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0	0.0111317254174397	84	0.550241256750583	0.639265636062543	0.719270906210479	FALSE	FALSE
Seq486	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0630797773654917	75	0.670415019063054	0.925125960278573	0.916486531666474	FALSE	FALSE
Seq487	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	0.166666666666667	0.00185528756957328	64		8.49571441061506e-07		FALSE	FALSE
Seq488	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.0166975881261596	76	0.971929436262413	0.694005721305964	0.940116722931601	FALSE	FALSE
Seq489	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0445269016697588	67	0.516910721006984	0.867462674193775	0.80804860981845	FALSE	FALSE
Seq490	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	0	0.00556586270871985	82	0.508845803653219	0.575114735146543	0.652245370749134	FALSE	FALSE
Seq491	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00742115027829314	25	0.855435532907112	0.597635155545136	0.854238054667908	FALSE	FALSE
Seq492	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0	0.00371057513914657	53	0.470283651891956	0.55137812817149	0.609300814362573	FALSE	FALSE
Seq493	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0.1	0.00742115027829314	66	0.79990820005892	0.00211051173080169	0.0124659246462938	TRUE	FALSE
Seq494	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	0.0333333333333333	0.00556586270871985	66	0.0561501398426253	0.1051886294959	0.0362161592626063	TRUE	FALSE
Seq495	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00742115027829314	55	0.334581403447969	0.597635155545136	0.521819352459772	FALSE	FALSE
Seq496	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0.0333333333333333	0.00185528756957328	81		0.0527240773286469		FALSE	FALSE
Seq497	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	unknown	0	0.00185528756957328	80				FALSE	FALSE
Seq498	unknown	unknown	unknown	unknown	unknown	unknown	0	0.00742115027829314	49	0.460518175516971	0.597635155545136	0.630306967119312	FALSE	FALSE
Seq499	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unknown	0.2	0.00556586270871985	68	0.194085126196138	4.95053374813927e-07	1.64858911630828e-06	TRUE	TRUE
Seq500	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	0	0.00185528756957328	6				FALSE	FALSE
Seq501	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.00556586270871985	56	0.845929597795745	0.575114735146543	0.837036929092458	FALSE	FALSE
Seq502	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0.0333333333333333	0.00927643784786642	76	0.949493661841316	0.15693541911246	0.432685024642469	FALSE	FALSE
Seq504	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown	0	0.00371057513914657	75	0.960239232252863	0.55137812817149	0.866139138495532	FALSE	FALSE
Seq505	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.00742115027829314	75	0.234193532433271	0.597635155545136	0.415181649125113	FALSE	FALSE
Seq506	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0.0333333333333333	0.00185528756957328	36		0.0527240773286469		FALSE	FALSE
Seq507	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Planobacterium	0	0.0241187384044527	66	0.608239248789804	0.754642037374497	0.816427889478788	FALSE	FALSE
Seq508	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00185528756957328	38				FALSE	FALSE
Seq510	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00185528756957328	24				FALSE	FALSE
Seq511	Bacteria	Candidatus_Saccharibacteria	unknown	unknown	unknown	unknown	0	0.0278293135435993	70	0.633818615744144	0.780427761426428	0.842836276739829	FALSE	FALSE
Seq512	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.00556586270871985	60	0.353044347305708	0.575114735146543	0.526758890306616	FALSE	FALSE
Seq513	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00371057513914657	50	0.79669891265252	0.55137812817149	0.800641684904055	FALSE	FALSE
Seq514	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0482374768089054	53	0.523556917399332	0.881665017828637	0.81844431596385	FALSE	FALSE
Seq515	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.00742115027829314	73	0.427031328920241	0.597635155545136	0.603740814068639	FALSE	FALSE
Seq516	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0445269016697588	61	0.80160803823633	0.867462674193775	0.948003912325265	FALSE	FALSE
Seq517	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0	0.00742115027829314	54	0.920379305579567	0.597635155545136	0.878840855342065	FALSE	FALSE
Seq518	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	unknown	0.0333333333333333	0.00556586270871985	55	0.930605784277381	0.1051886294959	0.325375653829089	FALSE	FALSE
Seq519	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00185528756957328	72				FALSE	FALSE
Seq520	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown	0	0.00742115027829314	71	0.63392886855771	0.597635155545136	0.746575404026315	FALSE	FALSE
Seq521	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unknown	0	0.00371057513914657	47	0.489729716503866	0.55137812817149	0.623554370874478	FALSE	FALSE
Seq524	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00371057513914657	13	0.529084232182821	0.55137812817149	0.651114359689737	FALSE	FALSE
Seq525	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	0.0666666666666667	0	69		0.00134594915715735		FALSE	FALSE
Seq526	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	0	0.0166975881261596	54	0.404579730987402	0.694005721305964	0.637423040149677	FALSE	FALSE
Seq527	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.0166975881261596	51	0.590641635660279	0.694005721305964	0.775473792992072	FALSE	TRUE
Seq528	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0	0.012987012987013	66	0.926290064289558	0.658487715846066	0.911496350229775	FALSE	FALSE
Seq529	unknown	unknown	unknown	unknown	unknown	unknown	0	0.00371057513914657	38	0.12074955755204	0.55137812817149	0.246964975757017	FALSE	FALSE
Seq530	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unknown	0	0.00185528756957328	66				FALSE	FALSE
Seq531	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	0.0333333333333333	0.00185528756957328	66		0.0527240773286469		FALSE	FALSE
Seq532	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0	0.00185528756957328	66				FALSE	FALSE
Seq533	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0	0.00927643784786642	65	0.516651985137059	0.618999660560439	0.684399461512862	FALSE	FALSE
Seq534	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	0	0.00742115027829314	41	0.693964353166958	0.597635155545136	0.779751904044935	FALSE	FALSE
Seq535	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.051948051948052	54	0.987074360108817	0.894390895607967	0.992850629728878	FALSE	FALSE
Seq537	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0	0.00556586270871985	19	0.744541944821101	0.575114735146543	0.791381703696857	FALSE	FALSE
Seq538	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00371057513914657	18	0.452137930518479	0.55137812817149	0.595600766710048	FALSE	FALSE
Seq539	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unknown	0	0.00185528756957328	39				FALSE	FALSE
Seq540	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0371057513914657	60	0.964117139304495	0.833951975428753	0.979403407333822	FALSE	FALSE
Seq542	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Tepidimonas	0.0333333333333333	0.00556586270871985	62	0.154864661809482	0.1051886294959	0.0833592571322628	TRUE	FALSE
Seq543	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00185528756957328	31				FALSE	FALSE
Seq544	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	0.0666666666666667	0.00185528756957328	62		0.00397138084642724		FALSE	FALSE
Seq545	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.0333333333333333	0.00185528756957328	57		0.0527240773286469		FALSE	FALSE
Seq546	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0	0.012987012987013	45	0.97220657841934	0.658487715846066	0.92570676782008	FALSE	FALSE
Seq547	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0.0333333333333333	0.00185528756957328	61		0.0527240773286469		FALSE	FALSE
Seq548	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	0.133333333333333	0.00185528756957328	59		1.5415626232733e-05		FALSE	FALSE
Seq549	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0666666666666667	0.00556586270871985	59	0.293186636486057	0.0127951171349457	0.0247050798418178	TRUE	FALSE
Seq550	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.0333951762523191	55	0.705497049807844	0.81425936126415	0.89289608723218	FALSE	FALSE
Seq551	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0371057513914657	52	0.566407472442579	0.833951975428753	0.826634025542627	FALSE	FALSE
Seq552	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	0	0.012987012987013	53	0.860343448194361	0.658487715846066	0.888444142281184	FALSE	FALSE
Seq553	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0296846011131725	48	0.517540739772194	0.79231795485099	0.775605886009826	FALSE	FALSE
Seq554	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	0.0333333333333333	0	10				FALSE	FALSE
Seq555	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	0.0333333333333333	0.00371057513914657	29	0.921884467924708	0.0790196493679254	0.263661956480998	FALSE	FALSE
Seq556	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus	0.0333333333333333	0	58				FALSE	FALSE
Seq557	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.025974025974026	30	0.962280968288233	0.767880776365081	0.962490896214808	FALSE	FALSE
Seq559	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0296846011131725	54	0.540452989445172	0.79231795485099	0.791393207990299	FALSE	FALSE
Seq560	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00742115027829314	49	0.98920446755054	0.597635155545136	0.901926514437999	FALSE	FALSE
Seq561	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0	0.012987012987013	29	0.452050249575414	0.658487715846066	0.658376951071492	FALSE	FALSE
Seq562	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00927643784786642	50	0.993023906682126	0.618999660560439	0.91381686712206	FALSE	FALSE
Seq563	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0426716141001855	47	0.952783060234719	0.859757015716669	0.982563023663819	FALSE	FALSE
Seq564	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0333951762523191	46	0.569833806009964	0.81425936126415	0.820286266500076	FALSE	FALSE
Seq565	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	0.1	0.00556586270871985	55	0.582075545059382	0.00123596330203949	0.00592593850521103	TRUE	TRUE
Seq567	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	0.133333333333333	0.00185528756957328	55		1.5415626232733e-05		FALSE	FALSE
Seq568	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown	unknown	0	0.00556586270871985	38	0.902784369896424	0.575114735146543	0.859521017228764	FALSE	FALSE
Seq569	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	0	0.00185528756957328	55				FALSE	FALSE
Seq570	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	0	0.0352504638218924	38	0.971220818914661	0.824372281703489	0.978659069544796	FALSE	FALSE
Seq571	Bacteria	Bacteroidetes	unknown	unknown	unknown	unknown	0	0.012987012987013	54	0.784412553170001	0.658487715846066	0.857758412173512	FALSE	FALSE
Seq572	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Cryptobacterium	0	0.012987012987013	54	0.773064881943963	0.658487715846066	0.852767676861454	FALSE	FALSE
Seq574	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	0.0333333333333333	0	54				FALSE	FALSE
Seq575	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	0	0.00371057513914657	11	0.41855553252363	0.55137812817149	0.569173968571136	FALSE	FALSE
Seq576	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Tepidimonas	0.1	0.00556586270871985	46	0.0510145542823446	0.00123596330203949	0.000672863750690226	TRUE	TRUE
Seq578	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0	0.00371057513914657	53	0.271045548706961	0.55137812817149	0.433520886906677	FALSE	FALSE
Seq579	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.012987012987013	32	0.912658079217892	0.658487715846066	0.906992196480217	FALSE	FALSE
Seq580	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XI	Gemella	0	0.00185528756957328	52				FALSE	FALSE
Seq581	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	0.0333333333333333	0.00185528756957328	42		0.0527240773286469		FALSE	FALSE
Seq584	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Finegoldia	0.0333333333333333	0.00556586270871985	42	0.697808250283524	0.1051886294959	0.265112321353107	FALSE	FALSE
Seq585	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown	0.0666666666666667	0	52		0.00134594915715735		FALSE	FALSE
Seq586	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	0.133333333333333	0	51		3.17066939259997e-06		FALSE	FALSE
Seq587	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.0111317254174397	51	0.427282932801509	0.639265636062543	0.627622583072583	FALSE	FALSE
Seq588	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0666666666666667	0.0111317254174397	51	0.845397913841062	0.0339799012137105	0.130703848066555	FALSE	FALSE
Seq589	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	0.0333333333333333	0.00185528756957328	51		0.0527240773286469		FALSE	FALSE
Seq590	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unknown	unknown	0.0333333333333333	0	51				FALSE	FALSE
Seq591	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0	0.00927643784786642	33	0.997840278950392	0.618999660560439	0.915260517611451	FALSE	FALSE
Seq592	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.0204081632653061	46	0.817226382034121	0.725940404045979	0.90301318366177	FALSE	FALSE
Seq593	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Anaerococcus	0.0333333333333333	0.00371057513914657	39	0.176742654821003	0.0790196493679254	0.0736172033566018	TRUE	FALSE
Seq594	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	0	0.00556586270871985	50	0.343899864053651	0.575114735146543	0.518305308953455	FALSE	FALSE
Seq595	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0.0666666666666667	0.00927643784786642	46	0.481090195646268	0.0259445046326059	0.0671948952842778	TRUE	TRUE
Seq596	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	0.00742115027829314	50	0.215148899446319	0.597635155545136	0.392324930281974	FALSE	FALSE
Seq597	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	0	0.00185528756957328	49				FALSE	FALSE
