Taxon	SampleID	RelativeAbundance	Percent	GroupCode	Group	Type	SampleOrder
Actinobacteria	S30	0.09877145879098527	9.877145879098528	IW	Inland wetland	Northeast	20
Firmicutes	S30	0.02408266211048735	2.408266211048735	IW	Inland wetland	Northeast	20
Verrucomicrobia	S30	0.018143356927833375	1.8143356927833376	IW	Inland wetland	Northeast	20
Planctomycetes	S30	0.03433406557643805	3.4334065576438046	IW	Inland wetland	Northeast	20
Gemmatimonadetes	S30	0.05036205353510699	5.036205353510699	IW	Inland wetland	Northeast	20
Nitrospirae	S30	0.026116670734683916	2.6116670734683916	IW	Inland wetland	Northeast	20
Other known phyla	S30	0.04100561386380276	4.100561386380276	IW	Inland wetland	Northeast	20
Unknown phylum	S30	0.0017899275892929785	0.17899275892929786	IW	Inland wetland	Northeast	20
Proteobacteria	S34	0.25209331718363265	25.209331718363266	IW	Inland wetland	Northeast	21
Chloroflexi	S34	0.10274369371741535	10.274369371741535	IW	Inland wetland	Northeast	21
Bacteroidetes	S34	0.029912054347253674	2.9912054347253676	IW	Inland wetland	Northeast	21
Acidobacteria	S34	0.2802148612354521	28.02148612354521	IW	Inland wetland	Northeast	21
Actinobacteria	S34	0.11348675549002053	11.348675549002053	IW	Inland wetland	Northeast	21
Firmicutes	S34	0.011059034177681816	1.1059034177681817	IW	Inland wetland	Northeast	21
Verrucomicrobia	S34	0.053241350255411025	5.324135025541103	IW	Inland wetland	Northeast	21
Planctomycetes	S34	0.055084522618357994	5.508452261835799	IW	Inland wetland	Northeast	21
Gemmatimonadetes	S34	0.051082205487387435	5.1082205487387435	IW	Inland wetland	Northeast	21
Nitrospirae	S34	0.012796882405603244	1.2796882405603245	IW	Inland wetland	Northeast	21
Other known phyla	S34	0.03533624730106904	3.533624730106904	IW	Inland wetland	Northeast	21
Unknown phylum	S34	0.0029490757807151507	0.2949075780715151	IW	Inland wetland	Northeast	21
Proteobacteria	S35	0.2582705099778271	25.827050997782706	IW	Inland wetland	Northeast	22
Chloroflexi	S35	0.11246119733924612	11.246119733924612	IW	Inland wetland	Northeast	22
Bacteroidetes	S35	0.03547671840354767	3.5476718403547673	IW	Inland wetland	Northeast	22
Acidobacteria	S35	0.2227937915742794	22.27937915742794	IW	Inland wetland	Northeast	22
Actinobacteria	S35	0.17383592017738358	17.38359201773836	IW	Inland wetland	Northeast	22
Firmicutes	S35	0.015609756097560976	1.5609756097560976	IW	Inland wetland	Northeast	22
Verrucomicrobia	S35	0.03893569844789357	3.8935698447893565	IW	Inland wetland	Northeast	22
Planctomycetes	S35	0.048248337028824834	4.824833702882484	IW	Inland wetland	Northeast	22
Gemmatimonadetes	S35	0.04745011086474501	4.745011086474501	IW	Inland wetland	Northeast	22
Nitrospirae	S35	0.006385809312638581	0.6385809312638581	IW	Inland wetland	Northeast	22
Other known phyla	S35	0.03831485587583149	3.831485587583149	IW	Inland wetland	Northeast	22
Unknown phylum	S35	0.0022172949002217295	0.22172949002217296	IW	Inland wetland	Northeast	22
Proteobacteria	S36	0.22441307350007672	22.441307350007673	IW	Inland wetland	Northeast	23
Chloroflexi	S36	0.11615774129200553	11.615774129200553	IW	Inland wetland	Northeast	23
Bacteroidetes	S36	0.04518950437317784	4.518950437317784	IW	Inland wetland	Northeast	23
Acidobacteria	S36	0.13886757710603037	13.886757710603037	IW	Inland wetland	Northeast	23
Actinobacteria	S36	0.2162037747429799	21.62037747429799	IW	Inland wetland	Northeast	23
Firmicutes	S36	0.01373331287402179	1.373331287402179	IW	Inland wetland	Northeast	23
Verrucomicrobia	S36	0.016572042350774897	1.6572042350774898	IW	Inland wetland	Northeast	23
Planctomycetes	S36	0.11999386220653675	11.999386220653676	IW	Inland wetland	Northeast	23
Gemmatimonadetes	S36	0.0775663648918214	7.7566364891821395	IW	Inland wetland	Northeast	23
Nitrospirae	S36	0.004603345097437471	0.4603345097437471	IW	Inland wetland	Northeast	23
Other known phyla	S36	0.024167561761546722	2.416756176154672	IW	Inland wetland	Northeast	23
Unknown phylum	S36	0.002531839803590609	0.2531839803590609	IW	Inland wetland	Northeast	23
Proteobacteria	S37	0.3421976322208341	34.21976322208341	IW	Inland wetland	Northeast	24
Chloroflexi	S37	0.09542506990302814	9.542506990302813	IW	Inland wetland	Northeast	24
Bacteroidetes	S37	0.07014099589505622	7.014099589505622	IW	Inland wetland	Northeast	24
Acidobacteria	S37	0.18549586531025047	18.549586531025046	IW	Inland wetland	Northeast	24
Actinobacteria	S37	0.12302932952584925	12.302932952584925	IW	Inland wetland	Northeast	24
Firmicutes	S37	0.021417097983223273	2.1417097983223274	IW	Inland wetland	Northeast	24
Verrucomicrobia	S37	0.02207150931048843	2.207150931048843	IW	Inland wetland	Northeast	24
Planctomycetes	S37	0.047831518829198644	4.7831518829198645	IW	Inland wetland	Northeast	24
Gemmatimonadetes	S37	0.04902135760604438	4.9021357606044385	IW	Inland wetland	Northeast	24
Nitrospirae	S37	0.009994645725504195	0.9994645725504194	IW	Inland wetland	Northeast	24
Other known phyla	S37	0.029864953298828018	2.9864953298828016	IW	Inland wetland	Northeast	24
Unknown phylum	S37	0.0035100243916949252	0.35100243916949253	IW	Inland wetland	Northeast	24
Proteobacteria	S61	0.38903252143148725	38.90325214314873	CW	Coastal wetland	North China	31
Chloroflexi	S61	0.06477071710436794	6.477071710436793	CW	Coastal wetland	North China	31
Bacteroidetes	S61	0.16682541842427542	16.682541842427543	CW	Coastal wetland	North China	31
Acidobacteria	S61	0.0533405905565383	5.33405905565383	CW	Coastal wetland	North China	31
Actinobacteria	S61	0.11260035378963124	11.260035378963124	CW	Coastal wetland	North China	31
Firmicutes	S61	0.06783235814396517	6.783235814396517	CW	Coastal wetland	North China	31
Verrucomicrobia	S61	0.009116886651245068	0.9116886651245067	CW	Coastal wetland	North China	31
Planctomycetes	S61	0.014695876990066676	1.4695876990066676	CW	Coastal wetland	North China	31
Gemmatimonadetes	S61	0.07769764593822288	7.769764593822289	CW	Coastal wetland	North China	31
Nitrospirae	S61	0.01258674649612192	1.258674649612192	CW	Coastal wetland	North China	31
Other known phyla	S61	0.030004082188052793	3.0004082188052794	CW	Coastal wetland	North China	31
Unknown phylum	S61	0.0014968022860253095	0.14968022860253094	CW	Coastal wetland	North China	31
Proteobacteria	S62	0.3480229591836735	34.80229591836735	CW	Coastal wetland	North China	32
Chloroflexi	S62	0.07174744897959184	7.174744897959185	CW	Coastal wetland	North China	32
Bacteroidetes	S62	0.2472576530612245	24.725765306122447	CW	Coastal wetland	North China	32
Acidobacteria	S62	0.05714285714285714	5.714285714285714	CW	Coastal wetland	North China	32
Actinobacteria	S62	0.07557397959183673	7.557397959183673	CW	Coastal wetland	North China	32
Firmicutes	S62	0.07066326530612245	7.066326530612245	CW	Coastal wetland	North China	32
Verrucomicrobia	S62	0.01798469387755102	1.7984693877551021	CW	Coastal wetland	North China	32
Planctomycetes	S62	0.02264030612244898	2.264030612244898	CW	Coastal wetland	North China	32
Gemmatimonadetes	S62	0.03596938775510204	3.5969387755102042	CW	Coastal wetland	North China	32
Nitrospirae	S62	0.011288265306122449	1.128826530612245	CW	Coastal wetland	North China	32
Other known phyla	S62	0.040114795918367356	4.011479591836736	CW	Coastal wetland	North China	32
Unknown phylum	S62	0.0015943877551020409	0.15943877551020408	CW	Coastal wetland	North China	32
Proteobacteria	S63	0.3640848228586072	36.40848228586072	CW	Coastal wetland	North China	33
Chloroflexi	S63	0.08296495611506183	8.296495611506183	CW	Coastal wetland	North China	33
Bacteroidetes	S63	0.14760714972131464	14.760714972131463	CW	Coastal wetland	North China	33
Acidobacteria	S63	0.06573130886027292	6.573130886027292	CW	Coastal wetland	North China	33
Actinobacteria	S63	0.08693702351207637	8.693702351207637	CW	Coastal wetland	North China	33
Firmicutes	S63	0.10173617784611443	10.173617784611443	CW	Coastal wetland	North China	33
Verrucomicrobia	S63	0.03914408354154655	3.914408354154655	CW	Coastal wetland	North China	33
Planctomycetes	S63	0.028316996604523033	2.8316996604523035	CW	Coastal wetland	North China	33
Gemmatimonadetes	S63	0.01979627138189506	1.979627138189506	CW	Coastal wetland	North China	33
Nitrospirae	S63	0.008712922032160933	0.8712922032160934	CW	Coastal wetland	North China	33
Other known phyla	S63	0.05285412262156446	5.285412262156446	CW	Coastal wetland	North China	33
Unknown phylum	S63	0.0021141649048625794	0.21141649048625794	CW	Coastal wetland	North China	33
Proteobacteria	S65	0.38795860224431655	38.79586022443166	CW	Coastal wetland	North China	34
Chloroflexi	S65	0.10189545903831618	10.189545903831618	CW	Coastal wetland	North China	34
Bacteroidetes	S65	0.13271120413977558	13.271120413977558	CW	Coastal wetland	North China	34
Acidobacteria	S65	0.0472411186696901	4.72411186696901	CW	Coastal wetland	North China	34
Actinobacteria	S65	0.09064480493051921	9.06448049305192	CW	Coastal wetland	North China	34
Firmicutes	S65	0.11564625850340136	11.564625850340136	CW	Coastal wetland	North China	34
Verrucomicrobia	S65	0.007151578580150008	0.7151578580150009	CW	Coastal wetland	North China	34
Planctomycetes	S65	0.01604744461887319	1.604744461887319	CW	Coastal wetland	North China	34
Gemmatimonadetes	S65	0.061689633118204544	6.1689633118204545	CW	Coastal wetland	North China	34
Nitrospirae	S65	0.009855224140938427	0.9855224140938427	CW	Coastal wetland	North China	34
Other known phyla	S65	0.028053956625385203	2.8053956625385204	CW	Coastal wetland	North China	34
Unknown phylum	S65	0.001104715390429676	0.11047153904296761	CW	Coastal wetland	North China	34
Proteobacteria	S85	0.37436964195663136	37.43696419566314	CW	Coastal wetland	North China	35
Chloroflexi	S85	0.14605395864851237	14.605395864851237	CW	Coastal wetland	North China	35
Bacteroidetes	S85	0.05458900655572365	5.458900655572365	CW	Coastal wetland	North China	35
Acidobacteria	S85	0.0636031265758951	6.36031265758951	CW	Coastal wetland	North China	35
Actinobacteria	S85	0.061649016641452344	6.164901664145234	CW	Coastal wetland	North China	35
Firmicutes	S85	0.17290721129601613	17.290721129601614	CW	Coastal wetland	North China	35
Verrucomicrobia	S85	0.012481089258698942	1.248108925869894	CW	Coastal wetland	North China	35
Planctomycetes	S85	0.054084720121028745	5.408472012102875	CW	Coastal wetland	North China	35
Gemmatimonadetes	S85	0.021747352496217853	2.174735249621785	CW	Coastal wetland	North China	35
Nitrospirae	S85	0.007627332324760464	0.7627332324760464	CW	Coastal wetland	North China	35
Other known phyla	S85	0.028240040342914777	2.8240040342914776	CW	Coastal wetland	North China	35
Unknown phylum	S85	0.00264750378214826	0.264750378214826	CW	Coastal wetland	North China	35
Proteobacteria	S86	0.3798886384727562	37.988863847275624	CW	Coastal wetland	North China	36
Chloroflexi	S86	0.1496089089221795	14.960890892217952	CW	Coastal wetland	North China	36
Bacteroidetes	S86	0.11315126607450617	11.315126607450617	CW	Coastal wetland	North China	36
Acidobacteria	S86	0.080803393875116	8.0803393875116	CW	Coastal wetland	North China	36
Actinobacteria	S86	0.08657033010738432	8.657033010738433	CW	Coastal wetland	North China	36
Firmicutes	S86	0.0556807636219011	5.56807636219011	CW	Coastal wetland	North China	36
Verrucomicrobia	S86	0.018891687657430732	1.8891687657430731	CW	Coastal wetland	North China	36
Planctomycetes	S86	0.022802598435635688	2.280259843563569	CW	Coastal wetland	North China	36
Gemmatimonadetes	S86	0.028304388174466392	2.8304388174466393	CW	Coastal wetland	North China	36
Nitrospirae	S86	0.0071589553228158555	0.7158955322815855	CW	Coastal wetland	North China	36
Other known phyla	S86	0.04905210128596048	4.905210128596048	CW	Coastal wetland	North China	36
Unknown phylum	S86	0.008086968049847541	0.808696804984754	CW	Coastal wetland	North China	36
Proteobacteria	S87	0.29648586707410235	29.648586707410235	CW	Coastal wetland	North China	37
Chloroflexi	S87	0.06753246753246753	6.753246753246753	CW	Coastal wetland	North China	37
Bacteroidetes	S87	0.04377387318563789	4.377387318563789	CW	Coastal wetland	North China	37
Acidobacteria	S87	0.04094728800611153	4.094728800611153	CW	Coastal wetland	North China	37
Actinobacteria	S87	0.1038961038961039	10.38961038961039	CW	Coastal wetland	North China	37
Firmicutes	S87	0.36883116883116884	36.883116883116884	CW	Coastal wetland	North China	37
Verrucomicrobia	S87	0.007715813598166539	0.7715813598166539	CW	Coastal wetland	North China	37
Planctomycetes	S87	0.010466004583651642	1.0466004583651642	CW	Coastal wetland	North China	37
Gemmatimonadetes	S87	0.032620320855614976	3.2620320855614975	CW	Coastal wetland	North China	37
Nitrospirae	S87	0.007410236822001528	0.7410236822001528	CW	Coastal wetland	North China	37
Other known phyla	S87	0.01810542398777693	1.810542398777693	CW	Coastal wetland	North China	37
Unknown phylum	S87	0.002215431627196333	0.22154316271963329	CW	Coastal wetland	North China	37
Proteobacteria	S88	0.3841951219512195	38.41951219512195	CW	Coastal wetland	North China	38
Chloroflexi	S88	0.11414634146341464	11.414634146341465	CW	Coastal wetland	North China	38
Bacteroidetes	S88	0.12130081300813009	12.130081300813009	CW	Coastal wetland	North China	38
Acidobacteria	S88	0.06634146341463415	6.634146341463415	CW	Coastal wetland	North China	38
Actinobacteria	S88	0.10295934959349594	10.295934959349594	CW	Coastal wetland	North China	38
Firmicutes	S88	0.04819512195121951	4.819512195121951	CW	Coastal wetland	North China	38
Verrucomicrobia	S88	0.02061788617886179	2.0617886178861786	CW	Coastal wetland	North China	38
Planctomycetes	S88	0.056130081300813005	5.6130081300813	CW	Coastal wetland	North China	38
Gemmatimonadetes	S88	0.020227642276422764	2.022764227642276	CW	Coastal wetland	North China	38
Nitrospirae	S88	0.005723577235772358	0.5723577235772358	CW	Coastal wetland	North China	38
Other known phyla	S88	0.05417886178861791	5.4178861788617905	CW	Coastal wetland	North China	38
Unknown phylum	S88	0.005983739837398374	0.5983739837398374	CW	Coastal wetland	North China	38
Proteobacteria	S89	0.16548223350253807	16.548223350253807	CW	Coastal wetland	North China	39
Chloroflexi	S89	0.3330916122794295	33.30916122794295	CW	Coastal wetland	North China	39
Bacteroidetes	S89	0.025090645395213922	2.5090645395213924	CW	Coastal wetland	North China	39
Acidobacteria	S89	0.13318830070099105	13.318830070099105	CW	Coastal wetland	North China	39
Actinobacteria	S89	0.0376117959874305	3.76117959874305	CW	Coastal wetland	North China	39
Firmicutes	S89	0.22721779066956732	22.72177906695673	CW	Coastal wetland	North China	39
Verrucomicrobia	S89	0.007735073724921441	0.7735073724921441	CW	Coastal wetland	North China	39
Planctomycetes	S89	0.022431713802272178	2.243171380227218	CW	Coastal wetland	North China	39
Gemmatimonadetes	S89	0.012762871646120376	1.2762871646120377	CW	Coastal wetland	North China	39
Nitrospirae	S89	0.004109257916364515	0.41092579163645154	CW	Coastal wetland	North China	39
Other known phyla	S89	0.027942953831278705	2.7942953831278707	CW	Coastal wetland	North China	39
Unknown phylum	S89	0.0033357505438723714	0.3335750543872371	CW	Coastal wetland	North China	39
Proteobacteria	S112	0.3089794830802025	30.89794830802025	CW	Coastal wetland	Yangtze middle-lower	58
Chloroflexi	S112	0.07940314415134558	7.940314415134559	CW	Coastal wetland	Yangtze middle-lower	58
Bacteroidetes	S112	0.1273114841460165	12.73114841460165	CW	Coastal wetland	Yangtze middle-lower	58
Acidobacteria	S112	0.0572875033306688	5.7287503330668805	CW	Coastal wetland	Yangtze middle-lower	58
Actinobacteria	S112	0.09586997069011458	9.586997069011458	CW	Coastal wetland	Yangtze middle-lower	58
Firmicutes	S112	0.20127897681854517	20.127897681854517	CW	Coastal wetland	Yangtze middle-lower	58
Verrucomicrobia	S112	0.02291500133226752	2.291500133226752	CW	Coastal wetland	Yangtze middle-lower	58
Planctomycetes	S112	0.036610711430855314	3.6610711430855316	CW	Coastal wetland	Yangtze middle-lower	58
Gemmatimonadetes	S112	0.01353583799626965	1.353583799626965	CW	Coastal wetland	Yangtze middle-lower	58
Nitrospirae	S112	0.01135091926458833	1.135091926458833	CW	Coastal wetland	Yangtze middle-lower	58
Other known phyla	S112	0.04348521183053556	4.348521183053556	CW	Coastal wetland	Yangtze middle-lower	58
Unknown phylum	S112	0.001971755928590461	0.1971755928590461	CW	Coastal wetland	Yangtze middle-lower	58
Proteobacteria	S113	0.4523085692570777	45.23085692570777	CW	Coastal wetland	Yangtze middle-lower	59
Chloroflexi	S113	0.026125783773513205	2.6125783773513205	CW	Coastal wetland	Yangtze middle-lower	59
Bacteroidetes	S113	0.19516752169231744	19.516752169231744	CW	Coastal wetland	Yangtze middle-lower	59
Acidobacteria	S113	0.024320729621888658	2.4320729621888657	CW	Coastal wetland	Yangtze middle-lower	59
Actinobacteria	S113	0.05757172715181456	5.757172715181456	CW	Coastal wetland	Yangtze middle-lower	59
Firmicutes	S113	0.21125467097346254	21.125467097346252	CW	Coastal wetland	Yangtze middle-lower	59
Verrucomicrobia	S113	0.005098486287921971	0.5098486287921972	CW	Coastal wetland	Yangtze middle-lower	59
Planctomycetes	S113	0.006840205206156184	0.6840205206156185	CW	Coastal wetland	Yangtze middle-lower	59
Gemmatimonadetes	S113	0.006681867122680347	0.6681867122680347	CW	Coastal wetland	Yangtze middle-lower	59
Nitrospirae	S113	0.0038001140034201026	0.38001140034201025	CW	Coastal wetland	Yangtze middle-lower	59
Other known phyla	S113	0.009848628792197098	0.9848628792197098	CW	Coastal wetland	Yangtze middle-lower	59
Unknown phylum	S113	9.81696117550193e-4	0.09816961175501931	CW	Coastal wetland	Yangtze middle-lower	59
Proteobacteria	S114	0.38526838187279616	38.526838187279616	CW	Coastal wetland	Yangtze middle-lower	60
Chloroflexi	S114	0.04362021679508946	4.362021679508946	CW	Coastal wetland	Yangtze middle-lower	60
Bacteroidetes	S114	0.14907927386704975	14.907927386704975	CW	Coastal wetland	Yangtze middle-lower	60
Acidobacteria	S114	0.032225414653258455	3.2225414653258455	CW	Coastal wetland	Yangtze middle-lower	60
Actinobacteria	S114	0.07346219145879587	7.346219145879587	CW	Coastal wetland	Yangtze middle-lower	60
Firmicutes	S114	0.2582604153062557	25.82604153062557	CW	Coastal wetland	Yangtze middle-lower	60
Verrucomicrobia	S114	0.007346219145879587	0.7346219145879587	CW	Coastal wetland	Yangtze middle-lower	60
Planctomycetes	S114	0.01488833746898263	1.488833746898263	CW	Coastal wetland	Yangtze middle-lower	60
Gemmatimonadetes	S114	0.008684863523573201	0.8684863523573202	CW	Coastal wetland	Yangtze middle-lower	60
Nitrospirae	S114	0.007574768185973619	0.7574768185973619	CW	Coastal wetland	Yangtze middle-lower	60
Other known phyla	S114	0.018218623481781375	1.8218623481781375	CW	Coastal wetland	Yangtze middle-lower	60
Unknown phylum	S114	0.0013712942405641896	0.13712942405641895	CW	Coastal wetland	Yangtze middle-lower	60
Proteobacteria	S161	0.38390071883900717	38.39007188390072	CW	Coastal wetland	Southern coast	40
Chloroflexi	S161	0.17008002170080022	17.008002170080022	CW	Coastal wetland	Southern coast	40
Bacteroidetes	S161	0.12233826122338261	12.233826122338261	CW	Coastal wetland	Southern coast	40
Acidobacteria	S161	0.07073104570731045	7.073104570731045	CW	Coastal wetland	Southern coast	40
Actinobacteria	S161	0.058524345585243456	5.852434558524346	CW	Coastal wetland	Southern coast	40
Firmicutes	S161	0.0398752203987522	3.9875220398752202	CW	Coastal wetland	Southern coast	40
Verrucomicrobia	S161	0.037298250372982504	3.72982503729825	CW	Coastal wetland	Southern coast	40
Planctomycetes	S161	0.0341787603417876	3.41787603417876	CW	Coastal wetland	Southern coast	40
Gemmatimonadetes	S161	0.022785840227858404	2.2785840227858403	CW	Coastal wetland	Southern coast	40
Nitrospirae	S161	0.006238980062389801	0.6238980062389801	CW	Coastal wetland	Southern coast	40
Other known phyla	S161	0.05303133053031332	5.303133053031332	CW	Coastal wetland	Southern coast	40
Unknown phylum	S161	0.00101722501017225	0.101722501017225	CW	Coastal wetland	Southern coast	40
Proteobacteria	S162	0.35935255243750597	35.935255243750596	CW	Coastal wetland	Southern coast	41
Chloroflexi	S162	0.2206206302078345	22.06206302078345	CW	Coastal wetland	Southern coast	41
Bacteroidetes	S162	0.067091274782109	6.7091274782109	CW	Coastal wetland	Southern coast	41
Acidobacteria	S162	0.09821856144047506	9.821856144047505	CW	Coastal wetland	Southern coast	41
Actinobacteria	S162	0.0774829997126712	7.7482999712671194	CW	Coastal wetland	Southern coast	41
Firmicutes	S162	0.029546978258787472	2.954697825878747	CW	Coastal wetland	Southern coast	41
Verrucomicrobia	S162	0.021884876927497365	2.1884876927497365	CW	Coastal wetland	Southern coast	41
Planctomycetes	S162	0.0514797433196054	5.1479743319605396	CW	Coastal wetland	Southern coast	41
Gemmatimonadetes	S162	0.013983334929604444	1.3983334929604443	CW	Coastal wetland	Southern coast	41
Nitrospirae	S162	0.006560674264917153	0.6560674264917153	CW	Coastal wetland	Southern coast	41
Other known phyla	S162	0.0516234077195671	5.1623407719567105	CW	Coastal wetland	Southern coast	41
Unknown phylum	S162	0.0021549659994253424	0.21549659994253423	CW	Coastal wetland	Southern coast	41
Proteobacteria	S164	0.3790519018175005	37.90519018175005	CW	Coastal wetland	Southern coast	42
Chloroflexi	S164	0.1598276185122728	15.98276185122728	CW	Coastal wetland	Southern coast	42
Bacteroidetes	S164	0.04009743301480232	4.009743301480232	CW	Coastal wetland	Southern coast	42
Acidobacteria	S164	0.04815439385422522	4.815439385422522	CW	Coastal wetland	Southern coast	42
Actinobacteria	S164	0.15195802885516208	15.195802885516208	CW	Coastal wetland	Southern coast	42
Firmicutes	S164	0.045531197301854974	4.5531197301854975	CW	Coastal wetland	Southern coast	42
Verrucomicrobia	S164	0.022390856286303166	2.2390856286303165	CW	Coastal wetland	Southern coast	42
Planctomycetes	S164	0.10230466554243957	10.230466554243957	CW	Coastal wetland	Southern coast	42
Gemmatimonadetes	S164	0.01002435825370058	1.002435825370058	CW	Coastal wetland	Southern coast	42
Nitrospirae	S164	0.007682218474798576	0.7682218474798576	CW	Coastal wetland	Southern coast	42
Other known phyla	S164	0.030260445943413896	3.0260445943413896	CW	Coastal wetland	Southern coast	42
Unknown phylum	S164	0.0027168821435263257	0.2716882143526326	CW	Coastal wetland	Southern coast	42
Proteobacteria	S165	0.36050618010594465	36.05061801059446	CW	Coastal wetland	Southern coast	43
Chloroflexi	S165	0.18363743378457917	18.363743378457915	CW	Coastal wetland	Southern coast	43
Bacteroidetes	S165	0.12301353737492643	12.301353737492644	CW	Coastal wetland	Southern coast	43
Acidobacteria	S165	0.07651559741024132	7.651559741024132	CW	Coastal wetland	Southern coast	43
Actinobacteria	S165	0.061653914067098296	6.16539140670983	CW	Coastal wetland	Southern coast	43
Firmicutes	S165	0.04951442024720424	4.951442024720424	CW	Coastal wetland	Southern coast	43
Verrucomicrobia	S165	0.036786344908769864	3.6786344908769864	CW	Coastal wetland	Southern coast	43
Planctomycetes	S165	0.040097115950559155	4.009711595055916	CW	Coastal wetland	Southern coast	43
Gemmatimonadetes	S165	0.015891701000588582	1.5891701000588583	CW	Coastal wetland	Southern coast	43
Nitrospirae	S165	0.006400824014125957	0.6400824014125956	CW	Coastal wetland	Southern coast	43
Other known phyla	S165	0.04237786933490289	4.2377869334902885	CW	Coastal wetland	Southern coast	43
Unknown phylum	S165	0.0036050618010594468	0.36050618010594465	CW	Coastal wetland	Southern coast	43
Proteobacteria	S166	0.3745575959933222	37.455759599332225	CW	Coastal wetland	Southern coast	44
Chloroflexi	S166	0.19979966611018363	19.979966611018362	CW	Coastal wetland	Southern coast	44
Bacteroidetes	S166	0.053689482470784644	5.368948247078464	CW	Coastal wetland	Southern coast	44
Acidobacteria	S166	0.06477462437395659	6.477462437395659	CW	Coastal wetland	Southern coast	44
Actinobacteria	S166	0.07485809682804674	7.485809682804674	CW	Coastal wetland	Southern coast	44
Firmicutes	S166	0.0386644407345576	3.8664440734557597	CW	Coastal wetland	Southern coast	44
Verrucomicrobia	S166	0.032721202003338896	3.2721202003338896	CW	Coastal wetland	Southern coast	44
Planctomycetes	S166	0.08320534223706177	8.320534223706177	CW	Coastal wetland	Southern coast	44
Gemmatimonadetes	S166	0.011819699499165276	1.1819699499165277	CW	Coastal wetland	Southern coast	44
Nitrospirae	S166	0.00974958263772955	0.9749582637729549	CW	Coastal wetland	Southern coast	44
Other known phyla	S166	0.054490818030050084	5.449081803005009	CW	Coastal wetland	Southern coast	44
Unknown phylum	S166	0.001669449081803005	0.1669449081803005	CW	Coastal wetland	Southern coast	44
Proteobacteria	S167	0.3100620920235631	31.00620920235631	CW	Coastal wetland	Southern coast	45
Chloroflexi	S167	0.11606432096799872	11.606432096799873	CW	Coastal wetland	Southern coast	45
Bacteroidetes	S167	0.07252029931539564	7.252029931539564	CW	Coastal wetland	Southern coast	45
Acidobacteria	S167	0.11295971978984239	11.29597197898424	CW	Coastal wetland	Southern coast	45
Actinobacteria	S167	0.13986626333386404	13.986626333386404	CW	Coastal wetland	Southern coast	45
Firmicutes	S167	0.03574271612800509	3.5742716128005094	CW	Coastal wetland	Southern coast	45
Verrucomicrobia	S167	0.02093615666295176	2.093615666295176	CW	Coastal wetland	Southern coast	45
Planctomycetes	S167	0.051186116860372555	5.118611686037255	CW	Coastal wetland	Southern coast	45
Gemmatimonadetes	S167	0.01822958127686674	1.822958127686674	CW	Coastal wetland	Southern coast	45
Nitrospirae	S167	0.015682216207610254	1.5682216207610253	CW	Coastal wetland	Southern coast	45
Other known phyla	S167	0.10149657697818816	10.149657697818816	CW	Coastal wetland	Southern coast	45
Unknown phylum	S167	0.005253940455341506	0.5253940455341506	CW	Coastal wetland	Southern coast	45
Proteobacteria	S168	0.37543419529139327	37.54341952913933	CW	Coastal wetland	Southern coast	46
Chloroflexi	S168	0.08703203396372057	8.703203396372057	CW	Coastal wetland	Southern coast	46
Bacteroidetes	S168	0.0845233500578927	8.452335005789271	CW	Coastal wetland	Southern coast	46
Acidobacteria	S168	0.0642609031262061	6.42609031262061	CW	Coastal wetland	Southern coast	46
Actinobacteria	S168	0.16557313778463914	16.557313778463914	CW	Coastal wetland	Southern coast	46
Firmicutes	S168	0.04467387109224238	4.467387109224238	CW	Coastal wetland	Southern coast	46
Verrucomicrobia	S168	0.021034349671941337	2.1034349671941337	CW	Coastal wetland	Southern coast	46
Planctomycetes	S168	0.04187572365881899	4.187572365881899	CW	Coastal wetland	Southern coast	46
Gemmatimonadetes	S168	0.030683133925125436	3.0683133925125436	CW	Coastal wetland	Southern coast	46
Nitrospirae	S168	0.0192975685063682	1.92975685063682	CW	Coastal wetland	Southern coast	46
Other known phyla	S168	0.06387495175607874	6.387495175607874	CW	Coastal wetland	Southern coast	46
Unknown phylum	S168	0.0017367811655731378	0.17367811655731377	CW	Coastal wetland	Southern coast	46
Proteobacteria	S169	0.2251356651010078	22.51356651010078	CW	Coastal wetland	Southern coast	47
Chloroflexi	S169	0.18555337680696793	18.555337680696795	CW	Coastal wetland	Southern coast	47
Bacteroidetes	S169	0.03684618541657166	3.684618541657166	CW	Coastal wetland	Southern coast	47
Acidobacteria	S169	0.07829814401021479	7.829814401021479	CW	Coastal wetland	Southern coast	47
Actinobacteria	S169	0.13908522960463313	13.908522960463312	CW	Coastal wetland	Southern coast	47
Firmicutes	S169	0.11259063340781614	11.259063340781614	CW	Coastal wetland	Southern coast	47
Verrucomicrobia	S169	0.010990013224497242	1.0990013224497241	CW	Coastal wetland	Southern coast	47
Planctomycetes	S169	0.02941310593278307	2.941310593278307	CW	Coastal wetland	Southern coast	47
Gemmatimonadetes	S169	0.0331524465319896	3.31524465319896	CW	Coastal wetland	Southern coast	47
Nitrospirae	S169	0.014090929818961193	1.4090929818961193	CW	Coastal wetland	Southern coast	47
Other known phyla	S169	0.10948971681335218	10.948971681335218	CW	Coastal wetland	Southern coast	47
Unknown phylum	S169	0.025354553331205253	2.535455333120525	CW	Coastal wetland	Southern coast	47
Proteobacteria	S170	0.4395504940040727	43.95504940040727	CW	Coastal wetland	Southern coast	48
