	S1	S2	S3	S4	S5	S6	S7	S9	S10	S11	S12	S13	S15	S16	S17	S18	S19	S20	S22	S23	S24	S25	S26	S27	S28	S30	S34	S35	S36	S37	S61	S62	S63	S65	S85	S86	S87	S88	S89	S112	S113	S114	S161	S162	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S179	S182	S187	S188	S191	S194	S196	S197	S198	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225
Desulfuromonas	0.000587268029128494	0.000224181736661187	0.000311453710192323	0.000602409638554217	0.000226757369614512	0.000355160932297447	0.000115141047783535	0.000474402055742242	0.000188720787594754	0.000307031010132023	8.72828838264816e-05	0.000441826215022091	0.00910659509202454	0.00524035774175517	0.00205564416090732	0.0018607979960637	6.43500643500643e-05	0.00215492137449039	0.000230223777511741	0.000121322414316045	0.000406206840523194	0.000214052549901001	0.000512762078395624	0.000601539942252166	0.00870305187018915	0.00325441379871451	0.000263310337563853	0.000709534368070953	0.000537056928034372	0.00107085489916116	0.0027894951694108	0.00325255102040816	0.00217823050804023	0.00226757369614512	0.00460161371659102	0.0032480445446109	0.00847975553857907	0.00565853658536585	0.00096688421561518	0.00197175592859046	0.000316676166951675	0.00140394410343477	0.00033907500339075	0.00124509146633464	0.00309162450815065	0.00294290759270159	0.00454090150250417	0.000955261900971183	0.00173678116557314	0.00305531487983948	0.000754204691153179	0.00198111338572278	0.000787918581746553	0.000528076042950185	0.000569661458333333	0.00147528891074502	0.00177595628415301	0.000628366247755835	0.00106126386878919	0.000384054074813734	0.000771962328238382	0.000198111338572278	0.000431257547007073	0.00200290075281442	0.00102249488752556	0.00401767778224186	0.00393978595789721	0.00273249787995854	0.000237124158209238	0.00029514196328434	0.000838926174496644	0.00512368905612041	0.0021551724137931	0.00407865100140013	0.00285128753452731	0.00554229851435609	0.00398514276870696	0.00194300518134715	0.0024090580582992	0.000595850712312442	0.0013262599469496	0.00180665273300507	0.00161205819530085	0.00356568552052017	0.000943663300934227	0.00160885513868331	0.00169453230908269	0.000657129858969823	0.000746397198139749	0.00512216661760377
Desulfuromusa	0	0	0	7.53012048192771e-05	0	0	0	0	0	0	0	0	0.000431365030674847	0	0.000389863547758285	3.57845768473788e-05	6.43500643500643e-05	0	0	0	0	0	0	0	7.7360461068348e-05	0	0	8.86917960088692e-05	0	0	0.00027214587018642	0.000318877551020408	6.40656031776539e-05	0.000610500610500611	0	0	0	0	0	0	3.16676166951675e-05	0	0.0001356300013563	0.000143664399961689	0.000374742364624321	0.000367863449087699	0.000467445742904841	0.00015921031682853	0.000385951370127364	0.00018240685849788	0.000905045629383815	0.000660371128574259	0.000787918581746553	0.000528076042950185	0.000732421875	0.00106548643553807	0.000273224043715847	0.000179533213644524	0.000385914134105162	0.000153621629925494	0.000115794349235757	0.000198111338572278	0.000431257547007073	0.0249326610953795	0.00589438229279442	0.000401767778224186	0.000117605550982006	0.000157040108043594	4.74248316418477e-05	0.000354170355941208	0.000167785234899329	0.0012809222640301	9.37031484257871e-05	0.000182626164241797	0.000178205470907957	7.69763682549457e-05	3.86907064923006e-05	0.000194300518134715	0.000240905805829921	5.41682465738584e-05	7.36811081638668e-05	0.000247971943745793	0.000120904364647564	6.99154023631406e-05	0.000188732660186845	6.43542055473325e-05	0	0.000101096901379973	0.000172245507263019	0.000117750956726523
Dethiobacter	0	0	0	0	0	0	0	0	0	0	0	0	0.000527223926380368	0	0.000283537125642389	0	0	0	0	0	0	0	0	0	0.000154720922136696	8.13603449678627e-05	0	0	0.000230167254871874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78881333205632e-05	9.36855911560802e-05	0	0	0.00015921031682853	9.6487842531841e-05	4.56017146244699e-05	7.54204691153179e-05	0	0	8.80126738250308e-05	0	0	6.83060109289617e-05	0	9.64785335262904e-05	0.00023043244488824	0	6.60371128574259e-05	0	0.00593963671524277	0.00120293516179478	0	0	3.14080216087189e-05	0	5.9028392656868e-05	0	0.000160115283003763	9.37031484257871e-05	6.0875388080599e-05	0	0	3.86907064923006e-05	0	0	5.41682465738584e-05	0	0	0	6.99154023631406e-05	0	0	0	0	0	5.88754783632617e-05
Devosia	0.000626419231070394	0.000747272455537289	0.000700770847932726	0.000677710843373494	0.000510204081632653	0.000221975582685905	0.000518134715025907	0.00146273967187191	0.00028308118139213	0.000122812404052809	0.000261848651479445	7.36377025036819e-05	0.00373849693251534	0.00321408608160984	0.0024455077086656	0.00307747360887458	0.00347490347490347	0.00250436808386721	0.000184179022009393	0.000849256900212314	0.000243724104313917	0.0001070262749505	0.00225045578851413	0.00300769971126083	0.00630487757707036	0.00170856724432512	0.00147453789035758	0.000975609756097561	0.0040662881694031	0.00493783092390981	0.00068036467546605	0.00076530612244898	0.00032032801588827	0.000494214779929066	0.00056732223903177	0.00139201909054753	0.000763941940412529	0.000845528455284553	0.000145032632342277	0.000479616306954436	0.000348343783646843	0.000555047668799791	0.00047470500474705	0.000143664399961689	0.00018737118231216	0.000294290759270159	6.67779632721202e-05	0.000477630950485591	0.000675414897722887	0.000228008573122349	0.000150840938230636	0.000198111338572278	0.000131319763624425	0.000264038021475092	0.000162760416666667	8.19604950413901e-05	0.000204918032786885	8.97666068222621e-05	0.000192957067052581	0.000307243259850987	0.000501775513354948	6.60371128574259e-05	0	0.00276262172801989	0.00156381571033321	0.00274541315119861	0.00129366106080207	0.00109928075630516	0.000758797306269563	0.000354170355941208	0.000419463087248322	0.00136097990553198	0.000374812593703148	0.000730504656967188	8.91027354539784e-05	0.000846740050804403	0.00073512342335371	0.00200777202072539	0.0012045290291496	0.00124586967119874	0.0015473032714412	0.000531368450883843	0.00104783782694555	0.00139830804726281	0.000660564310653959	0.00051483364437866	0.000508359692724808	0.000859323661729768	0.000631566859964403	0.000206064174271416
Dictyoglomus	0	0	0	0	0	0	0	0	0	0	0	0	0.000766871165644172	6.98714365567356e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30358043368633e-05	0	0	0	0	5.32907007727152e-05	0	0	0	0	0	7.35726898175397e-05	0	7.96051584142652e-05	9.6487842531841e-05	0	0	0	0	0	0	0	6.83060109289617e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182626164241797	0	7.69763682549457e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dielma	0	0	0	0	0	0	0	0	0	0	0	7.36377025036819e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.8680230534174e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia	0	0	0	0	0	0	0	3.95335046451868e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14080216087189e-05	0	0	0	0	0	0	0	0	0	0	0	0.000108336493147717	0	0	0	0	0	0	0	0	0	0
Dokdonella	3.91512019418996e-05	0.000149454491107458	0.000389317137740403	0.000225903614457831	0	4.43951165371809e-05	0	3.95335046451868e-05	3.14534645991256e-05	0	8.72828838264816e-05	0	0.000287576687116564	0.000139742873113471	0.000212652844231792	0.000143138307389515	6.43500643500643e-05	0.00017472335468841	0.000322313288516438	0.000667273278738247	0.000487448208627833	2.67565687376251e-05	0.000113947128532361	0	0.00247553475418713	0.000325441379871451	0.000421296540102164	0.000266075388026608	0.000460334509743747	0	0.00013607293509321	0.000255102040816327	0.000576590428598885	0.000203500203500203	0	6.62866233594061e-05	0	0.000195121951219512	0	0.000159872102318145	0	0.000130599451482304	0.00020344500203445	0.000143664399961689	0.00018737118231216	0	0.00013355592654424	0	0	9.12034292489398e-05	7.54204691153179e-05	6.60371128574259e-05	0.000262639527248851	0	0	8.19604950413901e-05	0	8.97666068222621e-05	0.000289435600578871	0	0	0	0	0	0	0.000200883889112093	0.00017640832647301	6.28160432174377e-05	0	0	8.38926174496644e-05	8.00576415018814e-05	0	0	0	0	0	0	6.02264514574801e-05	0	0	0	4.03014548825213e-05	0	0	6.43542055473325e-05	0	5.05484506899864e-05	0	0
Dongia	7.83024038837992e-05	7.47272455537289e-05	0	7.53012048192771e-05	5.66893424036281e-05	0	5.75705238917674e-05	0.000158134018580747	0	6.14062020264047e-05	0	0.000147275405007364	0	0	3.54421407052986e-05	0.000143138307389515	6.43500643500643e-05	5.824111822947e-05	0	0.000303306035790112	0	0	8.54603463992707e-05	0.000120307988450433	0	0	0.000105324135025541	0.000354767184035477	7.67224182906245e-05	0.000594919388422869	0.00013607293509321	0	0	0	0	0	7.63941940412529e-05	0	4.8344210780759e-05	0	0	3.26498628705759e-05	0	4.78881333205632e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0146758089739e-05	6.69612963706977e-05	5.88027754910032e-05	3.14080216087189e-05	4.74248316418477e-05	5.9028392656868e-05	0	0	0	0	0	0	0	6.47668393782383e-05	0	0	0	0.000141698253569025	0	0.000139830804726281	0	0	0	0	0.000172245507263019	0
Draconibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.000239647239263804	0.000209614309670207	0.000141768562821194	3.57845768473788e-05	0	0	0	0	0	0	0	6.01539942252166e-05	0.000116040691602522	8.13603449678627e-05	0	0	0	5.94919388422869e-05	0.000476255272826235	0.00038265306122449	0.000256262412710616	0.000436071864643293	0	0.000596579610234655	0.000152788388082506	0.000520325203252032	9.6688421561518e-05	0.000532907007727152	3.16676166951675e-05	0.000391798354446911	0	0	0	0	0.000734557595993322	0	0	9.12034292489398e-05	0.000301681876461272	0.000132074225714852	0.000262639527248851	0.000616088716775216	0.000813802083333333	0.000983525940496681	0.00245901639344262	0.000538599640933573	0	0	3.85981164119191e-05	6.60371128574259e-05	8.62515094014145e-05	0.000414393259202984	0.000781907855166607	0	0	0	0	5.9028392656868e-05	8.38926174496644e-05	0	0	0	0	7.69763682549457e-05	0	0.000194300518134715	0	5.41682465738584e-05	0	0	4.03014548825213e-05	0	9.43663300934227e-05	6.43542055473325e-05	0	5.05484506899864e-05	0	0
Dyadobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60447555023483e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyella	3.91512019418996e-05	7.47272455537289e-05	0.000233590282644242	0	0.000226757369614512	4.43951165371809e-05	0	0.000158134018580747	9.43603937973768e-05	6.14062020264047e-05	0	0.000147275405007364	0	6.98714365567356e-05	0.000141768562821194	3.57845768473788e-05	6.43500643500643e-05	0.00011648223645894	0	0.000121322414316045	8.12413681046389e-05	0	5.69735642661805e-05	0	0.000116040691602522	8.13603449678627e-05	0.000105324135025541	0	7.67224182906245e-05	0	0.000204109402639815	0	0.000192196809532962	8.72143729286586e-05	0.000126071608673727	0	7.63941940412529e-05	0.000130081300813008	4.8344210780759e-05	0	6.3335233390335e-05	3.26498628705759e-05	0	0	0	0	0	0	0	9.12034292489398e-05	0	0	0	0	0	0	0	0.000448833034111311	0	0	3.85981164119191e-05	0	0	0	0	0	0	3.14080216087189e-05	0	5.9028392656868e-05	0	0	0	0	0	0	0	0	0	5.41682465738584e-05	7.36811081638668e-05	0	0	0	0	0	0	0	0	0
Dysgonomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78881333205632e-05	0.00674536256323777	0.000294290759270159	0	0	0	0	0	0	0	8.80126738250308e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9028392656868e-05	0	0	0	0	0	0	0	0	0	0	7.36811081638668e-05	3.54245633922562e-05	0	0	0	0	0	0	0	0
Echinicola	0	0	0	0	0	0	0	0	0	0	0	0	9.58588957055215e-05	0	0	0	0	0	4.60447555023483e-05	0	0	0	0	0	0.00077360461068348	0	0	0	7.67224182906245e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edaphobacter	0.000156604807767598	3.73636227768644e-05	7.78634275480807e-05	0	0	4.43951165371809e-05	0	3.95335046451868e-05	6.29069291982512e-05	0	0	0	0	0	0	3.57845768473788e-05	0	0	9.20895110046966e-05	0.000181983621474067	8.12413681046389e-05	0	0	0	0	0	0	8.86917960088692e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.3335233390335e-05	0	0	0	0	0	0	0	0	4.56017146244699e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14080216087189e-05	0	0	8.38926174496644e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elioraea	0	0	0	0	0	0	0	0	0	6.14062020264047e-05	0	7.36377025036819e-05	0	6.98714365567356e-05	7.08842814105972e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74248316418477e-05	0.000118056785313736	0.000167785234899329	0	0	0	8.91027354539784e-05	0	0	6.47668393782383e-05	0	0	0	0	0	0	0	6.43542055473325e-05	0	0.000101096901379973	5.7415169087673e-05	0
Elstera	3.91512019418996e-05	3.73636227768644e-05	0	7.53012048192771e-05	0	4.43951165371809e-05	0	0	0	0	0	0	0	0	3.54421407052986e-05	0	0	0	4.60447555023483e-05	0.000121322414316045	8.12413681046389e-05	0.000133782843688125	0	6.01539942252166e-05	3.8680230534174e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.50406504065041e-05	4.8344210780759e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.97666068222621e-05	9.64785335262904e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0875388080599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008137800081378	0.00124509146633464	0.00103054150271688	0.000735726898175397	0.000934891485809683	0.00127368253462824	0.00115785411038209	0.000820830863240458	0.000905045629383815	0.000924519580003962	0.000525279054497702	0.00132019010737546	0.000895182291666667	0.00155724940578641	0.00109289617486339	0.00107719928186715	0.000964785335262904	0.000844918964590214	0.000733364211826463	0.00118866803143367	0.000776263584612731	0.000621589888804475	0.000721761097076868	0.000803535556448373	0.000705633305892038	0.000439712302522064	0.000521673148060324	0.000413198748598076	0.000503355704697987	0.000640461132015051	0.00112443778110945	0.00115663237353138	0.000712821883631828	0.00053883457778462	0.000425597771415306	0.00123056994818653	0.00138520838352204	0.000758355452034018	0.000957854406130268	0.000425094760707074	0.000604521823237819	0.000349577011815703	0.000943663300934227	0.000643542055473325	0.00079078174423859	0.000758226760349795	0.000746397198139749	0.000323815130997939
Ensifer	0	3.73636227768644e-05	7.78634275480807e-05	0	0	0	0	3.95335046451868e-05	3.14534645991256e-05	0	0	7.36377025036819e-05	0	0	3.54421407052986e-05	7.15691536947576e-05	0.000128700128700129	5.824111822947e-05	0	0.000121322414316045	0	0	0.000227894257064722	0.00018046198267565	3.8680230534174e-05	0.000162720689935725	0	8.86917960088692e-05	7.67224182906245e-05	0.000297459694211434	0.0041502245203429	0.00076530612244898	0.000256262412710616	0.000494214779929066	6.30358043368633e-05	6.62866233594061e-05	0.000152788388082506	0	0	5.32907007727152e-05	6.3335233390335e-05	6.52997257411519e-05	0.0001356300013563	0.000622545733167321	0.000281056773468241	0.000220718069452619	0	0	9.6487842531841e-05	4.56017146244699e-05	0.000377102345576589	0.000726408241431685	0.000525279054497702	0.000352050695300123	0.00048828125	0.00065568396033112	0.000273224043715847	0.000538599640933573	0.000192957067052581	0	0	0	0	0	0	6.69612963706977e-05	0	0	0	0	0	8.00576415018814e-05	0	0	0	0	0	0	0	0	0	0	0	0.000139830804726281	0.000188732660186845	0	0	5.05484506899864e-05	0.000114830338175346	0
Erysipelatoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018737118231216	0.000294290759270159	0	0	0	0.00018240685849788	0.000226261407345954	0.000264148451429703	0.000853578463558766	8.80126738250308e-05	0.000162760416666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00576415018814e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43542055473325e-05	0	0	0	0
Erysipelothrix	0.000234907211651398	0	0	0	0	4.43951165371809e-05	5.75705238917674e-05	7.90670092903736e-05	6.29069291982512e-05	0	8.72828838264816e-05	0.000147275405007364	0.00129409509202454	0.00468138624930129	0.00701754385964912	0.000787260690642333	0.00302445302445302	0.00390215492137449	0.00027626853301409	0.000181983621474067	8.12413681046389e-05	2.67565687376251e-05	0.000227894257064722	0.000120307988450433	0.000232081383205044	0.000488162069807176	5.26620675127706e-05	0	7.67224182906245e-05	0.00178475816526861	0.00027214587018642	0.00038265306122449	0.000192196809532962	0.000174428745857317	0.000126071608673727	0.000397719740156436	0.000229182582123759	6.50406504065041e-05	0	0.0035171862509992	9.50028500855026e-05	0.000816246571764399	0.0001356300013563	4.78881333205632e-05	9.36855911560802e-05	0.000147145379635079	0.00013355592654424	7.96051584142652e-05	0	0	0	0	6.56598818122127e-05	0	0	0.00065568396033112	0.000341530054644809	0	9.64785335262904e-05	0.000153621629925494	0.000578971746178786	0.000198111338572278	0.000431257547007073	0.00469645693763381	0.000721761097076868	0.00254452926208651	0.00205809714218511	0.00323502622569804	0.000284548989851086	0.000236113570627472	0	0.0021615563205508	0.0029047976011994	0.00243501552322396	0.00151474650271763	0.0189361865907166	0.00069643271686141	0.00136010362694301	0.00018067935437244	0.000108336493147717	0.000147362216327734	0.000389670197314818	0.000926933462297989	0.000489407816541984	0	0.00077225046656799	0.000508359692724808	0.000101096901379973	0.000287075845438365	0.000147188695908154
Erysipelotrichaceae UCG-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238815475242796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erythrobacter	0.000156604807767598	0.000186818113884322	0.000155726855096161	0.000225903614457831	0.000113378684807256	0.000133185349611543	0.00023028209556707	0.000158134018580747	0.000157267322995628	0.000184218606079214	8.72828838264816e-05	0.000368188512518409	0.00153374233128834	0.000489100055897149	0.000567074251284778	0.00139559849704777	0.000772200772200772	0.00104834012813046	9.20895110046966e-05	0.000424628450106157	0.000324965472418556	0.000133782843688125	0.000370328167730173	0.000360923965351299	0.00058020345801261	0.000406801724839313	0	0.000177383592017738	0.000230167254871874	0.00101136296031888	0.00285753163695741	0.00102040816326531	0.00634249471458774	0.00156985871271586	0.00176500252143217	0.00225374519421981	0.00183346065699007	0.00123577235772358	0.000435097897026831	0.00943245403677058	0.0569383748179112	0.0323560141047408	0.0099009900990099	0.00498036586533857	0.000843170320404722	0.00684226015303119	0.00173622704507513	0.00350262697022767	0.00241219606329602	0.00141365315335857	0.00256429594992081	0.00264148451429704	0.00433355219960604	0.00167224080267559	0.00105794270833333	0.00270469633636587	0.00539617486338798	0.00529622980251346	0.000482392667631452	0.00023043244488824	0.000115794349235757	0.000198111338572278	0.000172503018802829	0.000414393259202984	0.000721761097076868	0.000803535556448373	0.000764436081383041	0.000251264172869751	9.48496632836953e-05	5.9028392656868e-05	0.000251677852348993	0.00112080698102634	0.000468515742128936	0.000365252328483594	0.000267308206361935	0.000153952736509891	0.000502979184399907	0.00123056994818653	0.000722717417489762	0.000433345972590867	0.002210433244916	0.000141698253569025	0.000161205819530085	0.00132839264489967	0.000660564310653959	0.000386125233283995	0.000508359692724808	0.000303290704139918	0.000229660676350692	0.000176626435089785
Euzebya	3.91512019418996e-05	3.73636227768644e-05	7.78634275480807e-05	0	0	4.43951165371809e-05	0.000115141047783535	7.90670092903736e-05	0	6.14062020264047e-05	8.72828838264816e-05	7.36377025036819e-05	0.00067101226993865	0.000768585802124092	0.00301258195995038	0.000322061191626409	6.43500643500643e-05	0.00052417006406523	4.60447555023483e-05	0.000121322414316045	8.12413681046389e-05	2.67565687376251e-05	0.000227894257064722	0.000421077959576516	0.00286233705952887	0.00162720689935725	5.26620675127706e-05	8.86917960088692e-05	0.00161117078410311	0.000475935510738295	6.8036467546605e-05	0.000127551020408163	0.000256262412710616	0.000116285830571545	0.00018910741301059	6.62866233594061e-05	7.63941940412529e-05	0.000130081300813008	4.8344210780759e-05	0	6.3335233390335e-05	0	0	0	0	0.000147145379635079	0	0	0	0	0	0	6.56598818122127e-05	0	0	0	0	0	9.64785335262904e-05	0	0	0	0	0.000828786518405967	0.00060146758089739	0	5.88027754910032e-05	0	0	5.9028392656868e-05	8.38926174496644e-05	0.000240172924505644	0.000187406296851574	0.000182626164241797	0.000267308206361935	7.69763682549457e-05	0	0.000129533678756477	6.02264514574801e-05	0	7.36811081638668e-05	0	4.03014548825213e-05	0	0	6.43542055473325e-05	0	5.05484506899864e-05	0	2.94377391816309e-05
Exiguobacterium	0.000234907211651398	0.000186818113884322	0.000233590282644242	0.000451807228915663	0.000680272108843537	0.000399556048834628	0.000287852619458837	0.000355801541806681	9.43603937973768e-05	0.000307031010132023	0.000698263070611853	0.000368188512518409	0.000383435582822086	0.0138345444382336	0.00184299131667553	0.000429414922168545	0.00836550836550837	0.00040768782760629	0.000184179022009393	0.00048528965726418	0.000487448208627833	0.000321078824851501	0.000313354603463993	0.000421077959576516	0.000541523227478436	0.000488162069807176	0.000210648270051082	0.000354767184035477	0.000306889673162498	0.000475935510738295	0.000612328207919445	0.000446428571428571	0.00102504965084246	0.000523286237571952	0.000315179021684317	0.00119315922046931	0.0053475935828877	0.000780487804878049	0.000435097897026831	0.0138022915001332	0.00883526505795174	0.0102520569413608	0.0056964600569646	9.57762666411263e-05	9.36855911560802e-05	0.000147145379635079	0	0.000238815475242796	0.000482439212659205	0.000638424004742578	0.000678784222037861	0.00244337317572476	0.000262639527248851	0.000264038021475092	0.000732421875	0.00016392099008278	0.000546448087431694	0.000448833034111311	0.000192957067052581	0.000307243259850987	0.000231588698471515	0.000198111338572278	0.000345006037605658	0.000276262172801989	0.000300733790448695	0.000334806481853489	0.000117605550982006	0.000314080216087189	0.000237124158209238	0.000413198748598076	0	0.000400288207509407	0.000187406296851574	0.000304376940402995	0.000178205470907957	0.000153952736509891	0.000232144238953803	0.000518134715025907	0.000602264514574801	0.000270841232869292	0.000442086648983201	0.000531368450883843	0.075847338088905	0.00153813885198909	0.00132112862130792	0.00128708411094665	0.000225937641211026	0.000252742253449932	0.00206694608715623	5.88754783632617e-05
Fastidiosipila	0.000508965625244695	0.000112090868330593	0.000155726855096161	0.000150602409638554	0.000170068027210884	0.000177580466148724	5.75705238917674e-05	0.000158134018580747	0.000345988110590382	0.000245624808105619	0.000610980186785371	0.000294550810014728	0.00062308282208589	0.00139742873113471	0.00141768562821194	0.000143138307389515	6.43500643500643e-05	0.00017472335468841	0.000184179022009393	0.000363967242948135	0	0.000160539412425751	8.54603463992707e-05	0.000481231953801732	0.000116040691602522	0.000244081034903588	0.000157986202538312	0.000443458980044346	7.67224182906245e-05	0.000118983877684574	0.00027214587018642	0.00038265306122449	0.000576590428598885	0.000581429152857724	0.000126071608673727	0.000198859870078218	7.63941940412529e-05	0.000130081300813008	0.000145032632342277	0.000586197708499867	6.3335233390335e-05	0.000130599451482304	0.0002712600027126	0.000526769466526195	0.00103054150271688	0.00191288993525603	0.000801335559265442	7.96051584142652e-05	0.000675414897722887	0.00109444115098728	0.000377102345576589	0.000198111338572278	0.000131319763624425	0.000176025347650062	0.000162760416666667	0	0.000478142076502732	0.000179533213644524	0.000192957067052581	0.000384054074813734	0.000964952910297977	0.000858482467146536	0.00103501811281697	0.000207196629601492	0.000541320822807651	0.00140618722378465	0.000646830530401035	0.00411445083074217	0.000569097979702172	0.00059028392656868	0.00109060402684564	0.000400288207509407	0.000843328335832084	0.00121750776161198	0.00338590394725118	0.00307905473019783	0.00274704016095334	0	0.00114430257769212	0.000595850712312442	0.000884173297966401	0.000389670197314818	0.000765727642767904	0.000349577011815703	0.000660564310653959	0.00148014672758865	0.00107320379575237	0.000606581408279836	0.000516736521789057	0.00156020017662644
Ferribacterium	7.83024038837992e-05	0	0	0	0	0	0.000115141047783535	0.00011860051393556	0	6.14062020264047e-05	0	0	0	0	0	0	6.43500643500643e-05	0	4.60447555023483e-05	0	0	0	0	6.01539942252166e-05	0	0	0	0	0	0	6.8036467546605e-05	0	0	0	0	0	7.63941940412529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.80126738250308e-05	0	8.19604950413901e-05	6.83060109289617e-05	0	0.000192957067052581	7.68108149627468e-05	3.85981164119191e-05	0	0	0	6.0146758089739e-05	6.69612963706977e-05	5.88027754910032e-05	3.14080216087189e-05	0.000237124158209238	0	8.38926174496644e-05	0	0.000468515742128936	6.0875388080599e-05	8.91027354539784e-05	0.00115464552382419	0.000232144238953803	0.000129533678756477	0	0.000270841232869292	0	0	4.03014548825213e-05	6.99154023631406e-05	0.000377465320373691	0.000128708411094665	0	5.05484506899864e-05	0.000229660676350692	0.000412128348542832
Ferrimonas	0	0	0	0	0	0	0	0	0	6.14062020264047e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164671606814871	0.000685647120282095	0	0	0	0	0	0	0	0	0.000226261407345954	0.000198111338572278	0.000590938936309915	0.000176025347650062	0.000244140625	8.19604950413901e-05	0	0	0	0	0	0	0	0	6.0146758089739e-05	0	0	0	0	0	8.38926174496644e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7415169087673e-05	0
Ferritrophicum	3.91512019418996e-05	3.73636227768644e-05	7.78634275480807e-05	0	0.000113378684807256	0	0.000172711571675302	0.000197667523225934	6.29069291982512e-05	0.000122812404052809	0	0	0	0	0	0	0	0	0	0	0	0	5.69735642661805e-05	0	0.000116040691602522	0.000162720689935725	0	0	0	0	6.8036467546605e-05	0	6.40656031776539e-05	0.000552357695214838	0.00018910741301059	6.62866233594061e-05	0	6.50406504065041e-05	0	0	3.16676166951675e-05	0	0	0	0	0	0	0	0	0	7.54204691153179e-05	0	6.56598818122127e-05	0	0	0	0	0	0.00154365653642065	0.000691297334664721	7.71962328238382e-05	0	0	0	6.0146758089739e-05	6.69612963706977e-05	0	3.14080216087189e-05	0.000142274494925543	5.9028392656868e-05	0.000167785234899329	0	0	0	0	0	0	0	6.02264514574801e-05	0.000216672986295434	0	0	8.06029097650425e-05	0	0	0	0	0	0	0.000235501913453047
