SampleID	TargetReads	ExpectedObserved	Group	GroupLabel
S1	7000	2105.914421568251	IW	Inland wetland
S2	7000	2029.59587174905	IW	Inland wetland
S3	7000	1935.7516614815781	IW	Inland wetland
S4	7000	1842.3025155130374	IW	Inland wetland
S5	7000	1680.3353221044263	IW	Inland wetland
S6	7000	1625.785924511419	IW	Inland wetland
S7	7000	1758.9666759216864	IW	Inland wetland
S9	7000	2072.254757434907	IW	Inland wetland
S10	7000	1444.6329188961859	IW	Inland wetland
S11	7000	1554.88191741069	IW	Inland wetland
S12	7000	1591.3028412927779	IW	Inland wetland
S13	7000	1716.8960253383232	IW	Inland wetland
S15	7000	1870.2673827149613	IW	Inland wetland
S16	7000	1953.3508901906482	IW	Inland wetland
S17	7000	1797.1337398952426	IW	Inland wetland
S18	7000	2069.8741858364247	IW	Inland wetland
S19	7000	2106.0685939816003	IW	Inland wetland
S20	7000	2205.7502088155957	IW	Inland wetland
S22	7000	1859.0546854885258	IW	Inland wetland
S23	7000	2007.0688862789439	IW	Inland wetland
S24	7000	1867.136438929852	IW	Inland wetland
S25	7000	1578.3912365837634	IW	Inland wetland
S26	7000	1933.5247178595691	IW	Inland wetland
S27	7000	2122.12411294204	IW	Inland wetland
S28	7000	1831.4773973548197	IW	Inland wetland
S30	7000	2154.452814849775	IW	Inland wetland
S34	7000	2020.2981179691155	IW	Inland wetland
S35	7000	2038.3808620112757	IW	Inland wetland
S36	7000	1547.6565662795335	IW	Inland wetland
S37	7000	2368.0413999655175	IW	Inland wetland
S61	7000	1806.5550051806738	CW	Coastal wetland
S62	7000	1868.646212651533	CW	Coastal wetland
S63	7000	1975.1357719904443	CW	Coastal wetland
S65	7000	1851.8342005688266	CW	Coastal wetland
S85	7000	1753.8618703074608	CW	Coastal wetland
S86	7000	2079.3036735492847	CW	Coastal wetland
S87	7000	1710.905155179684	CW	Coastal wetland
S88	7000	1885.9027802886806	CW	Coastal wetland
S89	7000	1403.9463670809778	CW	Coastal wetland
S112	7000	1921.3151706654237	CW	Coastal wetland
S113	7000	1196.1657694551945	CW	Coastal wetland
S114	7000	1377.7396857444862	CW	Coastal wetland
S161	7000	1829.6879258339222	CW	Coastal wetland
S162	7000	1791.9849987116672	CW	Coastal wetland
S164	7000	1720.506967859415	CW	Coastal wetland
S165	7000	1935.7380553303094	CW	Coastal wetland
S166	7000	1849.9631916335945	CW	Coastal wetland
S167	7000	2158.4174410211217	CW	Coastal wetland
S168	7000	2190.7799493384023	CW	Coastal wetland
S169	7000	2029.455414673156	CW	Coastal wetland
S170	7000	1709.4582412464513	CW	Coastal wetland
S171	7000	1702.9537651236828	CW	Coastal wetland
S172	7000	1761.2932279542958	CW	Coastal wetland
S173	7000	1870.6810514347987	CW	Coastal wetland
S174	7000	1692.69476051327	CW	Coastal wetland
S175	7000	1695.2072762034097	CW	Coastal wetland
S176	7000	1690.9839299867476	CW	Coastal wetland
S177	7000	1622.8069468516924	CW	Coastal wetland
S179	7000	2300.2576859203373	CW	Coastal wetland
S182	7000	2137.069312030626	CW	Coastal wetland
S187	7000	1644.816462691089	TW	Tibetan Plateau
S188	7000	1524.5730775682675	TW	Tibetan Plateau
S191	7000	1572.8587798769247	TW	Tibetan Plateau
S194	7000	1242.649181696931	TW	Tibetan Plateau
S196	7000	1446.0439381853923	TW	Tibetan Plateau
S197	7000	2423.791771179866	TW	Tibetan Plateau
S198	7000	2366.4396858725054	TW	Tibetan Plateau
S201	7000	2162.8610286081694	TW	Tibetan Plateau
S202	7000	1542.8021930380921	TW	Tibetan Plateau
S203	7000	1439.889677412922	TW	Tibetan Plateau
S204	7000	1953.8391695459268	TW	Tibetan Plateau
S205	7000	1807.5852417834321	TW	Tibetan Plateau
S206	7000	1817.6865546548258	TW	Tibetan Plateau
S207	7000	1735.219592714977	TW	Tibetan Plateau
S208	7000	1800.4848153644416	TW	Tibetan Plateau
S209	7000	1867.7327163353855	TW	Tibetan Plateau
S210	7000	2111.9468840908794	TW	Tibetan Plateau
S213	7000	2324.2745952741425	TW	Tibetan Plateau
S214	7000	2006.4044384510426	TW	Tibetan Plateau
S215	7000	1833.4315542636305	TW	Tibetan Plateau
S216	7000	1538.4823582082256	TW	Tibetan Plateau
S217	7000	1738.0035705185207	TW	Tibetan Plateau
S218	7000	2122.2020338235798	TW	Tibetan Plateau
S219	7000	2112.8489240600343	TW	Tibetan Plateau
S220	7000	2177.417416467717	TW	Tibetan Plateau
S221	7000	2100.7330844464445	TW	Tibetan Plateau
S222	7000	1815.8210876352166	TW	Tibetan Plateau
S223	7000	1586.2841899269586	TW	Tibetan Plateau
S224	7000	2284.0371528320766	TW	Tibetan Plateau
S225	7000	1845.404516444005	TW	Tibetan Plateau
S1	8000	2269.022136787344	IW	Inland wetland
S2	8000	2182.2203374652167	IW	Inland wetland
S3	8000	2086.677830338317	IW	Inland wetland
S4	8000	1987.3481366212584	IW	Inland wetland
S5	8000	1823.5384270628251	IW	Inland wetland
S6	8000	1758.6866526500778	IW	Inland wetland
S7	8000	1896.4803761599355	IW	Inland wetland
S9	8000	2230.0198366510226	IW	Inland wetland
S10	8000	1561.0658001354907	IW	Inland wetland
S11	8000	1684.442506211103	IW	Inland wetland
S12	8000	1724.1831699675122	IW	Inland wetland
S13	8000	1863.5142512639932	IW	Inland wetland
S15	8000	2009.789570361915	IW	Inland wetland
S16	8000	2106.5217493254263	IW	Inland wetland
S17	8000	1937.566004627692	IW	Inland wetland
S18	8000	2225.3362497769153	IW	Inland wetland
S19	8000	2265.618939813855	IW	Inland wetland
S20	8000	2381.5830886637486	IW	Inland wetland
S22	8000	2006.3805313592213	IW	Inland wetland
S23	8000	2164.862871228797	IW	Inland wetland
S24	8000	2020.8094048608261	IW	Inland wetland
S25	8000	1700.3196073347315	IW	Inland wetland
S26	8000	2078.366516875213	IW	Inland wetland
S27	8000	2292.8475344232625	IW	Inland wetland
S28	8000	1984.2619178937193	IW	Inland wetland
S30	8000	2330.386986592014	IW	Inland wetland
S34	8000	2168.7587698344223	IW	Inland wetland
S35	8000	2190.096272856496	IW	Inland wetland
S36	8000	1687.102276015582	IW	Inland wetland
S37	8000	2550.981055373519	IW	Inland wetland
S61	8000	1957.9090740164252	CW	Coastal wetland
S62	8000	2027.2976710764522	CW	Coastal wetland
S63	8000	2133.0331555766084	CW	Coastal wetland
S65	8000	2005.1760770261355	CW	Coastal wetland
S85	8000	1905.9784630937352	CW	Coastal wetland
S86	8000	2256.789212645191	CW	Coastal wetland
S87	8000	1865.321424931822	CW	Coastal wetland
S88	8000	2042.4421257350264	CW	Coastal wetland
S89	8000	1535.9356564428808	CW	Coastal wetland
S112	8000	2087.1707310491406	CW	Coastal wetland
S113	8000	1315.2738800516006	CW	Coastal wetland
S114	8000	1501.8770311651488	CW	Coastal wetland
S161	8000	1966.9937786233818	CW	Coastal wetland
S162	8000	1922.782228785762	CW	Coastal wetland
S164	8000	1842.4677343650662	CW	Coastal wetland
S165	8000	2079.4812374928165	CW	Coastal wetland
S166	8000	1985.203747805018	CW	Coastal wetland
S167	8000	2318.836769165702	CW	Coastal wetland
S168	8000	2357.9408600705337	CW	Coastal wetland
S169	8000	2182.3687495610025	CW	Coastal wetland
S170	8000	1834.5158961902146	CW	Coastal wetland
S171	8000	1832.6214196293563	CW	Coastal wetland
S172	8000	1891.6004325201964	CW	Coastal wetland
S173	8000	2008.1836867601135	CW	Coastal wetland
S174	8000	1818.364537828816	CW	Coastal wetland
S175	8000	1816.0816808397021	CW	Coastal wetland
S176	8000	1817.8352897722266	CW	Coastal wetland
S177	8000	1741.8361661143938	CW	Coastal wetland
S179	8000	2473.0081648354394	CW	Coastal wetland
S182	8000	2290.9274057554694	CW	Coastal wetland
S187	8000	1771.7799612823626	TW	Tibetan Plateau
S188	8000	1643.2136295032305	TW	Tibetan Plateau
S191	8000	1694.5168098252432	TW	Tibetan Plateau
S194	8000	1344.0337204523894	TW	Tibetan Plateau
S196	8000	1563.6507727346843	TW	Tibetan Plateau
S197	8000	2607.6986502237432	TW	Tibetan Plateau
S198	8000	2545.6547238598846	TW	Tibetan Plateau
S201	8000	2327.291966963541	TW	Tibetan Plateau
S202	8000	1665.2166861029154	TW	Tibetan Plateau
S203	8000	1556.3191148780413	TW	Tibetan Plateau
S204	8000	2095.988346952141	TW	Tibetan Plateau
S205	8000	1949.1435250340448	TW	Tibetan Plateau
S206	8000	1952.779143596503	TW	Tibetan Plateau
S207	8000	1866.0065243854153	TW	Tibetan Plateau
S208	8000	1941.8896390961388	TW	Tibetan Plateau
S209	8000	2007.8332708288926	TW	Tibetan Plateau
S210	8000	2269.0625414617793	TW	Tibetan Plateau
S213	8000	2496.9951847414986	TW	Tibetan Plateau
S214	8000	2160.945050345861	TW	Tibetan Plateau
S215	8000	1967.4947634470295	TW	Tibetan Plateau
S216	8000	1653.5049899111516	TW	Tibetan Plateau
S217	8000	1867.6273759668297	TW	Tibetan Plateau
S218	8000	2287.2391337839076	TW	Tibetan Plateau
S219	8000	2272.477372723352	TW	Tibetan Plateau
S220	8000	2339.1504871398556	TW	Tibetan Plateau
S221	8000	2260.8917018206253	TW	Tibetan Plateau
S222	8000	1961.3392589307891	TW	Tibetan Plateau
S223	8000	1715.0341532354237	TW	Tibetan Plateau
S224	8000	2454.955344289378	TW	Tibetan Plateau
S225	8000	1981.7761038871304	TW	Tibetan Plateau
S1	9000	2420.0788868015543	IW	Inland wetland
S2	9000	2323.356517741053	IW	Inland wetland
S3	9000	2227.2512101390835	IW	Inland wetland
S4	9000	2122.853181947803	IW	Inland wetland
S5	9000	1958.0862973996423	IW	Inland wetland
S6	9000	1883.3834199862918	IW	Inland wetland
S7	9000	2024.641418477434	IW	Inland wetland
S9	9000	2376.2319136935303	IW	Inland wetland
S10	9000	1670.6121526579248	IW	Inland wetland
S11	9000	1806.4516358937792	IW	Inland wetland
S12	9000	1849.0660664874902	IW	Inland wetland
S13	9000	2001.6217223366127	IW	Inland wetland
S15	9000	2139.5686762604014	IW	Inland wetland
S16	9000	2249.2657699790875	IW	Inland wetland
S17	9000	2068.956193953173	IW	Inland wetland
S18	9000	2369.3043461740695	IW	Inland wetland
S19	9000	2413.3087179654917	IW	Inland wetland
S20	9000	2545.225291004112	IW	Inland wetland
S22	9000	2144.0082931433667	IW	Inland wetland
S23	9000	2311.741915280971	IW	Inland wetland
S24	9000	2164.731978455067	IW	Inland wetland
S25	9000	1814.4174012881879	IW	Inland wetland
S26	9000	2212.306555112871	IW	Inland wetland
S27	9000	2451.6529004309996	IW	Inland wetland
S28	9000	2127.7181161459457	IW	Inland wetland
S30	9000	2494.1664754570556	IW	Inland wetland
S34	9000	2306.167002978793	IW	Inland wetland
S35	9000	2330.554232722147	IW	Inland wetland
S36	9000	1819.2099407764165	IW	Inland wetland
S37	9000	2720.2672310315756	IW	Inland wetland
S61	9000	2100.266192860869	CW	Coastal wetland
S62	9000	2176.021681533049	CW	Coastal wetland
S63	9000	2280.109865881625	CW	Coastal wetland
S65	9000	2148.6689979937555	CW	Coastal wetland
S85	9000	2049.3348967084494	CW	Coastal wetland
S86	9000	2423.322365608811	CW	Coastal wetland
S87	9000	2010.9658241485106	CW	Coastal wetland
S88	9000	2189.615653083305	CW	Coastal wetland
S89	9000	1661.31527447869	CW	Coastal wetland
S112	9000	2242.743450888681	CW	Coastal wetland
S113	9000	1428.9175195616035	CW	Coastal wetland
S114	9000	1619.1798128144471	CW	Coastal wetland
S161	9000	2094.278871267042	CW	Coastal wetland
S162	9000	2044.2733345401575	CW	Coastal wetland
S164	9000	1955.4059928993313	CW	Coastal wetland
S165	9000	2213.111360646771	CW	Coastal wetland
S166	9000	2110.43422453279	CW	Coastal wetland
S167	9000	2467.0376847489238	CW	Coastal wetland
S168	9000	2512.376713577562	CW	Coastal wetland
S169	9000	2323.453289390149	CW	Coastal wetland
S170	9000	1950.928596360529	CW	Coastal wetland
S171	9000	1953.4375624134295	CW	Coastal wetland
S172	9000	2012.8939290211672	CW	Coastal wetland
S173	9000	2135.5867658379966	CW	Coastal wetland
S174	9000	1935.181683786113	CW	Coastal wetland
S175	9000	1928.5732571539163	CW	Coastal wetland
S176	9000	1935.6753404376718	CW	Coastal wetland
S177	9000	1852.5053657425826	CW	Coastal wetland
S179	9000	2631.5832462040808	CW	Coastal wetland
S182	9000	2432.0579307878893	CW	Coastal wetland
S187	9000	1890.0378657194428	TW	Tibetan Plateau
S188	9000	1754.1053168128967	TW	Tibetan Plateau
S191	9000	1807.9825307459196	TW	Tibetan Plateau
S194	9000	1439.4745605348583	TW	Tibetan Plateau
S196	9000	1673.9453934501544	TW	Tibetan Plateau
S197	9000	2776.767893149669	TW	Tibetan Plateau
S198	9000	2710.58843556661	TW	Tibetan Plateau
S201	9000	2479.0590747780598	TW	Tibetan Plateau
S202	9000	1779.3214373600658	TW	Tibetan Plateau
S203	9000	1665.5371840020273	TW	Tibetan Plateau
S204	9000	2227.132050993352	TW	Tibetan Plateau
S205	9000	2080.400583569682	TW	Tibetan Plateau
S206	9000	2077.8294355160156	TW	Tibetan Plateau
S207	9000	1987.01831161147	TW	Tibetan Plateau
S208	9000	2073.251479249712	TW	Tibetan Plateau
S209	9000	2137.475416888046	TW	Tibetan Plateau
S210	9000	2413.6904201830203	TW	Tibetan Plateau
S213	9000	2655.5899602744707	TW	Tibetan Plateau
S214	9000	2304.1667870537485	TW	Tibetan Plateau
S215	9000	2091.182655285212	TW	Tibetan Plateau
S216	9000	1760.4052652145954	TW	Tibetan Plateau
S217	9000	1987.5314104510385	TW	Tibetan Plateau
S218	9000	2439.534418912503	TW	Tibetan Plateau
S219	9000	2419.5524697089522	TW	Tibetan Plateau
S220	9000	2487.552151044418	TW	Tibetan Plateau
S221	9000	2408.564821526359	TW	Tibetan Plateau
S222	9000	2096.3976954585332	TW	Tibetan Plateau
S223	9000	1834.547392201946	TW	Tibetan Plateau
S224	9000	2611.921615708685	TW	Tibetan Plateau
S225	9000	2107.9480122893597	TW	Tibetan Plateau
S1	10000	2560.9334258558542	IW	Inland wetland
S2	10000	2454.8779157968816	IW	Inland wetland
S3	10000	2359.087888051381	IW	Inland wetland
S4	10000	2250.3494205065554	IW	Inland wetland
S5	10000	2085.1799450119315	IW	Inland wetland
S6	10000	2001.0739890186003	IW	Inland wetland
S7	10000	2144.8793493760313	IW	Inland wetland
S9	10000	2512.743416415061	IW	Inland wetland
S10	10000	1774.311874405867	IW	Inland wetland
S11	10000	1922.052161864597	IW	Inland wetland
S12	10000	1967.166485642202	IW	Inland wetland
S13	10000	2132.416504955406	IW	Inland wetland
S15	10000	2261.181292453179	IW	Inland wetland
S16	10000	2383.2629124722234	IW	Inland wetland
S17	10000	2192.7019147318924	IW	Inland wetland
S18	10000	2503.689984264893	IW	Inland wetland
S19	10000	2551.0694107663157	IW	Inland wetland
S20	10000	2698.61778457676	IW	Inland wetland
S22	10000	2273.4065573036964	IW	Inland wetland
S23	10000	2449.387210315908	IW	Inland wetland
S24	10000	2300.3938960403893	IW	Inland wetland
S25	10000	1921.8935373320346	IW	Inland wetland
S26	10000	2337.087485555662	IW	Inland wetland
S27	10000	2600.32818893778	IW	Inland wetland
S28	10000	2263.1773361405176	IW	Inland wetland
S30	10000	2647.578029371065	IW	Inland wetland
S34	10000	2434.339963632141	IW	Inland wetland
S35	10000	2461.561353225484	IW	Inland wetland
S36	10000	1944.902188307264	IW	Inland wetland
S37	10000	2878.0419369656543	IW	Inland wetland
S61	10000	2234.9568089227623	CW	Coastal wetland
S62	10000	2316.2525734159535	CW	Coastal wetland
S63	10000	2417.9642415916005	CW	Coastal wetland
S65	10000	2283.795871262619	CW	Coastal wetland
S85	10000	2185.2185998214864	CW	Coastal wetland
S86	10000	2580.446001529231	CW	Coastal wetland
S87	10000	2149.040267678749	CW	Coastal wetland
S88	10000	2328.7307681754332	CW	Coastal wetland
S89	10000	1780.9416032067782	CW	Coastal wetland
S112	10000	2389.4350187130103	CW	Coastal wetland
S113	10000	1537.7467069040756	CW	Coastal wetland
S114	10000	1730.5765893135392	CW	Coastal wetland
S161	10000	2213.133125979011	CW	Coastal wetland
S162	10000	2157.9576068011875	CW	Coastal wetland
S164	10000	2060.74668632095	CW	Coastal wetland
S165	10000	2338.3129348893717	CW	Coastal wetland
S166	10000	2227.2468560663156	CW	Coastal wetland
S167	10000	2604.983037547293	CW	Coastal wetland
S168	10000	2656.0639255552146	CW	Coastal wetland
S169	10000	2454.58460048931	CW	Coastal wetland
S170	10000	2060.207223421906	CW	Coastal wetland
S171	10000	2066.822296262447	CW	Coastal wetland
S172	10000	2126.6205048850693	CW	Coastal wetland
S173	10000	2254.5119934498857	CW	Coastal wetland
S174	10000	2044.6407410591792	CW	Coastal wetland
S175	10000	2034.126561240543	CW	Coastal wetland
S176	10000	2045.9594885895453	CW	Coastal wetland
S177	10000	1956.1465020487335	CW	Coastal wetland
S179	10000	2778.1553508449015	CW	Coastal wetland
S182	10000	2562.642883454849	CW	Coastal wetland
S187	10000	2000.961536642587	TW	Tibetan Plateau
S188	10000	1858.4799918863687	TW	Tibetan Plateau
S191	10000	1914.469793134378	TW	Tibetan Plateau
S194	10000	1529.8676534426922	TW	Tibetan Plateau
S196	10000	1777.9769190879035	TW	Tibetan Plateau
S197	10000	2933.3168020013227	TW	Tibetan Plateau
S198	10000	2863.473375650173	TW	Tibetan Plateau
S201	10000	2620.1287151963356	TW	Tibetan Plateau
S202	10000	1886.338378267937	TW	Tibetan Plateau
S203	10000	1768.6354177904684	TW	Tibetan Plateau
S204	10000	2349.054968693307	TW	Tibetan Plateau
S205	10000	2202.8862045702945	TW	Tibetan Plateau
S206	10000	2194.557914960479	TW	Tibetan Plateau
S207	10000	2099.781378161374	TW	Tibetan Plateau
S208	10000	2196.2073156094393	TW	Tibetan Plateau
S209	10000	2258.356608275814	TW	Tibetan Plateau
S210	10000	2547.802399560163	TW	Tibetan Plateau
S213	10000	2802.278611056452	TW	Tibetan Plateau
S214	10000	2437.8454350119528	TW	Tibetan Plateau
S215	10000	2206.173537653051	TW	Tibetan Plateau
S216	10000	1860.5024180790338	TW	Tibetan Plateau
S217	10000	2099.2685205557304	TW	Tibetan Plateau
S218	10000	2581.072603277741	TW	Tibetan Plateau
S219	10000	2556.0433842161715	TW	Tibetan Plateau
S220	10000	2624.743285557589	TW	Tibetan Plateau
S221	10000	2545.667376884237	TW	Tibetan Plateau
S222	10000	2222.619333450754	TW	Tibetan Plateau
S223	10000	1946.1995853150133	TW	Tibetan Plateau
S224	10000	2757.1872961025865	TW	Tibetan Plateau
S225	10000	2225.573381196068	TW	Tibetan Plateau
