FeatureID	FeatureState	TotalReads	PositiveSamples	RawPresence	DetectedSamples	Prevalence	EqualSampleMean	PooledReadFraction	MaximumSampleAbundance	BestRank	BestTaxon	Lineage
OTU_6135	Sampling-limited	2	2	0.022222222222222223	0	0	6.501021869390784e-7	1.2348194385276014e-6	2.943773918163085e-5	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_9870	Persistently rare	230	70	0.7777777777777778	43	0.4777777777777778	1.4183995625981e-4	1.4200423543067416e-4	7.982261640798226e-4	Genus	Mycobacterium	Bacteria > Actinobacteria > Actinobacteria > Corynebacteriales > Mycobacteriaceae > Mycobacterium > Unknown species
OTU_5851	Intermediate	664	67	0.7444444444444445	43	0.4777777777777778	3.84518377964656e-4	4.0996005359116364e-4	0.005126914729657471	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_262	Intermediate	332	68	0.7555555555555555	43	0.4777777777777778	1.9531318456406257e-4	2.0498002679558182e-4	0.0015307624374448043	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_748	Intermediate	277	56	0.6222222222222222	33	0.36666666666666664	1.6573821619101644e-4	1.710224922360728e-4	0.0021053897978825795	Genus	Acidibacter	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Acidibacter > Unknown species
OTU_620	Intermediate	648	83	0.9222222222222223	66	0.7333333333333333	4.046379388698756e-4	4.0008149808294283e-4	0.003718788737382681	Genus	Desulfobacca	Bacteria > Proteobacteria > Deltaproteobacteria > Syntrophobacterales > Syntrophaceae > Desulfobacca > Unknown species
OTU_2229	Intermediate	1061	79	0.8777777777777778	67	0.7444444444444445	6.453371452388491e-4	6.550717121388925e-4	0.00434589800443459	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_2648	Persistently rare	35	23	0.25555555555555554	3	0.03333333333333333	2.0665655852939967e-5	2.1609340174233023e-5	2.736102877468193e-4	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_6283	Sampling-limited	1	1	0.011111111111111112	0	0	8.534534995860751e-7	6.174097192638007e-7	7.681081496274676e-5	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_4691	Intermediate	108	37	0.4111111111111111	13	0.14444444444444443	7.089347650637487e-5	6.668024968049047e-5	0.001927246446639364	Family	Syntrophaceae	Bacteria > Proteobacteria > Deltaproteobacteria > Syntrophobacterales > Syntrophaceae > Unknown genus > Unknown species
OTU_2411	Intermediate	147	54	0.6	27	0.3	9.259288604443789e-5	9.075922873177869e-5	0.0010113629603188767	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
OTU_9401	Persistently rare	51	24	0.26666666666666666	7	0.07777777777777778	3.281325724099712e-5	3.1487895682453836e-5	5.593232189051248e-4	Phylum	Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_1950	Intermediate	202	62	0.6888888888888889	32	0.35555555555555557	1.1512457797553328e-4	1.2471676329128774e-4	0.0011585654852809522	Genus	Rhodoplanes	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Rhodoplanes > Unknown species
OTU_4702	Persistently rare	51	24	0.26666666666666666	10	0.1111111111111111	2.9675713858843578e-05	3.1487895682453836e-5	2.5906735751295336e-4	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
OTU_10769	Persistently rare	10	10	0.1111111111111111	0	0	6.828409349223572e-6	6.174097192638006e-6	9.64785335262904e-5	Family	SBYZ-1154	Bacteria > Planctomycetes > Phycisphaerae > Phycisphaerales > SBYZ-1154 > Unknown genus > Unknown species
OTU_4973	Sampling-limited	3	2	0.022222222222222223	1	0.011111111111111112	2.1592109297809277e-6	1.852229157791402e-6	1.2755102040816328e-4	Family	Nitrospinaceae	Bacteria > Proteobacteria > Deltaproteobacteria > Desulfobacterales > Nitrospinaceae > Unknown genus > Unknown species
OTU_4001	Persistently rare	62	34	0.37777777777777777	11	0.12222222222222222	3.647008934730842e-5	3.8279402594355643e-5	2.3720102787112078e-4	Order	Gaiellales	Bacteria > Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus > Unknown species
OTU_13824	Intermediate	2894	80	0.8888888888888888	61	0.6777777777777778	0.0020049097438844324	0.001786783727549439	0.07127578304048893	Genus	Clostridium sensu stricto 13	Bacteria > Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 13 > Unknown species
OTU_629	Intermediate	194	58	0.6444444444444445	25	0.2777777777777778	1.1976674498965198e-4	1.1977748553717732e-4	0.0018607979960636966	Family	Nannocystaceae	Bacteria > Proteobacteria > Deltaproteobacteria > Myxococcales > Nannocystaceae > Unknown genus > Unknown species
OTU_6532	Persistently rare	41	22	0.24444444444444444	6	0.06666666666666667	2.4966753303997724e-5	2.5313798489815825e-5	3.2496547241855553e-4	Genus	Byssovorax	Bacteria > Proteobacteria > Deltaproteobacteria > Myxococcales > Polyangiaceae > Byssovorax > Unknown species
OTU_2863	Persistently rare	58	37	0.4111111111111111	13	0.14444444444444443	3.731102150346741e-5	3.5809763717300435e-5	2.811094452773613e-4	Order	TRA3-20	Bacteria > Proteobacteria > Betaproteobacteria > TRA3-20 > Unknown family > Unknown genus > Unknown species
OTU_1481	Intermediate	55	14	0.15555555555555556	3	0.03333333333333333	3.3561593819556264e-5	3.395753455950904e-5	0.0021250221356472463	Genus	Chitinophaga	Bacteria > Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Chitinophaga > Unknown species
OTU_5387	Persistently rare	114	45	0.5	21	0.23333333333333334	7.070657086414439e-5	7.038470799607328e-5	5.622188905547226e-4	Genus	Aquabacterium	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Aquabacterium > Unknown species
OTU_102	Primary core	4182	90	1	87	0.9666666666666667	0.002491760698708417	0.0025820074459612145	0.01148033071778398	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
OTU_392	Intermediate	156	56	0.6222222222222222	24	0.26666666666666666	1.1276502561867765e-4	9.63159162051529e-5	0.0014691151919866445	Genus	Thioalkalispira	Bacteria > Proteobacteria > Gammaproteobacteria > Chromatiales > Ectothiorhodospiraceae > Thioalkalispira > Unknown species
OTU_6268	Persistently rare	39	15	0.16666666666666666	7	0.07777777777777778	2.468752425247393e-5	2.4078979051288225e-5	3.532528701795702e-4	Genus	Fastidiosipila	Bacteria > Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Fastidiosipila > Unknown species
OTU_2810	Intermediate	618	83	0.9222222222222223	69	0.7666666666666667	3.6295730498355774e-4	3.815592065050288e-4	0.0018308175160663578	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
OTU_7472	Persistently rare	36	18	0.2	4	0.044444444444444446	2.6217025119607532e-5	2.2226749893496824e-5	9.564449676280164e-4	Genus	Methylotenera	Bacteria > Proteobacteria > Betaproteobacteria > Methylophilales > Methylophilaceae > Methylotenera > Unknown species
OTU_10052	Persistently rare	5	5	0.05555555555555555	0	0	4.750315392829025e-6	3.087048596319003e-6	9.648784253184099e-5	Order	MSBL9	Bacteria > Planctomycetes > Phycisphaerae > MSBL9 > Unknown family > Unknown genus > Unknown species
OTU_2697	Persistently rare	47	32	0.35555555555555557	5	0.05555555555555555	3.175341754912992e-5	2.901825680539863e-5	4.640063635158425e-4	Phylum	Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_9381	Persistently rare	11	4	0.044444444444444446	2	0.022222222222222223	5.108854223185859e-6	6.7915069119018075e-6	2.2418173666118667e-4	Genus	Sediminibacterium	Bacteria > Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Sediminibacterium > Unknown species
OTU_973	Intermediate	313	72	0.8	38	0.4222222222222222	2.2097649203107176e-4	1.9324924212956961e-4	0.0018456375838926174	Phylum	Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_591	Intermediate	143	54	0.6	22	0.24444444444444444	9.029679872288562e-5	8.828958985472349e-5	0.001308822654530311	Family	Rhodospirillaceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Unknown genus > Unknown species
OTU_9397	Persistently rare	26	10	0.1111111111111111	6	0.06666666666666667	1.468504929082165e-5	1.6052652700858816e-5	2.5875452820424356e-4	Class	PBS-18	Bacteria > Cloacimonetes > PBS-18 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_6910	Persistently rare	110	38	0.4222222222222222	15	0.16666666666666666	6.339860907943572e-5	6.791506911901807e-5	6.175698625907056e-4	Phylum	Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_988	Persistently rare	67	31	0.34444444444444444	11	0.12222222222222222	4.0618944424921334e-5	4.136645119067464e-5	5.376757047392273e-4	Class	Bacteroidetes vadinHA17	Bacteria > Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_994	Conditionally rare	1079	68	0.7555555555555555	41	0.45555555555555555	6.841970706511114e-4	6.661850870856409e-4	0.01448895871519595	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_7791	Intermediate	129	23	0.25555555555555554	11	0.12222222222222222	8.886040909120816e-5	7.964585378503028e-5	0.0015921031682853048	Family	SJA-28	Bacteria > Chlorobi > Chlorobia > Chlorobiales > SJA-28 > Unknown genus > Unknown species
OTU_3535	Intermediate	129	30	0.3333333333333333	16	0.17777777777777778	8.82467845914728e-5	7.964585378503028e-5	0.0012583892617449664	Order	Subgroup 23	Bacteria > Acidobacteria > Holophagae > Subgroup 23 > Unknown family > Unknown genus > Unknown species
OTU_4707	Intermediate	84	23	0.25555555555555554	13	0.14444444444444443	5.415886373530992e-5	5.186241641815925e-5	0.001287001287001287	Genus	Microvirga	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Methylobacteriaceae > Microvirga > Unknown species
OTU_1309	Intermediate	195	43	0.4777777777777778	18	0.2	1.2387787064720618e-4	1.2039489525644112e-4	0.0016863406408094434	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_5117	Primary core	968	84	0.9333333333333333	74	0.8222222222222222	5.584761697992731e-4	5.97652608247359e-4	0.009247842170160296	Family	Comamonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Unknown genus > Unknown species
OTU_1634	Conditionally rare	1438	72	0.8	46	0.5111111111111111	9.449465121356698e-4	8.878351763013454e-4	0.011514104778353483	Genus	Candidatus Solibacter	Bacteria > Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Candidatus Solibacter > Unknown species
OTU_9411	Persistently rare	19	12	0.13333333333333333	2	0.022222222222222223	1.1843748569858474e-5	1.1730784666012212e-5	2.352111019640127e-4	Family	0319-6A21	Bacteria > Nitrospirae > Nitrospira > Nitrospirales > 0319-6A21 > Unknown genus > Unknown species
OTU_13637	Intermediate	71	24	0.26666666666666666	8	0.08888888888888889	4.743923076998959e-5	4.383609006772984e-5	0.0017704564698637518	Family	Lachnospiraceae	Bacteria > Firmicutes > Clostridia > Clostridiales > Lachnospiraceae > Unknown genus > Unknown species
OTU_11670	Persistently rare	68	28	0.3111111111111111	10	0.1111111111111111	4.1494047351335234e-5	4.1983860909938446e-5	4.67180565288484e-4	Order	Gaiellales	Bacteria > Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus > Unknown species
OTU_5120	Persistently rare	35	21	0.23333333333333334	6	0.06666666666666667	2.1886527442402186e-5	2.1609340174233023e-5	2.9745969421143435e-4	Genus	Skermanella	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Skermanella > Unknown species
OTU_1834	Persistently rare	33	19	0.2111111111111111	4	0.044444444444444446	2.598570141808858e-5	2.0374520735705422e-5	4.82392667631452e-4	Order	Subgroup 17	Bacteria > Acidobacteria > Acidobacteria > Subgroup 17 > Unknown family > Unknown genus > Unknown species
OTU_677	Intermediate	293	70	0.7777777777777778	53	0.5888888888888889	1.8139708886009072e-4	1.809010477442936e-4	0.0021417097983223274	Genus	Phenylobacterium	Bacteria > Proteobacteria > Alphaproteobacteria > Caulobacterales > Caulobacteraceae > Phenylobacterium > Unknown species
OTU_2346	Persistently rare	30	20	0.2222222222222222	3	0.03333333333333333	1.810163456371967e-5	1.8522291577914018e-5	2.3043244488824027e-4	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
OTU_12027	Persistently rare	36	17	0.18888888888888888	7	0.07777777777777778	2.0758723396378447e-5	2.2226749893496824e-5	2.870758454383648e-4	Family	Porphyromonadaceae	Bacteria > Bacteroidetes > Bacteroidia > Bacteroidales > Porphyromonadaceae > Unknown genus > Unknown species
OTU_3147	Intermediate	421	54	0.6	23	0.25555555555555554	3.0252635927902196e-4	2.5992949181006007e-4	0.0038595137012736396	Class	MB-A2-108	Bacteria > Actinobacteria > MB-A2-108 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_78	Primary core	1351	85	0.9444444444444444	75	0.8333333333333334	8.085726118258217e-4	8.341205307253947e-4	0.007909804616020305	Family	Verrucomicrobiaceae	Bacteria > Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Unknown genus > Unknown species
OTU_5083	Intermediate	80	34	0.37777777777777777	13	0.14444444444444443	5.1039164267550026e-5	4.939277754110405e-5	0.0013852083835220429	Genus	Clostridium sensu stricto 8	Bacteria > Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 8 > Unknown species
OTU_912	Intermediate	715	70	0.7777777777777778	48	0.5333333333333333	3.884444275000638e-4	4.414479492736175e-4	0.006387989402413895	Family	WCHB1-69	Bacteria > Bacteroidetes > Sphingobacteriia > Sphingobacteriales > WCHB1-69 > Unknown genus > Unknown species
OTU_737	Persistently rare	91	42	0.4666666666666667	18	0.2	5.2078116758047334e-5	5.618428445300586e-5	2.9745969421143435e-4	Genus	Pseudolabrys	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Pseudolabrys > Unknown species
OTU_3081	Intermediate	138	31	0.34444444444444444	12	0.13333333333333333	7.77445724299821e-5	8.520254125840449e-5	0.0017374517374517374	Genus	Christensenellaceae R-7 group	Bacteria > Firmicutes > Clostridia > Clostridiales > Christensenellaceae > Christensenellaceae R-7 group > Unknown species
OTU_218	Primary core	975	86	0.9555555555555556	74	0.8222222222222222	5.727372318668279e-4	6.019744762822056e-4	0.003629008269379499	Genus	Devosia	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Devosia > Unknown species
OTU_875	Intermediate	713	82	0.9111111111111111	62	0.6888888888888889	4.174846005307584e-4	4.4021312983508984e-4	0.0037756699511925593	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_9963	Persistently rare	64	25	0.2777777777777778	12	0.13333333333333333	3.619652576074763e-5	3.9514222032883244e-5	4.246284501061571e-4	Genus	Candidatus Koribacter	Bacteria > Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Candidatus Koribacter > Unknown species
OTU_10923	Persistently rare	9	6	0.06666666666666667	2	0.022222222222222223	7.362427170299139e-6	5.556687473374206e-6	2.5875452820424356e-4	Genus	Pedosphaera	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Pedosphaera > Unknown species
OTU_6698	Persistently rare	9	7	0.07777777777777778	1	0.011111111111111112	5.762253356661025e-6	5.556687473374206e-6	1.8067935437244038e-4	Phylum	Latescibacteria	Bacteria > Latescibacteria > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_6335	Persistently rare	25	16	0.17777777777777778	4	0.044444444444444446	1.6223968719233394e-5	1.5435242981595016e-5	2.2800857312234941e-4	Order	Pla1 lineage	Bacteria > Planctomycetes > Phycisphaerae > Pla1 lineage > Unknown family > Unknown genus > Unknown species
OTU_14304	Persistently rare	130	47	0.5222222222222223	21	0.23333333333333334	7.352673111174245e-5	8.026326350429408e-5	5.127620783956245e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
OTU_3516	Persistently rare	16	12	0.13333333333333333	2	0.022222222222222223	1.0115120441400182e-5	9.878555508220811e-6	1.2030798845043312e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
OTU_12340	Persistently rare	4	4	0.044444444444444446	0	0	2.9386278068135607e-6	2.4696388770552028e-6	7.960515841426525e-5	Kingdom	Unknown kingdom	Unknown kingdom > Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_54	Conditionally rare	1261	58	0.6444444444444445	22	0.24444444444444444	5.086685700854292e-4	7.785536559916526e-4	0.028503330286012797	Genus	Acinetobacter	Bacteria > Proteobacteria > Gammaproteobacteria > Pseudomonadales > Moraxellaceae > Acinetobacter > Unknown species
OTU_181	Intermediate	360	73	0.8111111111111111	57	0.6333333333333333	2.2477943246212173e-4	2.2226749893496824e-4	0.003569516330537212	Genus	Sphingomonas	Bacteria > Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingomonas > Unknown species
OTU_9807	Persistently rare	27	19	0.2111111111111111	2	0.022222222222222223	1.5280388550516004e-5	1.6670062420122617e-5	2.9120559114735004e-4	Genus	Pedomicrobium	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Pedomicrobium > Unknown species
OTU_3906	Intermediate	166	39	0.43333333333333335	14	0.15555555555555556	1.2171050945800123e-4	1.0249001339779091e-4	0.004147784007988325	Genus	Peptoclostridium	Bacteria > Firmicutes > Clostridia > Clostridiales > Peptostreptococcaceae > Peptoclostridium > Unknown species
OTU_1266	Intermediate	177	24	0.26666666666666666	9	0.1	7.834240932743405e-5	1.0928152030969271e-4	0.0038374324088609802	Genus	Sulfuricurvum	Bacteria > Proteobacteria > Epsilonproteobacteria > Campylobacterales > Helicobacteraceae > Sulfuricurvum > Unknown species
OTU_421	Persistently rare	114	47	0.5222222222222223	23	0.25555555555555554	7.153064491081297e-5	7.038470799607328e-5	6.605643106539587e-4	Order	TRA3-20	Bacteria > Proteobacteria > Betaproteobacteria > TRA3-20 > Unknown family > Unknown genus > Unknown species
OTU_310	Conditionally rare	1001	67	0.7444444444444445	45	0.5	6.82618441694712e-4	6.180271289830644e-4	0.036640751289354165	Class	WCHB1-32	Bacteria > Bacteroidetes > WCHB1-32 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_331	Persistently rare	149	52	0.5777777777777777	27	0.3	8.458359236973589e-5	9.19940481703063e-5	8.389261744966443e-4	Class	MB-A2-108	Bacteria > Actinobacteria > MB-A2-108 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_2708	Intermediate	231	51	0.5666666666666667	25	0.2777777777777778	1.538438787602662e-4	1.4262164514993795e-4	0.002932551319648094	Phylum	Aminicenantes	Bacteria > Aminicenantes > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_4619	Intermediate	97	36	0.4	9	0.1	7.20335098155973e-5	5.988874276858866e-5	0.002122527737578389	Family	4-29	Bacteria > Nitrospirae > Nitrospira > Nitrospirales > 4-29 > Unknown genus > Unknown species
OTU_10319	Persistently rare	33	20	0.2222222222222222	8	0.08888888888888889	2.2272699830615434e-5	2.0374520735705422e-5	2.3043244488824027e-4	Family	BSV26	Bacteria > Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus > Unknown species
OTU_6274	Persistently rare	26	16	0.17777777777777778	5	0.05555555555555555	1.986875312853682e-5	1.6052652700858816e-5	3.7474236462432077e-4	Class	OM190	Bacteria > Planctomycetes > OM190 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_8699	Persistently rare	6	5	0.05555555555555555	0	0	3.1004727565595174e-6	3.704458315582804e-6	7.08842814105972e-5	Genus	Chlorobaculum	Bacteria > Chlorobi > Chlorobia > Chlorobiales > Chlorobiaceae > Chlorobaculum > Unknown species
OTU_1665	Persistently rare	22	11	0.12222222222222222	3	0.03333333333333333	1.4475189676365193e-5	1.3583013823803615e-5	5.695224147750387e-4	Genus	GAL15	Bacteria > Thermotogae > Thermotogae > Thermotogales > Thermotogaceae > GAL15 > Unknown species
OTU_9784	Intermediate	111	37	0.4111111111111111	13	0.14444444444444443	8.16333994985849e-5	6.853247883828188e-5	0.0010716086737266768	Family	Nannocystaceae	Bacteria > Proteobacteria > Deltaproteobacteria > Myxococcales > Nannocystaceae > Unknown genus > Unknown species
OTU_2885	Persistently rare	28	22	0.24444444444444444	3	0.03333333333333333	1.8316005047458107e-5	1.7287472139386417e-5	2.3881547524279574e-4	Class	TK10	Bacteria > Chloroflexi > TK10 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_3425	Persistently rare	9	4	0.044444444444444446	1	0.011111111111111112	5.1477721100919225e-6	5.556687473374206e-6	3.159724050766233e-4	Order	WD2101 soil group	Bacteria > Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus > Unknown species
OTU_3537	Persistently rare	106	27	0.3	12	0.13333333333333333	6.235486101141067e-5	6.544543024196287e-5	6.62739322533137e-4	Family	Gemmatimonadaceae	Bacteria > Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus > Unknown species
OTU_14032	Persistently rare	34	20	0.2222222222222222	6	0.06666666666666667	2.287917742085499e-5	2.0991930454969223e-5	3.4153005464480874e-4	Order	Subgroup 18	Bacteria > Acidobacteria > Acidobacteria > Subgroup 18 > Unknown family > Unknown genus > Unknown species
OTU_5125	Persistently rare	8	7	0.07777777777777778	0	0	4.958148907185007e-6	4.9392777541104055e-6	7.830240388379923e-5	Phylum	Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_5595	Intermediate	87	36	0.4	8	0.08888888888888889	5.315921215404544e-5	5.3714645575950656e-5	0.0017708517797060386	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_2116	Persistently rare	27	16	0.17777777777777778	1	0.011111111111111112	1.628165216270187e-5	1.6670062420122617e-5	6.022645145748012e-4	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_7853	Intermediate	54	20	0.2222222222222222	6	0.06666666666666667	3.0401858351252108e-5	3.3340124840245234e-5	0.001140042865611747	Family	Rhodobiaceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhodobiaceae > Unknown genus > Unknown species
OTU_8491	Persistently rare	11	4	0.044444444444444446	1	0.011111111111111112	5.1958292601254576e-6	6.7915069119018075e-6	2.835371256423888e-4	Genus	Rubribacterium	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Rubribacterium > Unknown species
OTU_1767	Persistently rare	72	29	0.32222222222222224	10	0.1111111111111111	4.79371070540136e-5	4.445349978699365e-5	7.71962328238382e-4	Class	Bacteroidetes vadinHA17	Bacteria > Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_7109	Persistently rare	156	49	0.5444444444444444	22	0.24444444444444444	1.0079778154371044e-4	9.63159162051529e-5	9.652509652509653e-4	Genus	Opitutus	Bacteria > Verrucomicrobia > Opitutae > Opitutales > Opitutaceae > Opitutus > Unknown species
OTU_4287	Persistently rare	100	35	0.3888888888888889	18	0.2	6.39133736422629e-5	6.174097192638006e-5	7.078962610206577e-4	Family	Caldilineaceae	Bacteria > Chloroflexi > Caldilineae > Caldilineales > Caldilineaceae > Unknown genus > Unknown species
OTU_9520	Intermediate	48	21	0.23333333333333334	3	0.03333333333333333	2.7298976432829728e-5	2.963566652466243e-5	0.0010433462961206487	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_4860	Persistently rare	44	26	0.28888888888888886	10	0.1111111111111111	2.7911485423405097e-5	2.716602764760723e-5	2.664535038635758e-4	Order	SC-I-84	Bacteria > Proteobacteria > Betaproteobacteria > SC-I-84 > Unknown family > Unknown genus > Unknown species
OTU_1779	Intermediate	77	27	0.3	9	0.1	4.6009945122629836e-5	4.754054838331265e-5	0.0010908882126657864	Genus	Methanobacterium	Archaea > Euryarchaeota > Methanobacteria > Methanobacteriales > Methanobacteriaceae > Methanobacterium > Unknown species
OTU_8848	Intermediate	258	40	0.4444444444444444	15	0.16666666666666666	1.6445802928876556e-4	1.5929170757006056e-4	0.004886746351449514	Genus	Candidatus Anammoximicrobium	Bacteria > Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Candidatus Anammoximicrobium > Unknown species
OTU_5715	Persistently rare	42	16	0.17777777777777778	6	0.06666666666666667	2.8335243427157052e-5	2.5931208209079626e-5	9.228187919463087e-4	Order	MSBL9	Bacteria > Planctomycetes > Phycisphaerae > MSBL9 > Unknown family > Unknown genus > Unknown species
OTU_1535	Persistently rare	127	57	0.6333333333333333	27	0.3	8.358164064464469e-5	7.841103434650268e-5	5.388345777846201e-4	Genus	Anaeromyxobacter	Bacteria > Proteobacteria > Deltaproteobacteria > Myxococcales > Cystobacteraceae > Anaeromyxobacter > Unknown species
OTU_12809	Persistently rare	6	4	0.044444444444444446	1	0.011111111111111112	3.858737676858019e-6	3.704458315582804e-6	2.008838891120932e-4	Genus	AKYG587	Bacteria > Planctomycetes > Phycisphaerae > Phycisphaerales > Phycisphaeraceae > AKYG587 > Unknown species
OTU_1686	Persistently rare	86	40	0.4444444444444444	13	0.14444444444444443	5.4175703783511905e-5	5.309723585668686e-5	5.420380631173212e-4	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_5870	Intermediate	49	18	0.2	4	0.044444444444444446	3.1639858124738267e-5	3.0253076243926232e-5	0.0015056612864370032	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_6518	Persistently rare	19	13	0.14444444444444443	3	0.03333333333333333	1.2335364568740064e-5	1.1730784666012212e-5	2.641484514297035e-4	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
