FeatureID	PositiveSamples	RawPresence	DetectedSamples	Prevalence	EqualSampleMean	PooledReadFraction	MaximumSampleAbundance	TotalReads	PrimaryCore	IWPrevalence	CWPrevalence	TWPrevalence	IWCore	CWCore	TWCore	BestRank	BestTaxon	DisplayLabel	Lineage	FeatureState
OTU_10487	57	0.6333333333333333	34	0.37777777777777777	4.055818471196109e-4	4.2909975488834146e-4	0.0077664399092970526	695	FALSE	0.7666666666666667	0.26666666666666666	0.1	FALSE	FALSE	FALSE	Class	KD4-96	C · KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_297	78	0.8666666666666667	56	0.6222222222222222	5.109652483598118e-4	5.186241641815926e-4	0.009057875612196535	840	FALSE	1	0.6	0.26666666666666666	TRUE	FALSE	FALSE	Order	Subgroup 6	O · Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_8459	52	0.5777777777777777	23	0.25555555555555554	9.448751358883658e-5	9.38462773280977e-5	0.0010776691555692403	152	FALSE	0.16666666666666666	0.2	0.4	FALSE	FALSE	FALSE	Family	Coriobacteriaceae	F · Coriobacteriaceae	Bacteria > Actinobacteria > Coriobacteriia > Coriobacteriales > Coriobacteriaceae > Unknown genus > Unknown species	Intermediate
OTU_2691	13	0.14444444444444443	0	0	8.899775963654524e-6	8.026326350429408e-6	9.648784253184099e-5	13	FALSE	0	0	0	FALSE	FALSE	FALSE	Class	JG30-KF-CM66	C · JG30-KF-CM66	Bacteria > Chloroflexi > JG30-KF-CM66 > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_15	85	0.9444444444444444	74	0.8222222222222222	0.0022634395281584006	0.002191804503386492	0.06729514140681653	3550	TRUE	0.8666666666666667	0.9666666666666667	0.6333333333333333	TRUE	TRUE	FALSE	Order	Subgroup 23	O · Subgroup 23	Bacteria > Acidobacteria > Holophagae > Subgroup 23 > Unknown family > Unknown genus > Unknown species	Primary core
OTU_2621	63	0.7	28	0.3111111111111111	1.332653157482722e-4	1.2656899244907913e-4	0.0017704564698637518	205	FALSE	0.23333333333333334	0.2	0.5	FALSE	FALSE	FALSE	Genus	Anaeromyxobacter	G · Anaeromyxobacter	Bacteria > Proteobacteria > Deltaproteobacteria > Myxococcales > Cystobacteraceae > Anaeromyxobacter > Unknown species	Intermediate
OTU_8485	66	0.7333333333333333	38	0.4222222222222222	2.099968897612404e-4	1.957188810066248e-4	0.004309072663951361	317	FALSE	0.5333333333333333	0.26666666666666666	0.4666666666666667	FALSE	FALSE	FALSE	Genus	Dechloromonas	G · Dechloromonas	Bacteria > Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Dechloromonas > Unknown species	Intermediate
OTU_19	82	0.9111111111111111	68	0.7555555555555555	0.0029465913150672376	0.003159285533472868	0.03409544950055494	5117	FALSE	1	0.7	0.5666666666666667	TRUE	FALSE	FALSE	Class	KD4-96	C · KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_833	53	0.5888888888888889	16	0.17777777777777778	7.720445439169383e-5	7.038470799607328e-5	9.64785335262904e-4	114	FALSE	0.06666666666666667	0.3	0.16666666666666666	FALSE	FALSE	FALSE	Class	OPB35 soil group	C · OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_617	54	0.6	26	0.28888888888888886	1.3492938979674612e-4	1.2101230497570493e-4	0.003379675858360857	196	FALSE	0.4	0.3333333333333333	0.13333333333333333	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Intermediate
OTU_4282	5	0.05555555555555555	0	0	3.0853673622492976e-6	3.087048596319003e-6	8.728288382648163e-5	5	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	Chloroflexaceae	F · Chloroflexaceae	Bacteria > Chloroflexi > Chloroflexia > Chloroflexales > Chloroflexaceae > Unknown genus > Unknown species	Persistently rare
OTU_5318	40	0.4444444444444444	12	0.13333333333333333	4.5607824665452014e-5	4.383609006772984e-5	3.6135870874488076e-4	71	FALSE	0.16666666666666666	0.06666666666666667	0.16666666666666666	FALSE	FALSE	FALSE	Order	Sva0485	O · Sva0485	Bacteria > Proteobacteria > Deltaproteobacteria > Sva0485 > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_3354	4	0.044444444444444446	0	0	2.3604512003977185e-6	2.4696388770552028e-6	6.99154023631406e-5	4	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	Terrestrial Miscellaneous Gp(TMEG)	F · Terrestrial Miscellaneous Gp(TMEG)	Archaea > Euryarchaeota > Thermoplasmata > Thermoplasmatales > Terrestrial Miscellaneous Gp(TMEG) > Unknown genus > Unknown species	Persistently rare
OTU_14266	8	0.08888888888888889	1	0.011111111111111112	6.162339478190546e-6	7.408916631165608e-6	1.4243391066545122e-4	12	FALSE	0.03333333333333333	0	0	FALSE	FALSE	FALSE	Phylum	Chloroflexi	P · Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_4677	10	0.1111111111111111	2	0.022222222222222223	1.912700277429117e-5	1.4817833262331216e-5	9.217297795529611e-4	24	FALSE	0	0.06666666666666667	0	FALSE	FALSE	FALSE	Phylum	Chloroflexi	P · Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_1425	28	0.3111111111111111	12	0.13333333333333333	1.0716054762029295e-4	9.38462773280977e-5	0.001929570670525808	152	FALSE	0	0.1	0.3	FALSE	FALSE	FALSE	Genus	Leptolinea	G · Leptolinea	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Leptolinea > Unknown species	Intermediate
OTU_2420	54	0.6	18	0.2	1.070491301514515e-4	9.87855550822081e-5	0.0017666487441431753	160	FALSE	0.16666666666666666	0.2	0.23333333333333334	FALSE	FALSE	FALSE	Class	Bacteroidetes vadinHA17	C · Bacteroidetes vadinHA17	Bacteria > Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_2326	61	0.6777777777777778	26	0.28888888888888886	7.809943997808527e-5	8.335031210061309e-5	3.5236081747709656e-4	135	FALSE	0.3333333333333333	0.2	0.3333333333333333	FALSE	FALSE	FALSE	Family	FukuN57	F · FukuN57	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > FukuN57 > Unknown genus > Unknown species	Persistently rare
OTU_1068	37	0.4111111111111111	20	0.2222222222222222	1.0109054151838747e-4	1.2162971469496873e-4	0.0027670837343599613	197	FALSE	0.4666666666666667	0.16666666666666666	0.03333333333333333	FALSE	FALSE	FALSE	Class	MB-A2-108	C · MB-A2-108	Bacteria > Actinobacteria > MB-A2-108 > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_9314	4	0.044444444444444446	1	0.011111111111111112	4.562446286949745e-6	3.087048596319003e-6	1.929570670525808e-4	5	FALSE	0	0.03333333333333333	0	FALSE	FALSE	FALSE	Family	Methylophilaceae	F · Methylophilaceae	Bacteria > Proteobacteria > Betaproteobacteria > Methylophilales > Methylophilaceae > Unknown genus > Unknown species	Persistently rare
OTU_2901	62	0.6888888888888889	38	0.4222222222222222	1.4764852011460403e-4	1.3397790908024475e-4	0.0011583355609017197	217	FALSE	0.4	0.23333333333333334	0.6333333333333333	FALSE	FALSE	FALSE	Class	OPB35 soil group	C · OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_388	23	0.25555555555555554	2	0.022222222222222223	1.5842342354430207e-5	1.7287472139386417e-5	1.1860051393556039e-4	28	FALSE	0.03333333333333333	0.03333333333333333	0	FALSE	FALSE	FALSE	Family	4-29	F · 4-29	Bacteria > Nitrospirae > Nitrospira > Nitrospirales > 4-29 > Unknown genus > Unknown species	Persistently rare
OTU_3437	55	0.6111111111111112	28	0.3111111111111111	1.0714190426279947e-4	1.0804670087116512e-4	7.363770250368188e-4	175	FALSE	0.7	0.03333333333333333	0.2	FALSE	FALSE	FALSE	Order	Acidimicrobiales	O · Acidimicrobiales	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_9924	11	0.12222222222222222	1	0.011111111111111112	7.979738712832828e-6	8.026326350429408e-6	1.8067935437244038e-4	13	FALSE	0	0	0.03333333333333333	FALSE	FALSE	FALSE	Genus	Ignavibacterium	G · Ignavibacterium	Bacteria > Chlorobi > Ignavibacteria > Ignavibacteriales > Ignavibacteriaceae > Ignavibacterium > Unknown species	Persistently rare
OTU_3107	4	0.044444444444444446	0	0	2.621462951127656e-6	2.4696388770552028e-6	8.728288382648163e-5	4	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_4795	11	0.12222222222222222	2	0.022222222222222223	8.735006218024466e-6	8.643736069693209e-6	1.9219680953296174e-4	14	FALSE	0.03333333333333333	0.03333333333333333	0	FALSE	FALSE	FALSE	Class	OPB35 soil group	C · OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_8371	9	0.1	0	0	6.5225945131364756e-6	5.556687473374206e-6	8.625150940141452e-5	9	FALSE	0	0	0	FALSE	FALSE	FALSE	Genus	Methanobacterium	G · Methanobacterium	Archaea > Euryarchaeota > Methanobacteria > Methanobacteriales > Methanobacteriaceae > Methanobacterium > Unknown species	Persistently rare
OTU_416	65	0.7222222222222222	41	0.45555555555555555	1.8224760235119889e-4	1.710224922360728e-4	0.0056667256950593235	277	FALSE	0.43333333333333335	0.4666666666666667	0.4666666666666667	FALSE	FALSE	FALSE	Genus	Desulfocapsa	G · Desulfocapsa	Bacteria > Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > Desulfocapsa > Unknown species	Intermediate
OTU_1667	28	0.3111111111111111	5	0.05555555555555555	3.2169241043915855e-5	2.901825680539863e-5	6.229074203846453e-4	47	FALSE	0.13333333333333333	0.03333333333333333	0	FALSE	FALSE	FALSE	Genus	Sorangium	G · Sorangium	Bacteria > Proteobacteria > Deltaproteobacteria > Myxococcales > Polyangiaceae > Sorangium > Unknown species	Persistently rare
OTU_5604	7	0.07777777777777778	0	0	3.3320837912436465e-6	4.321868034846604e-6	5.949193884228687e-5	7	FALSE	0	0	0	FALSE	FALSE	FALSE	Genus	GAL15	G · GAL15	Bacteria > Thermotogae > Thermotogae > Thermotogales > Thermotogaceae > GAL15 > Unknown species	Persistently rare
OTU_2869	51	0.5666666666666667	15	0.16666666666666666	1.2087279491992608e-4	1.0249001339779091e-4	0.002932551319648094	166	FALSE	0	0.23333333333333334	0.26666666666666666	FALSE	FALSE	FALSE	Family	OM1 clade	F · OM1 clade	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > OM1 clade > Unknown genus > Unknown species	Intermediate
OTU_5918	32	0.35555555555555557	10	0.1111111111111111	4.8370970589841076e-5	4.013163175214704e-5	0.0010654864355380707	65	FALSE	0.16666666666666666	0.16666666666666666	0	FALSE	FALSE	FALSE	Family	Mitochondria	F · Mitochondria	Bacteria > Proteobacteria > Alphaproteobacteria > Rickettsiales > Mitochondria > Unknown genus > Unknown species	Intermediate
OTU_1270	24	0.26666666666666666	4	0.044444444444444446	4.7203032928192455e-5	6.0506152487852464e-5	0.0013524989777624005	98	FALSE	0.13333333333333333	0	0	FALSE	FALSE	FALSE	Phylum	Aminicenantes	P · Aminicenantes	Bacteria > Aminicenantes > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_318	90	1	90	1	0.0021267758029846467	0.002072027017849315	0.023095893009579815	3356	TRUE	1	1	1	TRUE	TRUE	TRUE	Class	KD4-96	C · KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species	Primary core
OTU_2042	47	0.5222222222222223	25	0.2777777777777778	7.476732838024018e-5	8.149808294282169e-5	8.177900795772654e-4	132	FALSE	0.1	0.2	0.5333333333333333	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_819	73	0.8111111111111111	46	0.5111111111111111	4.001755315074511e-4	3.920551717325134e-4	0.0030834554920891673	635	FALSE	0.4666666666666667	0.36666666666666664	0.7	FALSE	FALSE	FALSE	Genus	Lysobacter	G · Lysobacter	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Lysobacter > Unknown species	Intermediate
OTU_2277	17	0.18888888888888888	5	0.05555555555555555	2.872156418817888e-5	2.716602764760723e-5	0.0012045290291496024	44	FALSE	0.03333333333333333	0.03333333333333333	0.1	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Intermediate
OTU_3438	21	0.23333333333333334	3	0.03333333333333333	2.0058400735936774e-5	1.8522291577914018e-5	3.859141341051616e-4	30	FALSE	0.06666666666666667	0.03333333333333333	0	FALSE	FALSE	FALSE	Class	OPB35 soil group	C · OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_195	89	0.9888888888888889	82	0.9111111111111111	8.71910807351341e-4	8.538776417418363e-4	0.017696267696267698	1383	TRUE	0.9	0.8333333333333334	1	TRUE	TRUE	TRUE	Family	Comamonadaceae	F · Comamonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Unknown genus > Unknown species	Primary core
OTU_1134	16	0.17777777777777778	3	0.03333333333333333	1.1939701426530193e-5	1.4817833262331216e-5	1.3257324671881213e-4	24	FALSE	0.03333333333333333	0.06666666666666667	0	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_3233	19	0.2111111111111111	4	0.044444444444444446	2.3584529447815315e-5	2.5931208209079626e-5	4.698144233027954e-4	42	FALSE	0.06666666666666667	0.06666666666666667	0	FALSE	FALSE	FALSE	Genus	CL500-29 marine group	G · CL500-29 marine group	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiaceae > CL500-29 marine group > Unknown species	Persistently rare
OTU_11038	1	0.011111111111111112	0	0	7.226738934056007e-7	6.174097192638007e-7	6.504065040650406e-5	1	FALSE	0	0	0	FALSE	FALSE	FALSE	Kingdom	Unknown kingdom	K · Unknown kingdom	Unknown kingdom > Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Sampling-limited
OTU_5264	22	0.24444444444444444	2	0.022222222222222223	1.9457260132832345e-5	2.0991930454969223e-5	3.011322572874006e-4	34	FALSE	0.03333333333333333	0	0.03333333333333333	FALSE	FALSE	FALSE	Genus	Clostridium sensu stricto 5	G · Clostridium sensu stricto 5	Bacteria > Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 5 > Unknown species	Persistently rare
OTU_3808	46	0.5111111111111111	15	0.16666666666666666	5.06509187224063e-5	5.1245006698895455e-5	2.83098990280268e-4	83	FALSE	0.13333333333333333	0	0.36666666666666664	FALSE	FALSE	FALSE	Genus	Bauldia	G · Bauldia	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Bauldia > Unknown species	Persistently rare
OTU_977	73	0.8111111111111111	59	0.6555555555555556	3.4739169991531403e-4	3.1302672766674695e-4	0.004422764227642277	507	FALSE	0.3333333333333333	0.8666666666666667	0.7666666666666667	FALSE	TRUE	FALSE	Class	OPB35 soil group	C · OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_7413	11	0.12222222222222222	2	0.022222222222222223	1.7294485035528168e-5	1.4200423543067415e-5	6.900120752113162e-4	23	FALSE	0	0	0.06666666666666667	FALSE	FALSE	FALSE	Class	DEV055	C · DEV055	Bacteria > Lentisphaerae > DEV055 > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_11210	1	0.011111111111111112	0	0	3.9380156339220664e-7	6.174097192638007e-7	3.54421407052986e-5	1	FALSE	0	0	0	FALSE	FALSE	FALSE	Kingdom	Unknown kingdom	K · Unknown kingdom	Unknown kingdom > Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Sampling-limited
OTU_214	81	0.9	62	0.6888888888888889	9.966245114094274e-4	9.934122382954551e-4	0.01267515553229839	1609	FALSE	0.8333333333333334	0.7666666666666667	0.4666666666666667	TRUE	FALSE	FALSE	Family	OM1 clade	F · OM1 clade	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > OM1 clade > Unknown genus > Unknown species	Conditionally rare
OTU_11981	12	0.13333333333333333	2	0.022222222222222223	1.2606087458889444e-5	1.5435242981595016e-5	2.302237775117414e-4	25	FALSE	0.06666666666666667	0	0	FALSE	FALSE	FALSE	Genus	Spirochaeta 2	G · Spirochaeta 2	Bacteria > Spirochaetae > Spirochaetes > Spirochaetales > Spirochaetaceae > Spirochaeta 2 > Unknown species	Persistently rare
OTU_826	67	0.7444444444444445	37	0.4111111111111111	7.278751349089214e-4	5.704865805997518e-4	0.04748322147651007	924	FALSE	0.16666666666666666	0.3333333333333333	0.7333333333333333	FALSE	FALSE	FALSE	Genus	Sulfuricurvum	G · Sulfuricurvum	Bacteria > Proteobacteria > Epsilonproteobacteria > Campylobacterales > Helicobacteraceae > Sulfuricurvum > Unknown species	Conditionally rare
OTU_5028	24	0.26666666666666666	9	0.1	3.5513828206174814e-5	3.210530540171763e-5	6.23719148177849e-4	52	FALSE	0	0	0.3	FALSE	FALSE	FALSE	Order	TPD-58	O · TPD-58	Bacteria > Acidobacteria > Holophagae > TPD-58 > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_2395	45	0.5	19	0.2111111111111111	6.730485735531245e-5	7.161952743460087e-5	4.1946308724832214e-4	116	FALSE	0.13333333333333333	0.03333333333333333	0.4666666666666667	FALSE	FALSE	FALSE	Order	Oligosphaerales	O · Oligosphaerales	Bacteria > Lentisphaerae > Oligosphaeria > Oligosphaerales > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_3075	42	0.4666666666666667	21	0.23333333333333334	8.03747705053061e-5	6.914988855754567e-5	0.0010612638687891945	112	FALSE	0.06666666666666667	0.16666666666666666	0.4666666666666667	FALSE	FALSE	FALSE	Family	Planctomycetaceae	F · Planctomycetaceae	Bacteria > Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus > Unknown species	Intermediate
OTU_6155	9	0.1	0	0	6.851236757400654e-6	5.556687473374206e-6	9.64785335262904e-5	9	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	Leptospiraceae	F · Leptospiraceae	Bacteria > Spirochaetae > Spirochaetes > Spirochaetales > Leptospiraceae > Unknown genus > Unknown species	Persistently rare
OTU_6630	6	0.06666666666666667	0	0	3.3052965204491765e-6	3.704458315582804e-6	6.014675808973896e-5	6	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_3775	27	0.3	11	0.12222222222222222	1.2874365599829137e-4	1.1854266609864973e-4	0.007588532883642495	192	FALSE	0.06666666666666667	0.13333333333333333	0.16666666666666666	FALSE	FALSE	FALSE	Class	Bacteroidetes vadinHA17	C · Bacteroidetes vadinHA17	Bacteria > Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_12811	3	0.03333333333333333	0	0	2.1181310458295798e-6	1.852229157791402e-6	8.136034496786266e-5	3	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	BSV26	F · BSV26	Bacteria > Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus > Unknown species	Persistently rare
OTU_7	79	0.8777777777777778	61	0.6777777777777778	5.767753419594598e-4	5.809825458272365e-4	0.003673813538906288	941	FALSE	1	0.6	0.43333333333333335	TRUE	FALSE	FALSE	Genus	Clostridium sensu stricto 1	G · Clostridium sensu stricto 1	Bacteria > Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 1 > Unknown species	Intermediate
OTU_2926	39	0.43333333333333335	11	0.12222222222222222	1.3958893742949504e-4	1.4015200627288274e-4	0.003908001793836889	227	FALSE	0.03333333333333333	0.3	0.03333333333333333	FALSE	FALSE	FALSE	Order	Xanthomonadales	O · Xanthomonadales	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_2766	57	0.6333333333333333	35	0.3888888888888889	1.680050291483745e-4	1.7163990195533658e-4	0.0014315561402151204	278	FALSE	0.16666666666666666	0.36666666666666664	0.6333333333333333	FALSE	FALSE	FALSE	Family	Coriobacteriaceae	F · Coriobacteriaceae	Bacteria > Actinobacteria > Coriobacteriia > Coriobacteriales > Coriobacteriaceae > Unknown genus > Unknown species	Intermediate
OTU_65	40	0.4444444444444444	18	0.2	3.9499972861650024e-4	7.149604549074812e-4	0.02691710815005084	1158	FALSE	0.43333333333333335	0.16666666666666666	0	FALSE	FALSE	FALSE	Order	Subgroup 2	O · Subgroup 2	Bacteria > Acidobacteria > Acidobacteria > Subgroup 2 > Unknown family > Unknown genus > Unknown species	Conditionally rare
OTU_9597	26	0.28888888888888886	20	0.2222222222222222	7.491446247198342e-5	7.532398575018368e-5	0.0010034826751667552	122	FALSE	0.03333333333333333	0	0.6333333333333333	FALSE	FALSE	FALSE	Genus	Luteolibacter	G · Luteolibacter	Bacteria > Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Luteolibacter > Unknown species	Intermediate
OTU_7078	21	0.23333333333333334	4	0.044444444444444446	2.8128134189174877e-5	2.901825680539863e-5	6.840257193670482e-4	47	FALSE	0.03333333333333333	0.06666666666666667	0.03333333333333333	FALSE	FALSE	FALSE	Order	Acidimicrobiales	O · Acidimicrobiales	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_1055	31	0.34444444444444444	10	0.1111111111111111	3.716775284152543e-5	3.4574944278772834e-5	5.420380631173212e-4	56	FALSE	0.13333333333333333	0.1	0.1	FALSE	FALSE	FALSE	Phylum	Chloroflexi	P · Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_7712	22	0.24444444444444444	8	0.08888888888888889	3.3155448270834125e-5	3.4574944278772834e-5	5.064923105258311e-4	56	FALSE	0.16666666666666666	0.06666666666666667	0.03333333333333333	FALSE	FALSE	FALSE	Family	Planctomycetaceae	F · Planctomycetaceae	Bacteria > Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus > Unknown species	Persistently rare
OTU_8077	20	0.2222222222222222	6	0.06666666666666667	4.537446789017646e-5	3.4574944278772834e-5	0.0017666487441431753	56	FALSE	0	0.06666666666666667	0.13333333333333333	FALSE	FALSE	FALSE	Genus	Clostridium sensu stricto 1	G · Clostridium sensu stricto 1	Bacteria > Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 1 > Unknown species	Intermediate
OTU_1499	55	0.6111111111111112	28	0.3111111111111111	1.6249765934871733e-4	1.4941315206183975e-4	0.0020783619428835346	242	FALSE	0.1	0.16666666666666666	0.6666666666666666	FALSE	FALSE	FALSE	Class	OPB35 soil group	C · OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_10127	18	0.2	9	0.1	3.599865911868051e-5	3.1487895682453836e-5	7.264082414316847e-4	51	FALSE	0.03333333333333333	0.13333333333333333	0.13333333333333333	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_1036	67	0.7444444444444445	43	0.4777777777777778	1.3771408217410646e-4	1.3459531879950854e-4	0.0010776691555692403	218	FALSE	0.6	0.3333333333333333	0.5	FALSE	FALSE	FALSE	Genus	Sulfuritalea	G · Sulfuritalea	Bacteria > Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Sulfuritalea > Unknown species	Intermediate
OTU_2270	36	0.4	17	0.18888888888888888	1.2892765795782094e-4	1.3644754795729994e-4	0.006143098048662973	221	FALSE	0.06666666666666667	0.1	0.4	FALSE	FALSE	FALSE	Class	Bacteroidetes vadinHA17	C · Bacteroidetes vadinHA17	Bacteria > Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_1580	11	0.12222222222222222	1	0.011111111111111112	1.1224965466951513e-5	1.0495965227484611e-5	3.011322572874006e-4	17	FALSE	0	0	0.03333333333333333	FALSE	FALSE	FALSE	Family	Marine Benthic Group D and DHVEG-1	F · Marine Benthic Group D and DHVEG-1	Archaea > Euryarchaeota > Thermoplasmata > Thermoplasmatales > Marine Benthic Group D and DHVEG-1 > Unknown genus > Unknown species	Persistently rare
OTU_175	66	0.7333333333333333	35	0.3888888888888889	5.852402159227584e-4	5.988874276858866e-4	0.005798192771084338	970	FALSE	0.7	0.2	0.26666666666666666	FALSE	FALSE	FALSE	Genus	Bryobacter	G · Bryobacter	Bacteria > Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Bryobacter > Unknown species	Intermediate
OTU_97	82	0.9111111111111111	71	0.7888888888888889	9.804435016751106e-4	9.773595855945964e-4	0.009088711626782693	1583	FALSE	0.8666666666666667	0.9333333333333333	0.5666666666666667	TRUE	TRUE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Intermediate
OTU_5954	19	0.2111111111111111	5	0.05555555555555555	1.8241686399261303e-5	1.9757111016441622e-5	1.6053941242575052e-4	32	FALSE	0.1	0	0.06666666666666667	FALSE	FALSE	FALSE	Phylum	Chloroflexi	P · Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_497	66	0.7333333333333333	38	0.4222222222222222	1.9053666758343972e-4	1.778139991479746e-4	0.0033678927557287196	288	FALSE	0.26666666666666666	0.6	0.4	FALSE	FALSE	FALSE	Genus	Desulfatiglans	G · Desulfatiglans	Bacteria > Proteobacteria > Deltaproteobacteria > Desulfarculales > Desulfarculaceae > Desulfatiglans > Unknown species	Intermediate
