ScopeCode	Scope	Samples	FeatureID	DetectedSamples	Prevalence	EqualSampleMean	BestRank	BestTaxon	Lineage
IW	Inland wetland	30	OTU_2229	29	0.9666666666666667	6.453371452388491e-4	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_13824	30	1	0.0020049097438844324	Genus	Clostridium sensu stricto 13	Bacteria > Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 13 > Unknown species
IW	Inland wetland	30	OTU_102	30	1	0.002491760698708417	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_2810	29	0.9666666666666667	3.6295730498355774e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_994	25	0.8333333333333334	6.841970706511114e-4	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_5117	25	0.8333333333333334	5.584761697992731e-4	Family	Comamonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1634	24	0.8	9.449465121356698e-4	Genus	Candidatus Solibacter	Bacteria > Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Candidatus Solibacter > Unknown species
IW	Inland wetland	30	OTU_218	27	0.9	5.727372318668279e-4	Genus	Devosia	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Devosia > Unknown species
IW	Inland wetland	30	OTU_875	27	0.9	4.174846005307584e-4	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_181	25	0.8333333333333334	2.2477943246212173e-4	Genus	Sphingomonas	Bacteria > Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingomonas > Unknown species
IW	Inland wetland	30	OTU_79	30	1	0.0013994836503092762	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1751	28	0.9333333333333333	4.2095554944707566e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_3436	24	0.8	3.051028250397187e-4	Order	Subgroup 7	Bacteria > Acidobacteria > Holophagae > Subgroup 7 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_275	30	1	9.557023523404332e-4	Genus	Xenophilus	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Xenophilus > Unknown species
IW	Inland wetland	30	OTU_105	30	1	8.884443097001499e-4	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_17	28	0.9333333333333333	0.0011942010890158496	Family	Rhodobacteraceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_326	27	0.9	2.17315497428901e-4	Order	C0119	Bacteria > Chloroflexi > Ktedonobacteria > C0119 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_926	30	1	7.52371291833489e-4	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_131	26	0.8666666666666667	4.2718485489031636e-4	Family	0319-6A21	Bacteria > Nitrospirae > Nitrospira > Nitrospirales > 0319-6A21 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_6	30	1	0.0017913318552329857	Class	Soil Crenarchaeotic Group(SCG)	Archaea > Thaumarchaeota > Soil Crenarchaeotic Group(SCG) > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1313	24	0.8	6.121801832333817e-4	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1034	29	0.9666666666666667	4.4528951751493696e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_96	24	0.8	4.891563949321446e-4	Class	Gitt-GS-136	Bacteria > Chloroflexi > Gitt-GS-136 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1071	26	0.8666666666666667	3.608302460223471e-4	Family	0319-6A21	Bacteria > Nitrospirae > Nitrospira > Nitrospirales > 0319-6A21 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_611	26	0.8666666666666667	2.228857192163925e-4	Family	Myxococcaceae	Bacteria > Proteobacteria > Deltaproteobacteria > Myxococcales > Myxococcaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_49	26	0.8666666666666667	0.0011567016937109635	Family	DA101 soil group	Bacteria > Verrucomicrobia > Spartobacteria > Chthoniobacterales > DA101 soil group > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_11	26	0.8666666666666667	0.0032669803238779926	Genus	Sulfurovum	Bacteria > Proteobacteria > Epsilonproteobacteria > Campylobacterales > Helicobacteraceae > Sulfurovum > Unknown species
IW	Inland wetland	30	OTU_372	26	0.8666666666666667	0.0010255132304243918	Order	Gaiellales	Bacteria > Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_101	24	0.8	3.304258526212465e-4	Genus	Sphingomonas	Bacteria > Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingomonas > Unknown species
IW	Inland wetland	30	OTU_18	28	0.9333333333333333	8.854819882111064e-4	Family	RB41	Bacteria > Acidobacteria > Acidobacteria > Subgroup 4 > RB41 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_72	28	0.9333333333333333	0.0010817578579138452	Genus	Blastocatella	Bacteria > Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella > Unknown species
IW	Inland wetland	30	OTU_1601	26	0.8666666666666667	4.860925269019425e-4	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_409	29	0.9666666666666667	5.602499378112011e-4	Family	Rhodobiaceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhodobiaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_293	25	0.8333333333333334	5.090231643725696e-4	Order	Acidimicrobiales	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1759	25	0.8333333333333334	4.2841405277188046e-4	Family	Comamonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_983	29	0.9666666666666667	3.3782510572504963e-4	Genus	Ramlibacter	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Ramlibacter > Unknown species
IW	Inland wetland	30	OTU_139	24	0.8	8.894392245541909e-4	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_656	28	0.9333333333333333	0.0012316162062410158	Family	Comamonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_254	30	1	0.0015835022439275085	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_40	30	1	0.0012225116810908496	Genus	Sphingomonas	Bacteria > Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingomonas > Unknown species
IW	Inland wetland	30	OTU_146	29	0.9666666666666667	6.755129176376049e-4	Order	Gaiellales	Bacteria > Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_5277	27	0.9	5.915679907292456e-4	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_459	26	0.8666666666666667	6.549124171691587e-4	Family	Intrasporangiaceae	Bacteria > Actinobacteria > Actinobacteria > Micrococcales > Intrasporangiaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_415	27	0.9	6.705618090248108e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_83	28	0.9333333333333333	4.2852109031775416e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_127	26	0.8666666666666667	0.0013513656581059462	Family	Gemmatimonadaceae	Bacteria > Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_226	26	0.8666666666666667	1.5638680073062303e-4	Genus	Gemmatimonas	Bacteria > Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Gemmatimonas > Unknown species
IW	Inland wetland	30	OTU_115	27	0.9	0.001043657957653747	Family	Nitrospiraceae	Bacteria > Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1126	24	0.8	2.1304003161467735e-4	Order	Acidimicrobiales	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_11936	25	0.8333333333333334	2.00527326734186e-4	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_578	25	0.8333333333333334	0.0012687171347194682	Class	Bacteroidetes vadinHA17	Bacteria > Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_82	26	0.8666666666666667	0.0033700798688022222	Genus	Sphingomonas	Bacteria > Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingomonas > Unknown species
IW	Inland wetland	30	OTU_496	27	0.9	0.0010672962606485333	Genus	Acidovorax	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Acidovorax > Unknown species
IW	Inland wetland	30	OTU_781	25	0.8333333333333334	4.918619751645447e-4	Genus	Candidatus Nitrotoga	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Gallionellaceae > Candidatus Nitrotoga > Unknown species
IW	Inland wetland	30	OTU_148	27	0.9	3.1172616567958666e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_88	28	0.9333333333333333	0.0015919802576289032	Genus	Lysobacter	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Lysobacter > Unknown species
IW	Inland wetland	30	OTU_868	27	0.9	4.705322666067157e-4	Genus	Mycobacterium	Bacteria > Actinobacteria > Actinobacteria > Corynebacteriales > Mycobacteriaceae > Mycobacterium > Unknown species
IW	Inland wetland	30	OTU_114	28	0.9333333333333333	9.752173482901831e-4	Genus	Tropicimonas	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Tropicimonas > Unknown species
IW	Inland wetland	30	OTU_543	25	0.8333333333333334	6.713976990617683e-4	Genus	Pseudolabrys	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Pseudolabrys > Unknown species
IW	Inland wetland	30	OTU_747	29	0.9666666666666667	5.295637735080567e-4	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1747	25	0.8333333333333334	3.437470307371118e-4	Genus	Variibacter	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Variibacter > Unknown species
IW	Inland wetland	30	OTU_1775	29	0.9666666666666667	7.329496839978359e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_135	30	1	0.0015331993563722033	Class	Gitt-GS-136	Bacteria > Chloroflexi > Gitt-GS-136 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_13	30	1	0.003295289131722974	Genus	Candidatus Solibacter	Bacteria > Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Candidatus Solibacter > Unknown species
IW	Inland wetland	30	OTU_73	29	0.9666666666666667	0.002447311356679798	Genus	Thiobacillus	Bacteria > Proteobacteria > Betaproteobacteria > Hydrogenophilales > Hydrogenophilaceae > Thiobacillus > Unknown species
IW	Inland wetland	30	OTU_2754	25	0.8333333333333334	2.2409473802485308e-4	Genus	Pseudolabrys	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Pseudolabrys > Unknown species
IW	Inland wetland	30	OTU_189	29	0.9666666666666667	1.36140238577678e-4	Order	SC-I-84	Bacteria > Proteobacteria > Betaproteobacteria > SC-I-84 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_2190	29	0.9666666666666667	7.608255091264212e-4	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_260	24	0.8	5.059470735160249e-4	Family	MNG7	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > MNG7 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_197	30	1	7.789930065166549e-4	Order	Subgroup 7	Bacteria > Acidobacteria > Holophagae > Subgroup 7 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_771	29	0.9666666666666667	8.44916489246409e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_411	26	0.8666666666666667	8.658095209343561e-4	Order	Subgroup 7	Bacteria > Acidobacteria > Holophagae > Subgroup 7 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_245	26	0.8666666666666667	7.341830967882494e-4	Family	Planococcaceae	Bacteria > Firmicutes > Bacilli > Bacillales > Planococcaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1112	28	0.9333333333333333	0.0010901306586861587	Genus	Acidovorax	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Acidovorax > Unknown species
IW	Inland wetland	30	OTU_249	25	0.8333333333333334	2.98205105888552e-4	Family	0319-6A21	Bacteria > Nitrospirae > Nitrospira > Nitrospirales > 0319-6A21 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_292	28	0.9333333333333333	0.001330400219557765	Family	JG34-KF-161	Bacteria > Proteobacteria > Alphaproteobacteria > Sphingomonadales > JG34-KF-161 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_164	29	0.9666666666666667	7.303172508975298e-4	Genus	Geobacter	Bacteria > Proteobacteria > Deltaproteobacteria > Desulfuromonadales > Geobacteraceae > Geobacter > Unknown species
IW	Inland wetland	30	OTU_51	27	0.9	0.002320979594041432	Family	DUNssu044	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > DUNssu044 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_448	30	1	4.4132237244114115e-4	Family	480-2	Bacteria > Actinobacteria > Thermoleophilia > Solirubrobacterales > 480-2 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_28	28	0.9333333333333333	0.002422515803875429	Order	43F-1404R	Bacteria > Proteobacteria > Deltaproteobacteria > 43F-1404R > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_229	30	1	4.503964599775085e-4	Family	Xanthobacteraceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_80	30	1	0.0033184944971392243	Genus	Sphingomonas	Bacteria > Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingomonas > Unknown species
IW	Inland wetland	30	OTU_150	30	1	0.0017742491960657985	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_10	26	0.8666666666666667	0.0012331705718779179	Genus	Thermomonas	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Thermomonas > Unknown species
IW	Inland wetland	30	OTU_185	25	0.8333333333333334	2.06773405469417e-4	Genus	Haliangium	Bacteria > Proteobacteria > Deltaproteobacteria > Myxococcales > Haliangiaceae > Haliangium > Unknown species
IW	Inland wetland	30	OTU_203	28	0.9333333333333333	0.0012070890340278204	Family	Gemmatimonadaceae	Bacteria > Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_62	30	1	0.0022477041953909505	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_2155	24	0.8	2.869508687220363e-4	Family	Xanthobacteraceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_20	30	1	0.0018592562673877722	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_149	29	0.9666666666666667	8.877511712597944e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_648	26	0.8666666666666667	5.05433878821111e-4	Genus	Geobacter	Bacteria > Proteobacteria > Deltaproteobacteria > Desulfuromonadales > Geobacteraceae > Geobacter > Unknown species
IW	Inland wetland	30	OTU_112	25	0.8333333333333334	3.0100440641721055e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_312	28	0.9333333333333333	5.353890184748474e-4	Genus	Variibacter	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Variibacter > Unknown species
IW	Inland wetland	30	OTU_12874	25	0.8333333333333334	1.914518565028219e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_26	28	0.9333333333333333	9.129696742921649e-4	Genus	Exiguobacterium	Bacteria > Firmicutes > Bacilli > Bacillales > Family XII > Exiguobacterium > Unknown species
IW	Inland wetland	30	OTU_196	28	0.9333333333333333	9.420732926120675e-4	Order	TRA3-20	Bacteria > Proteobacteria > Betaproteobacteria > TRA3-20 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_2821	24	0.8	4.551013028933619e-4	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_457	28	0.9333333333333333	5.641177316582554e-4	Family	0319-6A21	Bacteria > Nitrospirae > Nitrospira > Nitrospirales > 0319-6A21 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_564	24	0.8	7.034634924004085e-4	Genus	Blastocatella	Bacteria > Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella > Unknown species
IW	Inland wetland	30	OTU_119	29	0.9666666666666667	0.0010670502169655702	Genus	Pseudolabrys	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Pseudolabrys > Unknown species
IW	Inland wetland	30	OTU_208	24	0.8	6.473689210045251e-4	Species	Ornithinibacter aureus	Bacteria > Actinobacteria > Actinobacteria > Micrococcales > Intrasporangiaceae > Ornithinibacter > Ornithinibacter aureus
IW	Inland wetland	30	OTU_38	28	0.9333333333333333	0.001994606409876405	Genus	Cryobacterium	Bacteria > Actinobacteria > Actinobacteria > Micrococcales > Microbacteriaceae > Cryobacterium > Unknown species
IW	Inland wetland	30	OTU_207	29	0.9666666666666667	0.001860796201441226	Order	Subgroup 7	Bacteria > Acidobacteria > Holophagae > Subgroup 7 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_133	28	0.9333333333333333	4.768391739862717e-4	Order	Acidimicrobiales	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1325	27	0.9	7.632025553965295e-4	Genus	Bacillus	Bacteria > Firmicutes > Bacilli > Bacillales > Bacillaceae > Bacillus > Unknown species
IW	Inland wetland	30	OTU_3756	24	0.8	2.66200033677189e-4	Order	Gaiellales	Bacteria > Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_64	28	0.9333333333333333	0.0013806968068532572	Genus	Oryzihumus	Bacteria > Actinobacteria > Actinobacteria > Micrococcales > Intrasporangiaceae > Oryzihumus > Unknown species
IW	Inland wetland	30	OTU_29	30	1	0.0016543750879951522	Class	JG37-AG-4	Bacteria > Chloroflexi > JG37-AG-4 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_2575	25	0.8333333333333334	2.432160944384562e-4	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_616	24	0.8	6.402985527252329e-4	Family	Acidobacteriaceae (Subgroup 1)	Bacteria > Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1867	27	0.9	3.935675760886161e-4	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_321	27	0.9	2.631667774749352e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_225	30	1	8.303275724485587e-4	Genus	Variibacter	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Variibacter > Unknown species
IW	Inland wetland	30	OTU_1296	25	0.8333333333333334	9.740097800488837e-4	Family	Nitrosomonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_176	25	0.8333333333333334	8.624365484661855e-4	Family	Acidobacteriaceae (Subgroup 1)	Bacteria > Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_2413	29	0.9666666666666667	3.4855251900723104e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_258	26	0.8666666666666667	2.7419492937165777e-4	Family	Holophagaceae	Bacteria > Acidobacteria > Holophagae > Holophagales > Holophagaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_237	28	0.9333333333333333	7.384221380859239e-4	Order	Gaiellales	Bacteria > Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_572	24	0.8	4.807308661630001e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1193	28	0.9333333333333333	3.5034841328700873e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_108	28	0.9333333333333333	5.069642147638155e-4	Family	RB41	Bacteria > Acidobacteria > Acidobacteria > Subgroup 4 > RB41 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_234	27	0.9	7.683129361671214e-4	Family	Methylobacteriaceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Methylobacteriaceae > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_608	25	0.8333333333333334	5.334089874932336e-4	Genus	Candidatus Solibacter	Bacteria > Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Candidatus Solibacter > Unknown species
IW	Inland wetland	30	OTU_274	24	0.8	6.095170505699215e-4	Family	TM146	Bacteria > Actinobacteria > Thermoleophilia > Solirubrobacterales > TM146 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_705	24	0.8	5.032751311880648e-4	Family	RB41	Bacteria > Acidobacteria > Acidobacteria > Subgroup 4 > RB41 > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_1108	27	0.9	2.4201787611062103e-4	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
IW	Inland wetland	30	OTU_5597	26	0.8666666666666667	1.692046074479225e-4	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
CW	Coastal wetland	30	OTU_32	27	0.9	0.0011985667539466942	Phylum	Miscellaneous Crenarchaeotic Group	Archaea > Miscellaneous Crenarchaeotic Group > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
CW	Coastal wetland	30	OTU_3692	25	0.8333333333333334	3.2791131494680297e-4	Genus	Rhodobacter	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Rhodobacter > Unknown species
CW	Coastal wetland	30	OTU_50	26	0.8666666666666667	0.001751408063419826	Family	Comamonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Unknown genus > Unknown species
CW	Coastal wetland	30	OTU_408	26	0.8666666666666667	6.308024717115559e-4	Genus	Geoalkalibacter	Bacteria > Proteobacteria > Deltaproteobacteria > Desulfuromonadales > Geobacteraceae > Geoalkalibacter > Unknown species
CW	Coastal wetland	30	OTU_6426	30	1	9.30892619525654e-4	Family	Xanthomonadales Incertae Sedis	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Unknown genus > Unknown species
CW	Coastal wetland	30	OTU_356	25	0.8333333333333334	5.04578066674105e-4	Family	Halieaceae	Bacteria > Proteobacteria > Gammaproteobacteria > Cellvibrionales > Halieaceae > Unknown genus > Unknown species
CW	Coastal wetland	30	OTU_1	29	0.9666666666666667	0.010140087637493926	Genus	Clostridium sensu stricto 13	Bacteria > Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 13 > Unknown species
CW	Coastal wetland	30	OTU_41	27	0.9	0.0012158504703719054	Order	PeM15	Bacteria > Actinobacteria > Actinobacteria > PeM15 > Unknown family > Unknown genus > Unknown species
