FeatureID	SourceGenus	DisplayGenus	State	ExpectedProportion	ExpectedPercent
Brachyspira	Brachyspira	Brachyspira	DMM-C	2.4611848510241343e-5	0.0024611848510241344
Bradyrhizobium	Bradyrhizobium	Bradyrhizobium	DMM-C	2.461593151036895e-5	0.002461593151036895
Bulleidia	Bulleidia	Bulleidia	DMM-C	2.7085978850452196e-4	0.027085978850452195
Butyricicoccus	Butyricicoccus	Butyricicoccus	DMM-C	0.008370523305404111	0.8370523305404112
Butyricimonas	Butyricimonas	Butyricimonas	DMM-C	0.001311216705777909	0.1311216705777909
Butyrivibrio	Butyrivibrio	Butyrivibrio	DMM-C	2.813130413055472e-5	0.002813130413055472
Campylobacter	Campylobacter	Campylobacter	DMM-C	2.513067220054983e-5	0.002513067220054983
Catenibacterium	Catenibacterium	Catenibacterium	DMM-C	0.003046845021185401	0.3046845021185401
Caulobacter	Caulobacter	Caulobacter	DMM-C	2.4611848571192956e-5	0.0024611848571192956
Citrobacter	Citrobacter	Citrobacter	DMM-C	0.002368944894310288	0.2368944894310288
Cloacibacillus	Cloacibacillus	Cloacibacillus	DMM-C	2.4624890110948785e-5	0.0024624890110948785
Clostridium	Clostridium	Clostridium	DMM-C	0.010276487640333688	1.0276487640333687
Collinsella	Collinsella	Collinsella	DMM-C	0.017577298371637882	1.7577298371637882
Coprobacillus	Coprobacillus	Coprobacillus	DMM-C	0.015796798578130402	1.5796798578130402
Coprococcus	Coprococcus	Coprococcus	DMM-C	0.02308463957954035	2.308463957954035
Coraliomargarita	Coraliomargarita	Coraliomargarita	DMM-C	2.4611848825976584e-5	0.0024611848825976585
Coriobacterium	Coriobacterium	Coriobacterium	DMM-C	2.461184878489521e-5	0.002461184878489521
Corynebacterium	Corynebacterium	Corynebacterium	DMM-C	7.673587558642283e-4	0.07673587558642284
Desulfocurvus	Desulfocurvus	Desulfocurvus	DMM-C	2.4627796822737976e-5	0.002462779682273798
Desulfovibrio	Desulfovibrio	Desulfovibrio	DMM-C	0.001480866668470536	0.1480866668470536
Dialister	Dialister	Dialister	DMM-C	0.00778995138368816	0.778995138368816
Dickeya	Dickeya	Dickeya	DMM-C	2.4617821936135586e-5	0.002461782193613559
Dorea	Dorea	Dorea	DMM-C	0.04050283094945246	4.050283094945246
Dysgonomonas	Dysgonomonas	Dysgonomonas	DMM-C	2.7086015571684365e-4	0.027086015571684365
Eggerthella	Eggerthella	Eggerthella	DMM-C	0.010024071031739717	1.0024071031739719
Enterobacter	Enterobacter	Enterobacter	DMM-C	2.7086276475938394e-4	0.027086276475938392
Enterococcus	Enterococcus	Enterococcus	DMM-C	7.806562822187323e-4	0.07806562822187324
Enterorhabdus	Enterorhabdus	Enterorhabdus	DMM-C	2.4611851552382792e-5	0.002461185155238279
Escherichia/Shigella	Escherichia/Shigella	Escherichia/Shigella	DMM-C	0.0018053667718840687	0.18053667718840688
Ethanoligenens	Ethanoligenens	Ethanoligenens	DMM-C	2.709261295189682e-4	0.02709261295189682
Eubacterium	Eubacterium	Eubacterium	DMM-C	0.011612860420270195	1.1612860420270195
Faecalibacterium	Faecalibacterium	Faecalibacterium	DMM-C	0.039859102214255586	3.9859102214255584
Fusobacterium	Fusobacterium	Fusobacterium	DMM-C	2.751426877788201e-4	0.02751426877788201
Gemella	Gemella	Gemella	DMM-C	2.495893734264414e-5	0.002495893734264414
Geosporobacter	Geosporobacter	Geosporobacter	DMM-C	2.4611848928073863e-5	0.002461184892807386
Gordonibacter	Gordonibacter	Gordonibacter	DMM-C	0.0020916705871440924	0.20916705871440924
Granulicatella	Granulicatella	Granulicatella	DMM-C	9.948589027728094e-4	0.09948589027728094
Haemophilus	Haemophilus	Haemophilus	DMM-C	2.462816603301991e-5	0.002462816603301991
Hallella	Hallella	Hallella	DMM-C	2.4611848816949727e-5	0.0024611848816949726
Hespellia	Hespellia	Hespellia	DMM-C	0.01946146916098968	1.946146916098968
Holdemania	Holdemania	Holdemania	DMM-C	0.0035415299658616522	0.3541529965861652
Hydrogenoanaerobacterium	Hydrogenoanaerobacterium	Hydrogenoanaerobacterium	DMM-C	2.4611946063555907e-5	0.0024611946063555906
Klebsiella	Klebsiella	Klebsiella	DMM-C	7.846804165934169e-4	0.0784680416593417
Lachnobacterium	Lachnobacterium	Lachnobacterium	DMM-C	7.934548460993363e-4	0.07934548460993363
Lactobacillus	Lactobacillus	Lactobacillus	DMM-C	0.0040003474201739985	0.40003474201739986
Lactococcus	Lactococcus	Lactococcus	DMM-C	0.004044197775929795	0.4044197775929795
Lactonifactor	Lactonifactor	Lactonifactor	DMM-C	0.00812241435955284	0.8122414359552841
Leuconostoc	Leuconostoc	Leuconostoc	DMM-C	0.0012558108982725098	0.12558108982725097
Luteococcus	Luteococcus	Luteococcus	DMM-C	2.461792583980997e-5	0.002461792583980997
Marvinbryantia	Marvinbryantia	Marvinbryantia	DMM-C	7.694846154138918e-4	0.07694846154138918
Megamonas	Megamonas	Megamonas	DMM-C	8.697452854973698e-4	0.08697452854973697
Megasphaera	Megasphaera	Megasphaera	DMM-C	0.00543231318621472	0.543231318621472
Methylobacterium	Methylobacterium	Methylobacterium	DMM-C	2.4611848509575233e-5	0.002461184850957523
Microbacterium	Microbacterium	Microbacterium	DMM-C	2.461188533467075e-5	0.002461188533467075
Mitsuokella	Mitsuokella	Mitsuokella	DMM-C	2.7226165920477187e-4	0.027226165920477188
Mobiluncus	Mobiluncus	Mobiluncus	DMM-C	2.46118485302183e-5	0.00246118485302183
Moryella	Moryella	Moryella	DMM-C	2.4611848510156613e-5	0.002461184851015661
Odoribacter	Odoribacter	Odoribacter	DMM-C	0.0020953101151370544	0.20953101151370543
Olsenella	Olsenella	Olsenella	DMM-C	2.9918837095590416e-4	0.029918837095590414
Oribacterium	Oribacterium	Oribacterium	DMM-C	0.001687887706711848	0.1687887706711848
Oscillibacter	Oscillibacter	Oscillibacter	DMM-C	0.01204879045224441	1.2048790452244411
Oxalobacter	Oxalobacter	Oxalobacter	DMM-C	2.4612687664284264e-5	0.0024612687664284263
Papillibacter	Papillibacter	Papillibacter	DMM-C	2.461187536626911e-5	0.002461187536626911
Parabacteroides	Parabacteroides	Parabacteroides	DMM-C	0.006810866001882847	0.6810866001882847
Paraeggerthella	Paraeggerthella	Paraeggerthella	DMM-C	2.708214954679478e-4	0.02708214954679478
Paraprevotella	Paraprevotella	Paraprevotella	DMM-C	0.0018395592382803021	0.18395592382803022
Parasutterella	Parasutterella	Parasutterella	DMM-C	0.003330143751475578	0.33301437514755783
Pediococcus	Pediococcus	Pediococcus	DMM-C	2.7082902342422734e-4	0.027082902342422735
Pelomonas	Pelomonas	Pelomonas	DMM-C	2.4611848510156613e-5	0.002461184851015661
Peptococcus	Peptococcus	Peptococcus	DMM-C	2.5924486785040077e-5	0.0025924486785040076
Peptostreptococcus	Peptostreptococcus	Peptostreptococcus	DMM-C	0.0012577144430337042	0.12577144430337042
Phascolarctobacterium	Phascolarctobacterium	Phascolarctobacterium	DMM-C	0.005281226655684662	0.5281226655684662
Porphyromonas	Porphyromonas	Porphyromonas	DMM-C	2.4611848529937183e-5	0.002461184852993718
Prevotella	Prevotella	Prevotella	DMM-C	0.0040085538071200156	0.40085538071200155
Propionibacterium	Propionibacterium	Propionibacterium	DMM-C	2.726826667058216e-4	0.02726826667058216
Proteus	Proteus	Proteus	DMM-C	2.7085977263030265e-4	0.027085977263030265
Pseudobutyrivibrio	Pseudobutyrivibrio	Pseudobutyrivibrio	DMM-C	0.004230226984567115	0.4230226984567115
Pyramidobacter	Pyramidobacter	Pyramidobacter	DMM-C	2.4621919071115217e-5	0.0024621919071115216
Ralstonia	Ralstonia	Ralstonia	DMM-C	2.461187846533765e-5	0.002461187846533765
Rhizobium	Rhizobium	Rhizobium	DMM-C	2.4611848585642596e-5	0.0024611848585642596
Robinsoniella	Robinsoniella	Robinsoniella	DMM-C	7.857896011972651e-4	0.07857896011972651
Roseburia	Roseburia	Roseburia	DMM-C	0.05396224784126642	5.396224784126642
Rothia	Rothia	Rothia	DMM-C	5.30750898876517e-4	0.0530750898876517
Ruminococcus	Ruminococcus	Ruminococcus	DMM-C	0.009223126786766884	0.9223126786766884
Sarcina	Sarcina	Sarcina	DMM-C	2.7212165679825283e-4	0.027212165679825283
Selenomonas	Selenomonas	Selenomonas	DMM-C	2.4611849770672454e-5	0.002461184977067245
Slackia	Slackia	Slackia	DMM-C	0.0019452307263133463	0.19452307263133464
Sneathia	Sneathia	Sneathia	DMM-C	2.461593152762352e-5	0.002461593152762352
Solirubrobacter	Solirubrobacter	Solirubrobacter	DMM-C	2.461446490009879e-5	0.002461446490009879
Solobacterium	Solobacterium	Solobacterium	DMM-C	2.461191220340257e-5	0.002461191220340257
Sphingomonas	Sphingomonas	Sphingomonas	DMM-C	2.46239899231272e-5	0.00246239899231272
Sporacetigenium	Sporacetigenium	Sporacetigenium	DMM-C	0.006330874119963499	0.63308741199635
Sporobacter	Sporobacter	Sporobacter	DMM-C	4.0923173487115815e-4	0.04092317348711581
Streptococcus	Streptococcus	Streptococcus	DMM-C	0.016462921088443272	1.6462921088443272
Subdoligranulum	Subdoligranulum	Subdoligranulum	DMM-C	0.016245195287563314	1.6245195287563314
Succiniclasticum	Succiniclasticum	Succiniclasticum	DMM-C	2.772496676623402e-4	0.02772496676623402
Sutterella	Sutterella	Sutterella	DMM-C	0.0031664823497383502	0.31664823497383504
Syntrophococcus	Syntrophococcus	Syntrophococcus	DMM-C	3.6484360333553247e-4	0.03648436033355325
Tepidibacter	Tepidibacter	Tepidibacter	DMM-C	0.0023366003909280524	0.23366003909280525
Turicibacter	Turicibacter	Turicibacter	DMM-C	0.0058379979647992805	0.5837997964799281
Uknown	Uknown	Unclassified	DMM-C	0.45191642285823064	45.191642285823065
Varibaculum	Varibaculum	Varibaculum	DMM-C	2.4625796668955478e-5	0.002462579666895548
Veillonella	Veillonella	Veillonella	DMM-C	0.0035317417984136812	0.3531741798413681
Victivallis	Victivallis	Victivallis	DMM-C	2.4615159372699015e-5	0.0024615159372699015
Weissella	Weissella	Weissella	DMM-C	2.586575531207269e-5	0.002586575531207269
Xylanibacter	Xylanibacter	Xylanibacter	DMM-C	2.7212201027424193e-4	0.027212201027424193
Zymophilus	Zymophilus	Zymophilus	DMM-C	2.72756561003969e-4	0.0272756561003969
Acetanaerobacterium	Acetanaerobacterium	Acetanaerobacterium	DMM-D	0.004414052585680881	0.44140525856808815
Acetivibrio	Acetivibrio	Acetivibrio	DMM-D	5.799960634861854e-4	0.057999606348618546
Acetobacterium	Acetobacterium	Acetobacterium	DMM-D	1.51074353812095e-4	0.0151074353812095
Acidaminococcus	Acidaminococcus	Acidaminococcus	DMM-D	0.003136549023463621	0.3136549023463621
Actinobaculum	Actinobaculum	Actinobaculum	DMM-D	1.510767906564757e-4	0.01510767906564757
Actinomyces	Actinomyces	Actinomyces	DMM-D	9.741534690883855e-4	0.09741534690883855
Akkermansia	Akkermansia	Akkermansia	DMM-D	0.0022271240651054037	0.22271240651054036
Alistipes	Alistipes	Alistipes	DMM-D	0.01864940153357343	1.864940153357343
Allisonella	Allisonella	Allisonella	DMM-D	0.002013747345576368	0.2013747345576368
Anaerobacter	Anaerobacter	Anaerobacter	DMM-D	4.257300084386889e-4	0.04257300084386889
Anaerobiospirillum	Anaerobiospirillum	Anaerobiospirillum	DMM-D	1.3735215647698391e-5	0.0013735215647698391
Anaerofilum	Anaerofilum	Anaerofilum	DMM-D	4.2663738442169023e-4	0.04266373844216902
Anaerofustis	Anaerofustis	Anaerofustis	DMM-D	1.510767911033925e-4	0.01510767911033925
Anaerosporobacter	Anaerosporobacter	Anaerosporobacter	DMM-D	1.3735215755651365e-5	0.0013735215755651365
Anaerostipes	Anaerostipes	Anaerostipes	DMM-D	7.12703966901425e-4	0.0712703966901425
Anaerotruncus	Anaerotruncus	Anaerotruncus	DMM-D	0.01074076963924918	1.0740769639249181
Arthrobacter	Arthrobacter	Arthrobacter	DMM-D	1.3735215647702759e-5	0.0013735215647702758
Asaccharobacter	Asaccharobacter	Asaccharobacter	DMM-D	0.0016563706009804365	0.16563706009804366
Asticcacaulis	Asticcacaulis	Asticcacaulis	DMM-D	1.3735215647753655e-5	0.0013735215647753655
Atopobium	Atopobium	Atopobium	DMM-D	2.88423492474376e-4	0.0288423492474376
Bacteroides	Bacteroides	Bacteroides	DMM-D	0.06786473569950147	6.786473569950147
Barnesiella	Barnesiella	Barnesiella	DMM-D	0.007072612900012224	0.7072612900012224
Bifidobacterium	Bifidobacterium	Bifidobacterium	DMM-D	0.0024049916290968068	0.24049916290968068
Brachyspira	Brachyspira	Brachyspira	DMM-D	1.5107907213449687e-4	0.015107907213449687
Bradyrhizobium	Bradyrhizobium	Bradyrhizobium	DMM-D	1.510767906564757e-4	0.01510767906564757
Bulleidia	Bulleidia	Bulleidia	DMM-D	1.3735215647929714e-5	0.0013735215647929714
Butyricicoccus	Butyricicoccus	Butyricicoccus	DMM-D	0.007855724344163826	0.7855724344163826
Butyricimonas	Butyricimonas	Butyricimonas	DMM-D	0.0058327149376349715	0.5832714937634972
Butyrivibrio	Butyrivibrio	Butyrivibrio	DMM-D	0.0011226430918667896	0.11226430918667896
Campylobacter	Campylobacter	Campylobacter	DMM-D	1.3736010226934402e-5	0.0013736010226934401
Catenibacterium	Catenibacterium	Catenibacterium	DMM-D	0.010934884911028888	1.0934884911028888
Caulobacter	Caulobacter	Caulobacter	DMM-D	1.3735215665334268e-5	0.0013735215665334269
Citrobacter	Citrobacter	Citrobacter	DMM-D	2.943344590342357e-4	0.029433445903423568
Cloacibacillus	Cloacibacillus	Cloacibacillus	DMM-D	2.8843827808344464e-4	0.028843827808344463
Clostridium	Clostridium	Clostridium	DMM-D	0.006800214161386785	0.6800214161386785
Collinsella	Collinsella	Collinsella	DMM-D	0.02321927132189962	2.321927132189962
Coprobacillus	Coprobacillus	Coprobacillus	DMM-D	0.007709187381263962	0.7709187381263962
Coprococcus	Coprococcus	Coprococcus	DMM-D	0.028391924686505806	2.8391924686505807
Coraliomargarita	Coraliomargarita	Coraliomargarita	DMM-D	1.3736130197592411e-5	0.0013736130197592412
Coriobacterium	Coriobacterium	Coriobacterium	DMM-D	1.373521575784624e-5	0.0013735215757846241
Corynebacterium	Corynebacterium	Corynebacterium	DMM-D	1.5107680071207985e-4	0.015107680071207986
Desulfocurvus	Desulfocurvus	Desulfocurvus	DMM-D	4.306028962539702e-4	0.04306028962539702
Desulfovibrio	Desulfovibrio	Desulfovibrio	DMM-D	0.003561911768615633	0.3561911768615633
Dialister	Dialister	Dialister	DMM-D	0.0049295751273473005	0.49295751273473004
Dickeya	Dickeya	Dickeya	DMM-D	1.5201859043729348e-4	0.015201859043729348
Dorea	Dorea	Dorea	DMM-D	0.0331773545331056	3.31773545331056
Dysgonomonas	Dysgonomonas	Dysgonomonas	DMM-D	1.3735215670077767e-5	0.0013735215670077768
Eggerthella	Eggerthella	Eggerthella	DMM-D	0.0023963928646376677	0.23963928646376675
Enterobacter	Enterobacter	Enterobacter	DMM-D	1.5107740685839176e-4	0.015107740685839177
Enterococcus	Enterococcus	Enterococcus	DMM-D	2.93199456363701e-4	0.029319945636370102
Enterorhabdus	Enterorhabdus	Enterorhabdus	DMM-D	1.3735219444996335e-5	0.0013735219444996336
Escherichia/Shigella	Escherichia/Shigella	Escherichia/Shigella	DMM-D	1.3765151843878e-5	0.0013765151843878
Ethanoligenens	Ethanoligenens	Ethanoligenens	DMM-D	2.889143949152634e-4	0.02889143949152634
Eubacterium	Eubacterium	Eubacterium	DMM-D	0.024687090233096735	2.4687090233096733
Faecalibacterium	Faecalibacterium	Faecalibacterium	DMM-D	0.13804404219492547	13.804404219492547
Fusobacterium	Fusobacterium	Fusobacterium	DMM-D	4.298042016932226e-4	0.04298042016932226
Gemella	Gemella	Gemella	DMM-D	2.88305357144266e-4	0.028830535714426602
Geosporobacter	Geosporobacter	Geosporobacter	DMM-D	1.4477414719072428e-5	0.0014477414719072429
Gordonibacter	Gordonibacter	Gordonibacter	DMM-D	9.753792965527474e-4	0.09753792965527473
Granulicatella	Granulicatella	Granulicatella	DMM-D	2.883884761845306e-4	0.02883884761845306
Haemophilus	Haemophilus	Haemophilus	DMM-D	5.702631005518658e-4	0.057026310055186574
Hallella	Hallella	Hallella	DMM-D	1.3736010664134181e-5	0.001373601066413418
Hespellia	Hespellia	Hespellia	DMM-D	0.005351779870068913	0.5351779870068912
Holdemania	Holdemania	Holdemania	DMM-D	0.0014509832864240129	0.1450983286424013
Hydrogenoanaerobacterium	Hydrogenoanaerobacterium	Hydrogenoanaerobacterium	DMM-D	1.5119401850820338e-4	0.015119401850820339
Klebsiella	Klebsiella	Klebsiella	DMM-D	1.444571992012786e-4	0.014445719920127859
Lachnobacterium	Lachnobacterium	Lachnobacterium	DMM-D	0.0023770487078185023	0.23770487078185024
Lactobacillus	Lactobacillus	Lactobacillus	DMM-D	0.0059802050510732565	0.5980205051073256
Lactococcus	Lactococcus	Lactococcus	DMM-D	0.0017202478431754672	0.17202478431754673
Lactonifactor	Lactonifactor	Lactonifactor	DMM-D	0.006482286617536418	0.6482286617536418
Leuconostoc	Leuconostoc	Leuconostoc	DMM-D	4.3106627252016114e-4	0.04310662725201611
Luteococcus	Luteococcus	Luteococcus	DMM-D	1.5107567500009423e-4	0.015107567500009423
Marvinbryantia	Marvinbryantia	Marvinbryantia	DMM-D	0.0020500100080475107	0.20500100080475106
Megamonas	Megamonas	Megamonas	DMM-D	7.472490855248519e-4	0.07472490855248519
Megasphaera	Megasphaera	Megasphaera	DMM-D	0.006838453810053738	0.6838453810053738
Methylobacterium	Methylobacterium	Methylobacterium	DMM-D	1.3735215647972144e-5	0.0013735215647972144
Microbacterium	Microbacterium	Microbacterium	DMM-D	1.5091243863129785e-4	0.015091243863129785
Mitsuokella	Mitsuokella	Mitsuokella	DMM-D	0.0010720042397437503	0.10720042397437503
Mobiluncus	Mobiluncus	Mobiluncus	DMM-D	1.3735215647698391e-5	0.0013735215647698391
Moryella	Moryella	Moryella	DMM-D	1.3735215647698391e-5	0.0013735215647698391
Odoribacter	Odoribacter	Odoribacter	DMM-D	0.007724631439023679	0.7724631439023679
Olsenella	Olsenella	Olsenella	DMM-D	0.003264178495033836	0.3264178495033836
Oribacterium	Oribacterium	Oribacterium	DMM-D	0.002140473950887816	0.2140473950887816
Oscillibacter	Oscillibacter	Oscillibacter	DMM-D	0.028435054992922534	2.8435054992922533
Oxalobacter	Oxalobacter	Oxalobacter	DMM-D	6.0737904110051e-4	0.060737904110051005
Papillibacter	Papillibacter	Papillibacter	DMM-D	1.5170536570935218e-4	0.015170536570935218
Parabacteroides	Parabacteroides	Parabacteroides	DMM-D	0.005918640663301276	0.5918640663301276
Paraeggerthella	Paraeggerthella	Paraeggerthella	DMM-D	2.9119640824838174e-4	0.029119640824838172
Paraprevotella	Paraprevotella	Paraprevotella	DMM-D	0.007082287456999903	0.7082287456999903
Parasutterella	Parasutterella	Parasutterella	DMM-D	0.0011491074262382677	0.11491074262382676
Pediococcus	Pediococcus	Pediococcus	DMM-D	1.3735215647842012e-5	0.0013735215647842013
Pelomonas	Pelomonas	Pelomonas	DMM-D	1.3735215647698391e-5	0.0013735215647698391
Peptococcus	Peptococcus	Peptococcus	DMM-D	1.508110666560127e-4	0.01508110666560127
Peptostreptococcus	Peptostreptococcus	Peptostreptococcus	DMM-D	1.64981318520655e-5	0.0016498131852065502
Phascolarctobacterium	Phascolarctobacterium	Phascolarctobacterium	DMM-D	0.001039171754880422	0.1039171754880422
Porphyromonas	Porphyromonas	Porphyromonas	DMM-D	1.3735215666194259e-5	0.0013735215666194258
Prevotella	Prevotella	Prevotella	DMM-D	0.05177013716590422	5.177013716590422
Propionibacterium	Propionibacterium	Propionibacterium	DMM-D	1.5222911614252987e-4	0.015222911614252987
Proteus	Proteus	Proteus	DMM-D	1.3735224629239807e-5	0.0013735224629239807
Pseudobutyrivibrio	Pseudobutyrivibrio	Pseudobutyrivibrio	DMM-D	0.0021790468091239024	0.21790468091239024
Pyramidobacter	Pyramidobacter	Pyramidobacter	DMM-D	2.930861886900611e-4	0.02930861886900611
Ralstonia	Ralstonia	Ralstonia	DMM-D	1.5110999993535806e-4	0.015110999993535806
Rhizobium	Rhizobium	Rhizobium	DMM-D	1.5107907209483385e-4	0.015107907209483386
Robinsoniella	Robinsoniella	Robinsoniella	DMM-D	0.0014236717827946599	0.142367178279466
Roseburia	Roseburia	Roseburia	DMM-D	0.03630061064182383	3.6300610641823825
Rothia	Rothia	Rothia	DMM-D	1.434778365425692e-4	0.014347783654256919
Ruminococcus	Ruminococcus	Ruminococcus	DMM-D	0.02363855187538984	2.363855187538984
Sarcina	Sarcina	Sarcina	DMM-D	1.5074272148902926e-4	0.015074272148902926
Selenomonas	Selenomonas	Selenomonas	DMM-D	1.5096181136210863e-5	0.0015096181136210862
Slackia	Slackia	Slackia	DMM-D	0.0030937444414062347	0.3093744441406235
Sneathia	Sneathia	Sneathia	DMM-D	2.8842172552385835e-4	0.028842172552385834
Solirubrobacter	Solirubrobacter	Solirubrobacter	DMM-D	1.3735217556008827e-5	0.0013735217556008826
Solobacterium	Solobacterium	Solobacterium	DMM-D	5.767978482969462e-4	0.05767978482969462
Sphingomonas	Sphingomonas	Sphingomonas	DMM-D	1.3735215647745285e-5	0.0013735215647745285
Sporacetigenium	Sporacetigenium	Sporacetigenium	DMM-D	0.0038222919011001	0.38222919011001
Sporobacter	Sporobacter	Sporobacter	DMM-D	0.0022888234881191277	0.22888234881191277
Streptococcus	Streptococcus	Streptococcus	DMM-D	0.012119105279127542	1.2119105279127542
Subdoligranulum	Subdoligranulum	Subdoligranulum	DMM-D	0.03397114845572702	3.397114845572702
Succiniclasticum	Succiniclasticum	Succiniclasticum	DMM-D	2.8941002825434264e-4	0.028941002825434263
Sutterella	Sutterella	Sutterella	DMM-D	0.005466520165466558	0.5466520165466557
Syntrophococcus	Syntrophococcus	Syntrophococcus	DMM-D	3.011682062908787e-4	0.030116820629087868
Tepidibacter	Tepidibacter	Tepidibacter	DMM-D	0.0027404365904069726	0.2740436590406973
Turicibacter	Turicibacter	Turicibacter	DMM-D	0.0034759056982868585	0.34759056982868586
Uknown	Uknown	Unclassified	DMM-D	0.29142141921961767	29.142141921961766
Varibaculum	Varibaculum	Varibaculum	DMM-D	1.3735216916875312e-5	0.0013735216916875312
Veillonella	Veillonella	Veillonella	DMM-D	0.0013072223362776635	0.13072223362776636
Victivallis	Victivallis	Victivallis	DMM-D	7.07654782063947e-4	0.0707654782063947
Weissella	Weissella	Weissella	DMM-D	4.465320176910694e-4	0.04465320176910694
Xylanibacter	Xylanibacter	Xylanibacter	DMM-D	2.921755845591124e-4	0.02921755845591124
Zymophilus	Zymophilus	Zymophilus	DMM-D	1.3735215666396537e-5	0.0013735215666396538
