Sample1	Sample2	BetaNTI	RCbray	BrayCurtis	Group1	Group2	PairScope	Process
S203	S16	0.665296904163378	1	0.838109329092668	TW	IW	Between groups	Dispersal limitation
S204	S16	1.95595681882859	1	0.707593526041433	TW	IW	Between groups	Dispersal limitation
S205	S16	3.01399333971018	1	0.734251907022808	TW	IW	Between groups	Heterogeneous selection
S206	S16	1.83988571995731	1	0.684540915159974	TW	IW	Between groups	Dispersal limitation
S207	S16	0.557731227145912	1	0.768943445455724	TW	IW	Between groups	Dispersal limitation
S208	S16	1.25349460057028	1	0.765675780876669	TW	IW	Between groups	Dispersal limitation
S209	S16	2.00791282120608	1	0.76158914835063	TW	IW	Between groups	Heterogeneous selection
S210	S16	2.46168729694153	1	0.765695195525515	TW	IW	Between groups	Heterogeneous selection
S213	S16	2.52518609738825	1	0.675976429567499	TW	IW	Between groups	Heterogeneous selection
S214	S16	1.3121927550456	1	0.748638559000024	TW	IW	Between groups	Dispersal limitation
S215	S16	2.01326209706233	1	0.767128011134783	TW	IW	Between groups	Heterogeneous selection
S216	S16	2.48976264958202	1	0.766520265761713	TW	IW	Between groups	Heterogeneous selection
S217	S16	2.20888178840974	1	0.747043780709891	TW	IW	Between groups	Heterogeneous selection
S218	S16	1.9060505501283	1	0.723262166798612	TW	IW	Between groups	Dispersal limitation
S219	S16	2.45636320934192	1	0.74248728342667	TW	IW	Between groups	Heterogeneous selection
S220	S16	2.13967651596968	1	0.758976197900246	TW	IW	Between groups	Heterogeneous selection
S221	S16	2.84976342009066	1	0.758014515428096	TW	IW	Between groups	Heterogeneous selection
S222	S16	0.794630503415895	1	0.797904687414505	TW	IW	Between groups	Dispersal limitation
S223	S16	3.08125374908703	1	0.830612667432093	TW	IW	Between groups	Heterogeneous selection
S224	S16	3.28741826161065	1	0.731502444715288	TW	IW	Between groups	Heterogeneous selection
S225	S16	0.626251519238826	1	0.754006566886746	TW	IW	Between groups	Dispersal limitation
S18	S17	0.437837339813197	1	0.636281239356887	IW	IW	Within IW	Dispersal limitation
S19	S17	1.51275124030824	1	0.638210594900687	IW	IW	Within IW	Dispersal limitation
S20	S17	1.38574802902961	1	0.5958623158811	IW	IW	Within IW	Dispersal limitation
S22	S17	1.50529932027634	1	0.830376009229829	IW	IW	Within IW	Dispersal limitation
S23	S17	1.35484860043392	1	0.816942583223849	IW	IW	Within IW	Dispersal limitation
S24	S17	1.88013512481958	1	0.844303948775318	IW	IW	Within IW	Dispersal limitation
S25	S17	5.36344703294619	1	0.859985195301918	IW	IW	Within IW	Heterogeneous selection
S26	S17	0.154628433349944	1	0.718150922583882	IW	IW	Within IW	Dispersal limitation
S27	S17	-0.211783242766991	1	0.704920380029515	IW	IW	Within IW	Dispersal limitation
S28	S17	-0.332321770731359	1	0.612198490624619	IW	IW	Within IW	Dispersal limitation
S30	S17	0.847843758209231	1	0.70568438121819	IW	IW	Within IW	Dispersal limitation
S34	S17	1.4809734162566	1	0.782038740014742	IW	IW	Within IW	Dispersal limitation
S35	S17	2.34977562842955	1	0.748824563762642	IW	IW	Within IW	Heterogeneous selection
S36	S17	1.43951334625633	1	0.68450909646707	IW	IW	Within IW	Dispersal limitation
S37	S17	0.71680915367578	1	0.7084269894686	IW	IW	Within IW	Dispersal limitation
S61	S17	1.29613926576336	1	0.763830329911985	CW	IW	Between groups	Dispersal limitation
S62	S17	-0.363425661834606	1	0.795728302915696	CW	IW	Between groups	Dispersal limitation
S63	S17	0.527217486663379	1	0.77316658688956	CW	IW	Between groups	Dispersal limitation
S65	S17	0.543977813055551	1	0.78552335053933	CW	IW	Between groups	Dispersal limitation
S85	S17	0.24152661288432	1	0.817182869252339	CW	IW	Between groups	Dispersal limitation
S86	S17	0.538658099743353	1	0.755157067324214	CW	IW	Between groups	Dispersal limitation
S87	S17	2.26137264527748	1	0.816154674962077	CW	IW	Between groups	Heterogeneous selection
S88	S17	1.00039158965743	1	0.784856244230718	CW	IW	Between groups	Dispersal limitation
S89	S17	1.63634988242284	1	0.859782464195505	CW	IW	Between groups	Dispersal limitation
S112	S17	1.2514904364648	1	0.779159219538067	CW	IW	Between groups	Dispersal limitation
S113	S17	-0.531534875812528	1	0.861112662954285	CW	IW	Between groups	Dispersal limitation
S114	S17	2.72912720325351	1	0.822356409364174	CW	IW	Between groups	Heterogeneous selection
S161	S17	2.40523653080729	1	0.851614610765383	CW	IW	Between groups	Heterogeneous selection
S162	S17	1.21655136122371	1	0.841972496244854	CW	IW	Between groups	Dispersal limitation
S164	S17	2.01849129029153	1	0.859704406156828	CW	IW	Between groups	Heterogeneous selection
S165	S17	2.98610404233473	1	0.830123259576494	CW	IW	Between groups	Heterogeneous selection
S166	S17	4.49103312493777	1	0.849990864452151	CW	IW	Between groups	Heterogeneous selection
S167	S17	2.437867833253	1	0.799832795963801	CW	IW	Between groups	Heterogeneous selection
S168	S17	1.19471849773698	1	0.805924402904179	CW	IW	Between groups	Dispersal limitation
S169	S17	3.31465659723662	1	0.805374635646811	CW	IW	Between groups	Heterogeneous selection
S170	S17	1.69504742096918	1	0.859404125552326	CW	IW	Between groups	Dispersal limitation
S171	S17	3.09753593780382	1	0.852881807007456	CW	IW	Between groups	Heterogeneous selection
S172	S17	1.62291461477106	1	0.862398756180802	CW	IW	Between groups	Dispersal limitation
S173	S17	4.43929092938806	1	0.855495681110481	CW	IW	Between groups	Heterogeneous selection
S174	S17	3.07844419731831	1	0.864053163727389	CW	IW	Between groups	Heterogeneous selection
S175	S17	2.33119409219459	1	0.864487681143018	CW	IW	Between groups	Heterogeneous selection
S176	S17	3.62875872349952	1	0.85515389979132	CW	IW	Between groups	Heterogeneous selection
S177	S17	4.09248780635142	1	0.853471223491882	CW	IW	Between groups	Heterogeneous selection
S179	S17	2.24172494241052	1	0.824670946603007	CW	IW	Between groups	Heterogeneous selection
S182	S17	3.13950089192248	1	0.818035305210512	CW	IW	Between groups	Heterogeneous selection
S187	S17	2.24702571471464	1	0.830600163393063	TW	IW	Between groups	Heterogeneous selection
S188	S17	2.09489255862216	1	0.841648856197673	TW	IW	Between groups	Heterogeneous selection
S191	S17	2.2978772567255	1	0.827545958016187	TW	IW	Between groups	Heterogeneous selection
S194	S17	1.95058406628077	1	0.746332261074659	TW	IW	Between groups	Dispersal limitation
S196	S17	2.20575493988738	1	0.717583175054251	TW	IW	Between groups	Heterogeneous selection
S197	S17	4.84973467773478	1	0.745474215781812	TW	IW	Between groups	Heterogeneous selection
S198	S17	2.75467889340797	1	0.752588244037749	TW	IW	Between groups	Heterogeneous selection
S201	S17	1.56609721301119	1	0.769438866823701	TW	IW	Between groups	Dispersal limitation
S202	S17	1.15794981970613	1	0.843065028423229	TW	IW	Between groups	Dispersal limitation
S203	S17	4.75177203027865	1	0.833164142914456	TW	IW	Between groups	Heterogeneous selection
S204	S17	2.39329229992419	1	0.750768913741655	TW	IW	Between groups	Heterogeneous selection
S205	S17	5.81508419303779	1	0.745111355284113	TW	IW	Between groups	Heterogeneous selection
S206	S17	2.52548586526941	1	0.726241809471512	TW	IW	Between groups	Heterogeneous selection
S207	S17	3.04741059018688	1	0.749350887251065	TW	IW	Between groups	Heterogeneous selection
S208	S17	4.4203158351558	1	0.760371188458818	TW	IW	Between groups	Heterogeneous selection
S209	S17	2.06123987811274	1	0.76733991038838	TW	IW	Between groups	Heterogeneous selection
S210	S17	3.01063541241479	1	0.777017974794138	TW	IW	Between groups	Heterogeneous selection
S213	S17	3.33120432226064	1	0.706616230551727	TW	IW	Between groups	Heterogeneous selection
S214	S17	1.89706695402223	1	0.78482633974616	TW	IW	Between groups	Dispersal limitation
S215	S17	1.73628992212735	1	0.776445086874813	TW	IW	Between groups	Dispersal limitation
S216	S17	3.00965520161866	1	0.785284668889857	TW	IW	Between groups	Heterogeneous selection
S217	S17	3.70569435487538	1	0.78906967510118	TW	IW	Between groups	Heterogeneous selection
S218	S17	4.39314908311099	1	0.744773035071402	TW	IW	Between groups	Heterogeneous selection
S219	S17	3.24090092574082	1	0.754200569510006	TW	IW	Between groups	Heterogeneous selection
S220	S17	3.09987783968127	1	0.777402202867784	TW	IW	Between groups	Heterogeneous selection
S221	S17	3.77635644009543	1	0.762688004771635	TW	IW	Between groups	Heterogeneous selection
S222	S17	4.43845190713549	1	0.806596996531536	TW	IW	Between groups	Heterogeneous selection
S223	S17	4.92893114342847	1	0.823915362050516	TW	IW	Between groups	Heterogeneous selection
S224	S17	3.53598149721787	1	0.750140432853387	TW	IW	Between groups	Heterogeneous selection
S225	S17	1.48125772156961	1	0.799622300258438	TW	IW	Between groups	Dispersal limitation
S19	S18	0.196452945766132	1	0.421320518985563	IW	IW	Within IW	Dispersal limitation
S20	S18	0.03007631456787	1	0.442675908364108	IW	IW	Within IW	Dispersal limitation
S22	S18	0.887492023065304	1	0.793299691843958	IW	IW	Within IW	Dispersal limitation
S23	S18	1.81713053765534	1	0.775012216469655	IW	IW	Within IW	Dispersal limitation
S24	S18	0.745277491476512	1	0.809198671883554	IW	IW	Within IW	Dispersal limitation
S25	S18	0.592762705453921	1	0.827472073930029	IW	IW	Within IW	Dispersal limitation
S26	S18	1.10421914061776	1	0.595586894238326	IW	IW	Within IW	Dispersal limitation
S27	S18	-0.490931447172619	1	0.554921851214196	IW	IW	Within IW	Dispersal limitation
S28	S18	1.75730074566479	1	0.676812784709414	IW	IW	Within IW	Dispersal limitation
S30	S18	1.71367842097469	1	0.631908612722517	IW	IW	Within IW	Dispersal limitation
S34	S18	2.30060988521588	1	0.670702158450752	IW	IW	Within IW	Heterogeneous selection
S35	S18	1.87939050716215	1	0.585456657487174	IW	IW	Within IW	Dispersal limitation
S36	S18	1.56827423520574	1	0.73220307801981	IW	IW	Within IW	Dispersal limitation
S37	S18	0.873363303761763	1	0.569730745165643	IW	IW	Within IW	Dispersal limitation
S61	S18	0.376822949481968	1	0.757566246793609	CW	IW	Between groups	Dispersal limitation
S62	S18	-0.0566801985715607	1	0.780525327749071	CW	IW	Between groups	Dispersal limitation
S63	S18	2.10652923941169	1	0.771094946542517	CW	IW	Between groups	Heterogeneous selection
S65	S18	0.389054418414398	1	0.79130889338394	CW	IW	Between groups	Dispersal limitation
S85	S18	2.26544777232982	1	0.818196411608139	CW	IW	Between groups	Heterogeneous selection
S86	S18	2.68588520487851	1	0.761005984861819	CW	IW	Between groups	Heterogeneous selection
S87	S18	2.0344300067	1	0.82069131340858	CW	IW	Between groups	Heterogeneous selection
S88	S18	2.74772180818207	1	0.793584988854395	CW	IW	Between groups	Heterogeneous selection
S89	S18	2.55323842061042	1	0.872728287602639	CW	IW	Between groups	Heterogeneous selection
S112	S18	2.0797124687321	1	0.799076965702549	CW	IW	Between groups	Heterogeneous selection
S113	S18	1.28454785011129	1	0.835101217258723	CW	IW	Between groups	Dispersal limitation
S114	S18	2.58189467157304	1	0.833600819470383	CW	IW	Between groups	Heterogeneous selection
S161	S18	2.54763668785259	1	0.857475514327888	CW	IW	Between groups	Heterogeneous selection
S162	S18	1.69931790841519	1	0.841883318766659	CW	IW	Between groups	Dispersal limitation
S164	S18	1.51154441370206	1	0.85325291409636	CW	IW	Between groups	Dispersal limitation
S165	S18	3.2176778948821	1	0.822586791628103	CW	IW	Between groups	Heterogeneous selection
S166	S18	1.42396725535335	1	0.846438032760766	CW	IW	Between groups	Dispersal limitation
S167	S18	1.52963616700218	1	0.762833343512872	CW	IW	Between groups	Dispersal limitation
S168	S18	1.05385799920869	1	0.802522278636	CW	IW	Between groups	Dispersal limitation
S169	S18	3.01354217554598	1	0.781581098996768	CW	IW	Between groups	Heterogeneous selection
S170	S18	2.62920997333402	1	0.861234372820811	CW	IW	Between groups	Heterogeneous selection
S171	S18	1.39563535249167	1	0.854177395518588	CW	IW	Between groups	Dispersal limitation
S172	S18	1.81111777186392	1	0.860582562347363	CW	IW	Between groups	Dispersal limitation
S173	S18	2.20229306776752	1	0.855555555555556	CW	IW	Between groups	Heterogeneous selection
S174	S18	1.43211254855904	1	0.865566521659603	CW	IW	Between groups	Dispersal limitation
S175	S18	1.53733997333769	1	0.864769505682863	CW	IW	Between groups	Dispersal limitation
S176	S18	4.07163569679155	1	0.849285356350574	CW	IW	Between groups	Heterogeneous selection
S177	S18	1.67728812531347	1	0.84923978727852	CW	IW	Between groups	Dispersal limitation
S179	S18	2.01682752824134	1	0.798916827852997	CW	IW	Between groups	Heterogeneous selection
S182	S18	1.15282974565051	1	0.788659999927085	CW	IW	Between groups	Dispersal limitation
S187	S18	1.33466922660421	1	0.821936501899186	TW	IW	Between groups	Dispersal limitation
S188	S18	1.01453733119706	1	0.839300310953828	TW	IW	Between groups	Dispersal limitation
S191	S18	1.20514612118183	1	0.832624770373113	TW	IW	Between groups	Dispersal limitation
S194	S18	1.53615143579197	1	0.792336858760324	TW	IW	Between groups	Dispersal limitation
S196	S18	0.105548817977661	1	0.776231452726018	TW	IW	Between groups	Dispersal limitation
S197	S18	2.17686295822445	1	0.653257334008699	TW	IW	Between groups	Heterogeneous selection
S198	S18	1.84456263023296	1	0.662274419087444	TW	IW	Between groups	Dispersal limitation
S201	S18	0.601955735235731	1	0.72475268307263	TW	IW	Between groups	Dispersal limitation
S202	S18	-0.0791630352409052	1	0.823836299897066	TW	IW	Between groups	Dispersal limitation
S203	S18	2.02913944447951	1	0.845314928575183	TW	IW	Between groups	Heterogeneous selection
S204	S18	1.47449753806789	1	0.729663798484639	TW	IW	Between groups	Dispersal limitation
S205	S18	3.67422038318124	1	0.731407249720551	TW	IW	Between groups	Heterogeneous selection
S206	S18	1.40207143184669	1	0.659458058018381	TW	IW	Between groups	Dispersal limitation
S207	S18	0.219718898375919	1	0.716594033985338	TW	IW	Between groups	Dispersal limitation
S208	S18	2.02987925628891	1	0.739414363532581	TW	IW	Between groups	Heterogeneous selection
S209	S18	0.941094688156918	1	0.711820396123678	TW	IW	Between groups	Dispersal limitation
S210	S18	0.682084945675962	1	0.723288479952771	TW	IW	Between groups	Dispersal limitation
S213	S18	2.72189562345392	1	0.624170812318114	TW	IW	Between groups	Heterogeneous selection
S214	S18	1.60035917950017	1	0.740558234036493	TW	IW	Between groups	Dispersal limitation
S215	S18	1.43228689192631	1	0.693150202515627	TW	IW	Between groups	Dispersal limitation
S216	S18	1.63538053135804	1	0.726901587470906	TW	IW	Between groups	Dispersal limitation
S217	S18	2.61757139705296	1	0.676772299655595	TW	IW	Between groups	Heterogeneous selection
S218	S18	1.59444149578023	1	0.628206877636813	TW	IW	Between groups	Dispersal limitation
S219	S18	1.87053173951405	1	0.571436056559266	TW	IW	Between groups	Dispersal limitation
S220	S18	2.91193738309966	1	0.552769039992723	TW	IW	Between groups	Heterogeneous selection
S221	S18	2.63045195116249	1	0.659171424388816	TW	IW	Between groups	Heterogeneous selection
S222	S18	0.136688875937242	1	0.71925577432524	TW	IW	Between groups	Dispersal limitation
S223	S18	2.17360057410241	1	0.642798072495681	TW	IW	Between groups	Heterogeneous selection
S224	S18	3.19418249006454	1	0.598953334902433	TW	IW	Between groups	Heterogeneous selection
S225	S18	0.225949691166514	1	0.755971394256764	TW	IW	Between groups	Dispersal limitation
S20	S19	0.280927008684971	1	0.513131630980448	IW	IW	Within IW	Dispersal limitation
S22	S19	0.324906387272465	1	0.793168249651756	IW	IW	Within IW	Dispersal limitation
S23	S19	0.738724333653671	1	0.776617090104612	IW	IW	Within IW	Dispersal limitation
S24	S19	-0.342195265614015	1	0.805486442430248	IW	IW	Within IW	Dispersal limitation
S25	S19	1.08054178166061	1	0.829585440848773	IW	IW	Within IW	Dispersal limitation
S26	S19	-0.108289612857131	1	0.608253356240146	IW	IW	Within IW	Dispersal limitation
S27	S19	-0.782172946282012	1	0.578651179868204	IW	IW	Within IW	Dispersal limitation
S28	S19	3.03877539062968	1	0.691047253103984	IW	IW	Within IW	Heterogeneous selection
S30	S19	2.50011072388937	1	0.669542117568758	IW	IW	Within IW	Heterogeneous selection
S34	S19	2.68904952790927	1	0.662307742344524	IW	IW	Within IW	Heterogeneous selection
S35	S19	3.43301439365646	1	0.583801767321036	IW	IW	Within IW	Heterogeneous selection
S36	S19	1.75088134798844	1	0.7465637121511	IW	IW	Within IW	Dispersal limitation
S37	S19	0.346697792663137	1	0.556976653283932	IW	IW	Within IW	Dispersal limitation
S61	S19	1.07559183538283	1	0.782567819405165	CW	IW	Between groups	Dispersal limitation
S62	S19	0.360422782714894	1	0.815725709998069	CW	IW	Between groups	Dispersal limitation
S63	S19	2.6687719708744	1	0.785093773051677	CW	IW	Between groups	Heterogeneous selection
S65	S19	0.866961075248066	1	0.819679559316819	CW	IW	Between groups	Dispersal limitation
S85	S19	-0.128997541851193	1	0.849561245824036	CW	IW	Between groups	Dispersal limitation
S86	S19	2.33293161862419	1	0.776892354045371	CW	IW	Between groups	Heterogeneous selection
S87	S19	2.2297769583545	1	0.83093157065423	CW	IW	Between groups	Heterogeneous selection
S88	S19	1.47917714854666	1	0.81455191191694	CW	IW	Between groups	Dispersal limitation
S89	S19	2.04450305032712	1	0.876442628433848	CW	IW	Between groups	Heterogeneous selection
S112	S19	2.39333995592679	1	0.782342435884057	CW	IW	Between groups	Heterogeneous selection
S113	S19	1.20562893947885	1	0.829363571030245	CW	IW	Between groups	Dispersal limitation
S114	S19	1.98250259928314	1	0.825329288098127	CW	IW	Between groups	Heterogeneous selection
S161	S19	2.35704669824276	1	0.848627488768846	CW	IW	Between groups	Heterogeneous selection
S162	S19	1.6236048738969	1	0.840482611268932	CW	IW	Between groups	Dispersal limitation
S164	S19	1.97428097329893	1	0.860789411921644	CW	IW	Between groups	Heterogeneous selection
S165	S19	3.55218085021383	1	0.825222356820084	CW	IW	Between groups	Heterogeneous selection
S166	S19	1.42875329101625	1	0.852721877766099	CW	IW	Between groups	Dispersal limitation
S167	S19	1.01629870015567	1	0.769775110155475	CW	IW	Between groups	Dispersal limitation
S168	S19	0.915692191714929	1	0.797689703236238	CW	IW	Between groups	Dispersal limitation
S169	S19	1.96840727648124	1	0.792335563983632	CW	IW	Between groups	Heterogeneous selection
S170	S19	3.56647818287264	1	0.867320840696438	CW	IW	Between groups	Heterogeneous selection
S171	S19	3.54338324597973	1	0.862331872479222	CW	IW	Between groups	Heterogeneous selection
S172	S19	2.81581131694907	1	0.866804016733812	CW	IW	Between groups	Heterogeneous selection
S173	S19	3.34741776454354	1	0.855239261865247	CW	IW	Between groups	Heterogeneous selection
S174	S19	3.04310146617583	1	0.86508548299078	CW	IW	Between groups	Heterogeneous selection
S175	S19	2.3638730495223	1	0.863223982365349	CW	IW	Between groups	Heterogeneous selection
S176	S19	3.19042630851331	1	0.844751783406793	CW	IW	Between groups	Heterogeneous selection
S177	S19	3.08303756735698	1	0.854756778228967	CW	IW	Between groups	Heterogeneous selection
S179	S19	1.91927285885938	1	0.790164972425505	CW	IW	Between groups	Dispersal limitation
S182	S19	3.5880400095238	1	0.785346205000187	CW	IW	Between groups	Heterogeneous selection
S187	S19	1.56469481946709	1	0.832995800002104	TW	IW	Between groups	Dispersal limitation
S188	S19	2.13860302223481	1	0.848504595098225	TW	IW	Between groups	Heterogeneous selection
S191	S19	1.51038823242707	1	0.84089980393209	TW	IW	Between groups	Dispersal limitation
S194	S19	2.11386861276751	1	0.845683360212648	TW	IW	Between groups	Heterogeneous selection
S196	S19	2.33362278067524	1	0.815711459826881	TW	IW	Between groups	Heterogeneous selection
S197	S19	2.92912201839603	1	0.621967864698121	TW	IW	Between groups	Heterogeneous selection
S198	S19	3.08499567242986	1	0.628849238100427	TW	IW	Between groups	Heterogeneous selection
S201	S19	2.38274461897957	1	0.700410318010224	TW	IW	Between groups	Heterogeneous selection
S202	S19	3.04818432765114	1	0.821192430166002	TW	IW	Between groups	Heterogeneous selection
S203	S19	2.40918567133094	1	0.831984705535901	TW	IW	Between groups	Heterogeneous selection
S204	S19	2.44589659668268	1	0.747934710451813	TW	IW	Between groups	Heterogeneous selection
S205	S19	4.66269951060122	1	0.766056861576521	TW	IW	Between groups	Heterogeneous selection
S206	S19	0.847275443323152	1	0.71677733835997	TW	IW	Between groups	Dispersal limitation
S207	S19	1.4523076088384	1	0.745574604886378	TW	IW	Between groups	Dispersal limitation
S208	S19	2.49436886898794	1	0.761837737056607	TW	IW	Between groups	Heterogeneous selection
S209	S19	2.27599673598529	1	0.713002037809648	TW	IW	Between groups	Heterogeneous selection
S210	S19	1.57503467488085	1	0.696713810814198	TW	IW	Between groups	Dispersal limitation
S213	S19	3.0045724581779	1	0.589763780739658	TW	IW	Between groups	Heterogeneous selection
S214	S19	1.62816590387081	1	0.746627292927278	TW	IW	Between groups	Dispersal limitation
S215	S19	2.44107416651921	1	0.695387738193783	TW	IW	Between groups	Heterogeneous selection
S216	S19	0.809568208245141	1	0.726657816668294	TW	IW	Between groups	Dispersal limitation
S217	S19	1.14362545026803	1	0.708484140493019	TW	IW	Between groups	Dispersal limitation
S218	S19	2.37113524026027	1	0.591173973300919	TW	IW	Between groups	Heterogeneous selection
S219	S19	3.03091980181079	1	0.565750835816035	TW	IW	Between groups	Heterogeneous selection
S220	S19	1.81145049680581	1	0.612329215489779	TW	IW	Between groups	Dispersal limitation
S221	S19	1.82223425819281	1	0.639625389744872	TW	IW	Between groups	Dispersal limitation
S222	S19	1.03833444336706	1	0.724154787540444	TW	IW	Between groups	Dispersal limitation
S223	S19	3.64129812267147	1	0.708424603789293	TW	IW	Between groups	Heterogeneous selection
S224	S19	4.09483571532317	1	0.583244140093964	TW	IW	Between groups	Heterogeneous selection
S225	S19	0.594692979740669	1	0.774469760924409	TW	IW	Between groups	Dispersal limitation
S22	S20	-0.526849159261186	1	0.78324057526075	IW	IW	Within IW	Dispersal limitation
S23	S20	0.317894354853086	1	0.771087578833597	IW	IW	Within IW	Dispersal limitation
S24	S20	0.757273570562369	1	0.800179769569905	IW	IW	Within IW	Dispersal limitation
S25	S20	-0.255432546476441	1	0.82853186841222	IW	IW	Within IW	Dispersal limitation
S26	S20	-0.0453167897158369	1	0.623372139846818	IW	IW	Within IW	Dispersal limitation
S27	S20	-0.946195831101858	1	0.609558152954626	IW	IW	Within IW	Dispersal limitation
S28	S20	2.26039116521989	1	0.640359261891402	IW	IW	Within IW	Heterogeneous selection
S30	S20	1.08523700227629	1	0.602203763763519	IW	IW	Within IW	Dispersal limitation
S34	S20	1.84357528566791	1	0.713783575978851	IW	IW	Within IW	Dispersal limitation
S35	S20	2.056310602158	1	0.674571783859856	IW	IW	Within IW	Heterogeneous selection
S36	S20	0.886251702998511	1	0.686710654700849	IW	IW	Within IW	Dispersal limitation
S37	S20	-0.181701142844383	1	0.594548086902696	IW	IW	Within IW	Dispersal limitation
S61	S20	0.275671386471804	1	0.728983921373389	CW	IW	Between groups	Dispersal limitation
S62	S20	-0.0999953655897865	1	0.749498520682922	CW	IW	Between groups	Dispersal limitation
S63	S20	1.10963894125702	1	0.751375512590048	CW	IW	Between groups	Dispersal limitation
S65	S20	1.11012359710896	1	0.764014012551382	CW	IW	Between groups	Dispersal limitation
S85	S20	-0.256459692493236	1	0.796352390798793	CW	IW	Between groups	Dispersal limitation
S86	S20	1.14369949926124	1	0.731629014658779	CW	IW	Between groups	Dispersal limitation
S87	S20	1.20144073651451	1	0.79789087728102	CW	IW	Between groups	Dispersal limitation
S88	S20	0.258156272271976	1	0.76469596383943	CW	IW	Between groups	Dispersal limitation
S89	S20	1.98858204369365	1	0.852761076489271	CW	IW	Between groups	Heterogeneous selection
S112	S20	0.790278590474625	1	0.790096924900889	CW	IW	Between groups	Dispersal limitation
S113	S20	0.953941731767701	1	0.870589617772717	CW	IW	Between groups	Dispersal limitation
S114	S20	0.75352055401664	1	0.850083405005675	CW	IW	Between groups	Dispersal limitation
S161	S20	1.47812154707445	1	0.841630458676259	CW	IW	Between groups	Dispersal limitation
S162	S20	1.0035179565598	1	0.824136993267411	CW	IW	Between groups	Dispersal limitation
S164	S20	0.155597720485178	1	0.841645895788701	CW	IW	Between groups	Dispersal limitation
S165	S20	0.734729859762699	1	0.807014444371872	CW	IW	Between groups	Dispersal limitation
S166	S20	0.0880210977430669	1	0.83057864179794	CW	IW	Between groups	Dispersal limitation
S167	S20	-0.201354650123152	1	0.745907864961116	CW	IW	Between groups	Dispersal limitation
S168	S20	-0.0271294720979032	1	0.782985196985328	CW	IW	Between groups	Dispersal limitation
S169	S20	3.50343452079617	1	0.750699029783748	CW	IW	Between groups	Heterogeneous selection
S170	S20	1.33362351966961	1	0.844796724256886	CW	IW	Between groups	Dispersal limitation
S171	S20	0.10996121432475	1	0.842545522892141	CW	IW	Between groups	Dispersal limitation
S172	S20	0.951155512299416	1	0.844037468748095	CW	IW	Between groups	Dispersal limitation
S173	S20	1.61600497118923	1	0.834742774256784	CW	IW	Between groups	Dispersal limitation
S174	S20	-0.0369019144164759	1	0.853382593840655	CW	IW	Between groups	Dispersal limitation
S175	S20	-0.381330781164814	1	0.846842099215188	CW	IW	Between groups	Dispersal limitation
S176	S20	1.97457832333859	1	0.834413600246805	CW	IW	Between groups	Heterogeneous selection
S177	S20	1.2554594310964	1	0.839308500001005	CW	IW	Between groups	Dispersal limitation
S179	S20	0.704552994267317	1	0.781629500243868	CW	IW	Between groups	Dispersal limitation
S182	S20	0.286816010146863	1	0.77046753627084	CW	IW	Between groups	Dispersal limitation
S187	S20	0.0812976634070033	1	0.810911523657057	TW	IW	Between groups	Dispersal limitation
S188	S20	0.100734740076345	1	0.827439524838419	TW	IW	Between groups	Dispersal limitation
S191	S20	-0.150030072452837	1	0.820668037979696	TW	IW	Between groups	Dispersal limitation
S194	S20	0.173287845958337	1	0.790578846708821	TW	IW	Between groups	Dispersal limitation
S196	S20	0.309400901755142	1	0.759432891896225	TW	IW	Between groups	Dispersal limitation
S197	S20	1.81418161688888	1	0.678056666341186	TW	IW	Between groups	Dispersal limitation
S198	S20	-0.0287467970642098	1	0.683550115708138	TW	IW	Between groups	Dispersal limitation
S201	S20	0.735164261543215	1	0.713953560167233	TW	IW	Between groups	Dispersal limitation
S202	S20	-0.13747186714948	1	0.82701261116192	TW	IW	Between groups	Dispersal limitation
S203	S20	-0.0787145895582166	1	0.842738089778883	TW	IW	Between groups	Dispersal limitation
S204	S20	1.62642311916097	1	0.719265818586837	TW	IW	Between groups	Dispersal limitation
S205	S20	4.351891081677	1	0.747630417899686	TW	IW	Between groups	Heterogeneous selection
S206	S20	1.03764809950338	1	0.706574626008146	TW	IW	Between groups	Dispersal limitation
S207	S20	1.64427554937552	1	0.741530087955065	TW	IW	Between groups	Dispersal limitation
S208	S20	1.81254018520578	1	0.755145051141812	TW	IW	Between groups	Dispersal limitation
S209	S20	-0.06239801457131	1	0.723645664328676	TW	IW	Between groups	Dispersal limitation
S210	S20	2.21360863986467	1	0.727436908341619	TW	IW	Between groups	Heterogeneous selection
S213	S20	0.250579902079303	1	0.601407865387137	TW	IW	Between groups	Dispersal limitation
S214	S20	1.68966092480093	1	0.739180071217903	TW	IW	Between groups	Dispersal limitation
S215	S20	0.232232898516827	1	0.715035174142237	TW	IW	Between groups	Dispersal limitation
S216	S20	0.662664491695768	1	0.752578434850312	TW	IW	Between groups	Dispersal limitation
S217	S20	-0.155379610295523	1	0.721370530784	TW	IW	Between groups	Dispersal limitation
S218	S20	2.62753020662343	1	0.696477084316477	TW	IW	Between groups	Heterogeneous selection
S219	S20	1.9529043528996	1	0.70805924904043	TW	IW	Between groups	Dispersal limitation
S220	S20	3.12106929941164	1	0.700734407335055	TW	IW	Between groups	Heterogeneous selection
S221	S20	2.89494150802086	1	0.716347960566064	TW	IW	Between groups	Heterogeneous selection
S222	S20	2.50136782564739	1	0.766163496758982	TW	IW	Between groups	Heterogeneous selection
S223	S20	3.09458616298743	1	0.791684690237484	TW	IW	Between groups	Heterogeneous selection
