FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species
65444	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Nevskia	Nevskiaramosa
256598	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Hydrocarboniphaga	
94102	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Hydrocarboniphaga	Hydrocarboniphagaeffusa
320911	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales			
204506	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales			
340602	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales			
550784	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales			
145000	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales			
7792	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
101731	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	
583425	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
566599	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
554502	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	
264158	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	
534474	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	
279341	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	
571774	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	
137895	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	
293748	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	
223206	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	
567486	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	
105121	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
536749	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
325248	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
509760	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
578119	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
149965	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobactertaiwanensis
567662	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
353183	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
79280	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonasfusca
76350	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonasfusca
91520	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
122173	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
245102	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
370060	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
176206	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
358999	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
559836	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
241713	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
457990	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
253894	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
101824	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
359969	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
577244	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
97259	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
140061	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
138668	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
278947	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
258113	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
351629	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
326693	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
535329	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
351746	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
254119	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
101503	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
333628	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
363149	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
506057	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
101000	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
7884	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
219998	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
591221	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonasaxonopodis
149430	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	
48518	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonastaiwanensis
109333	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonasmexicana
41720	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonasmexicana
217221	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	
230970	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	
138884	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	
85823	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	
516809	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
593848	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
275171	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
202238	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
194964	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
231154	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Pseudomonasgeniculata
129907	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
259059	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
276010	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonaskoreensis
179102	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonaskoreensis
391286	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
419544	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
389700	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
429048	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
99509	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
102209	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
146003	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonasmephitis
150537	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	
107507	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	
93610	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	
404492	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
516410	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
275388	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
142971	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
252239	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
548799	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
367733	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
537205	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
297307	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
257386	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
272797	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
593908	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
236708	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
202402	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
579953	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
254845	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
105946	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
315730	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
370343	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
239403	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
139166	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
547724	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
106966	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
142243	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
172808	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
271896	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
366690	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
340120	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
539242	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
74443	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
218479	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
136003	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
203659	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
60986	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
279266	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
362681	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
121642	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
369488	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
245307	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
323292	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
585780	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
580798	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
163937	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
309065	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	
50262	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	
67341	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	
68655	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	Rhodanobacterlindaniclasticus
101644	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	Rhodanobacterlindaniclasticus
106058	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	
184325	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	
79780	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	
79298	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	
79105	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	
177737	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
370199	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
156994	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	
214161	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	Dyellajaponica
276133	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	Dyellajaponica
71415	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
192890	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteibacter	Luteibacterrhizovicinus
533999	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteibacter	
222534	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
120471	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Frateuria	
114384	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Frateuria	
106286	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Frateuria	Frateuriaaurantia
136764	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
105699	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
160992	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
244451	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
278696	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
150541	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
110983	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
137213	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
305493	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
173557	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
233724	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
544240	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
21579	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		Caedibacter	
39058	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		Caedibacter	
313251	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		Caedibacter	
141713	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
554270	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
141552	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
553501	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
90210	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
550142	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusOdyssella	
566774	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusOdyssella	
45099	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusOdyssella	
136282	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusOdyssella	
253292	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusOdyssella	
579026	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusOdyssella	
148878	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusOdyssella	
143746	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusOdyssella	
110755	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
352689	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
231677	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
231060	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
232066	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
325911	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
228764	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
125326	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
571516	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
116334	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
534129	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
560655	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
50807	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
333113	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
276028	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
511941	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
340660	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
107419	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
322879	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
343807	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
550273	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
583834	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
234504	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
108860	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
542603	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
537980	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
155191	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
102389	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
125744	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
5901	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
153164	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
349307	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
538209	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
153586	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
564936	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
538087	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
559061	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
355076	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	CandidatusPelagibacterubique
321636	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	CandidatusPelagibacterubique
236718	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	CandidatusPelagibacterubique
581967	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	CandidatusPelagibacterubique
332963	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	CandidatusPelagibacterubique
555596	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
307941	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
353485	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
233274	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
68974	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		CandidatusPelagibacter	
355833	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
111884	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	RickettsiaendosymbiontofDeronectesplatynotus
316724	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	
5950	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	
228847	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
352699	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
254127	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
325735	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
201204	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
256955	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
569314	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
5951	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
536819	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
513411	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
562891	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
106063	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Wolbachia	
323929	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae		
527154	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae		
227344	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae		
217443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	
47902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	
545515	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae		
38141	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Pseudaminobacter	Pseudaminobactersalicylatoxidans
511099	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	
44758	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	
158376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae		
261777	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae		
46411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
155596	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
548464	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
155236	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
573545	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	
201867	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	
471451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	
150328	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	
572099	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	
207574	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	
155467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
